Position,song,artist
1,Free Mind,Tems
2,Satisfy My Soul,Ria Sean
3,Pay Me,Troniq Music and  Oxlade
4,Peru,Fireboy DML
5,Understand,Omah Lay
6,Outside,Buju
7,Harmonies (feat. WurlD),Wavy The Creator
8,Showtime (feat. Azanti),Zarion Uti
9,LOML (feat. Olamide),Cheque
10,Pray,Victony
11,Pretend (feat. Tay Iwar),Zamir
12,Mood (feat. Buju),Wizkid
13,Cocaine,Dai Verse
14,tonight (feat. Freddie Gambini),Ginius
15,Tonight (feat. Rellie),Iguocho
16,Outside (feat. Skillz 8figure & Tomi Agape),P. Montana
17,Testimony,Buju
18,SPUNK,WurlD
19,Sweet As Temptation,Ogranya
20,Sinner,Adekunle Gold and  Lucky Daye
21,W I L D,Lady Donli
22,Ojuju,Troniq Music and  Oxlade
23,Julie Juicy,FOURYY
24,MKD,Skillz 8Figure
25,Offend Me (feat. Blaqbonez),Bella Alubo
26,Amnesia,Zamir
27,Confident,Savage and  Buju
28,Money & Laughter (feat. Amaarae & Zamir),BOJ
29,The Key,Tems
30,Lockdown,Mr Vibez
31,911,Dxc3x84BS
32,Firedncr. (feat. Azanti),Jaylon
33,Erima (feat. Terri & Minz),DJ Latitude
34,No Worry (feat. Buju),Valvin
35,Show My Side (feat. Amaarae),CKay
36,Mr Nike (feat. April Maey),Dts
37,Euphoria (feat. Victony),Hoodini
38,Wayo Wayo,Bee-Z
39,I Like Girls,Kola Williams
40,Ltf,Victor Collins and  MisterKay
41,Don't Play,Floyd Miles
42,Unconditionally,Ajebutter 22 and  Oxlade
43,Tornado,chuXchu
44,Frenemies (feat. Oxlade),Rexxie
45,Money Medicine,Laime
46,Peace,Mannywellz and  Tems
47,Wag1 (feat. 60),Activity Club NG
48,All Mine (feat. Buju) [Remix],Kinsolo
49,Down for You (feat. Boybreed),Aramide
50,Bling (feat. Amaarae & Buju),Blaqbonez
51,Soundgasm,Rema
52,Right Back,Skaa and  Buju
53,Gone Girl,Obongjayar and  Sarz
54,Beggie Beggie (feat. Ckay),Ayra Starr
55,Human (feat. Tomi Owxc3xb3),Show Dem Camp
56,Fancy (feat. Africaine),Niinety9
57,Should've Known Better,Sizz The Truth
58,Real,Tim Lyre
59,Sweet Escape,Mizzle
60,Body Language (feat. Buju),Zeezboi
61,Fancy,Uche Malik
62,Snitch (feat. Foushexc3xa9),Ayra Starr
63,Tonongo,Lojay and  Sarz
64,Party Starter,Gabzy
65,Gbese,Ogranya and  Show Dem Camp
66,Money Bag,Ria Sean
67,Dragon Fruit Freestyle,Lady Donli
68,Shege,Purple Plutonian
69,Pumpkin,Mike Akox
70,Don't Mind (feat. Rhythmnculture),Doka Shot
71,Times Two (X2) [feat. Buju],WANI
72,Omah,Neeza
73,Wicked Somebody (Refix),Wondamagik and  Ogranya
74,Wicked,Straffitti
75,Mafimisere,Plainben
76,BEAN24 (feat. DOZ & Le Mav),Hermez
77,Indecisive,Niinety9
78,Seke (feat. TiwaDara),Vader the Wildcard
79,Talk,Timiboi
80,Sativa (feat. Minz),Runtown
81,PEAKING,Tay Iwar
82,Fever,Yung D3mz
83,Caribbeana,Wondamagik and  Ogranya
84,Alcy (feat. Bella Alubo),July Drama
85,Gorgeous (feat. Blaqbonez),SaveMilli
86,Feeling,LADIPOE and  Buju
87,Wotm,Richie Benson
88,Table for Two,Bella Alubo
89,Fallin' Hard,The.wav
90,Rise of the Underdogs 2 (feat. Tomi Thomas),Show Dem Camp
91,Who Talk (feat. Adekunle Gold & Ria Sean),Moelogo
