Position,artist,album
1,Wizkid,Made In Lagos: Deluxe Edition
2,Drake,Certified Lover Boy
3,Brymo,9: Èsan
4,Ayra Starr,19 & Dangerous
5,Kanye West,Donda
6,Baby Keem,The Melodic Blue
7,Brymo,9: Harmattan & Winter
8,Dave,We're All Alone In This Together
9,Johnny Drille,Before We Fall Asleep
10,Troniq Music & Oxlade,Eclipse - EP
11,Dangbana Republik & Bella Shmurda,High Tension 2.0
12,Tiwa Savage,Water & Garri - EP
13,Lojay & Sarz,LV N ATTN - EP
14,Doja Cat,Planet Her (Deluxe)
15,Burna Boy,Twice As Tall
16,Lil Baby & Lil Durk,The Voice of the Heroes
17,Ruger,PANDEMIC - EP
18,Olamide,UY Scuti
19,Tems,For Broken Ears
20,Rod Wave,SoulFly (Deluxe Version)
21,Pop Smoke,Faith
22,Killertunes,KillaXtra
23,PsychoYP,Euphoria
24,Lil Durk,Just Cause Y'all Waited 2 (Deluxe)
25,Ed Sheeran,=
26,Ajebo Hustlers,"Kpos Lifestyle, Vol. 1"
27,Laime,If Summer Happened - EP
28,YoungBoy Never Broke Again,"Sincerely, Kentrell"
29,The Cavemen.,Roots
30,Chike,Boo of the Booless
31,Burna Boy,African Giant
32,Davido,A Better Time
33,KCee & Okwesili Eze Group,Cultural Praise
34,J. Cole,The Off-Season
35,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
36,Polo G,Hall of Fame
37,Fireboy DML,"Laughter, Tears & Goosebumps"
38,Migos,Culture III (Deluxe)
39,J Hus,Big Conspiracy
40,Blaqbonez,Sex Over Love
41,StarBoy,SoundMan Vol. 1 (feat. Wizkid)
42,Lil Durk,The Voice (Deluxe)
43,Roddy Ricch,Please Excuse Me For Being Antisocial
44,Fireboy DML,APOLLO
45,Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version)
46,Wizkid,Superstar
47,Yung Bleu,Moon Boy
48,Elevation Worship & Maverick City Music,Old Church Basement
49,Lil Baby,My Turn (Deluxe)
50,Teni,WONDALAND
51,Brymo,Yellow
52,Judikay,Man of Galilee
53,Spinall,"Afromix, Ep. 2 (DJ Mix)"
54,Bella Shmurda,High Tension
55,Joeboy,Somewhere Between Beauty & Magic
56,Travis Scott,ASTROWORLD
57,Billie Eilish,Happier Than Ever
58,Wizkid,Ayo
59,Juice WRLD,Legends Never Die (Video Version)
60,The Weeknd,After Hours
61,Nas,King's Disease II
62,Laycon,...Shall We Begin...
63,Basketmouth,Yabasi
64,Skepta,All In - EP
65,Davido,A Good Time
66,Victor AD,Nothing To Prove - EP
67,Ria Sean,Fluid (EP)
68,Yebba,Dawn
69,YoungBoy Never Broke Again,Top
70,Liya,Alari - EP
71,Pop Smoke,Meet the Woo 2 (Deluxe)
72,6LACK,East Atlanta Love Letter
73,Future,High Off Life
74,Omah Lay,Get Layd - EP
75,Dunsin Oyekan,The Gospel of the Kingdom
76,Toosii,Platinum Heart (Deluxe)
77,SAINt JHN,Ghetto Lenny's Love Songs
78,Mercy Chinwo,SATISFIED
79,Olamide,Carpe Diem
80,SAINt JHN,While the World Was Burning
81,Nathaniel Bassey,Hallelujah Again (Revelation 19:3)
82,Trippie Redd,Trip At Knight (Complete Expanded Edition)
83,Brymo,Oṣó
84,Young Thug,BEAUTIFUL THUGGER GIRLS
85,Jon Bellion,The Human Condition
86,Abra Cadabra,Product of My Environment
87,Amaarae,THE ANGEL YOU DON'T KNOW
88,Olivia Rodrigo,SOUR (Video Version)
89,Imagine Dragons,Mercury - Act 1
90,Gunna,WUNNA (Deluxe)
91,Omah Lay,What Have We Done - EP
92,Cheque,Bravo
93,Minister GUC,The Message
94,Polo G,THE GOAT
95,CKay,Boyfriend
96,Wizkid,Sounds From the Other Side
97,Dave,PSYCHODRAMA
98,Juice WRLD,Goodbye & Good Riddance (Anniversary Edition)
99,Roddy Ricch,Feed Tha Streets ll
100,Oxlade,OXYGENE - EP
