Position,song,artist,album
1,Bounce,Ruger,PANDEMIC - EP
2,Feeling,"LADIPOE, Buju",Feeling - Single
3,Yaba Buluku (feat. Preck & Nelson Tivane) [Remix],"DJ Tarico, Burna Boy",Yaba Buluku (feat. Preck & Nelson Tivane) [Remix] - Single
4,Outside,Buju,Outside - Single
5,Rock,Olamide,UY Scuti
6,Soundgasm,Rema,Soundgasm - Single
7,Big Thug Boys,AV,Big Thug Boys - Single
8,Confident,"Savage, Buju",Confident - Single
9,Monalisa,"Lojay, Sarz",LV N ATTN - EP
10,Naira Marley,Zinoleesky,Naira Marley - Single
11,Essence (feat. Tems),Wizkid,Made In Lagos
12,Bling (feat. Amaarae & Buju),Blaqbonez,Sex Over Love
13,Party Next Door,"Dangbana Republik, Bella Shmurda",Party Next Door - Single
14,Dimension (feat. Skepta & Rema),JAE5,Dimension (feat. Skepta & Rema) - Single
15,Show Me,Joeboy,Somewhere Between Beauty & Magic
16,Coming,"Naira Marley, Busiswa",Coming - Single
17,LV N ATTN feat. Wizkid,"Lojay, Sarz",LV N ATTN - EP
18,Tonongo,"Lojay, Sarz",LV N ATTN - EP
19,Ginger (feat. Burna Boy),Wizkid,Made In Lagos
20,Jailer (feat. Jaywillz),Olamide,UY Scuti
21,Frenemies (feat. Oxlade),Rexxie,A True Champion
22,HUSTLE,Teni,WONDALAND
23,"Blessed (feat. Damian ""Jr. Gong"" Marley)",Wizkid,Made In Lagos
24,It Is What It Is,Adekunle Gold,It Is What It Is - Single
25,Kilometre,Burna Boy,Kilometre - Single
26,All (feat. Davido),Rexxie,A True Champion
27,Julie,Olamide,UY Scuti
28,Ke Star (feat. Virgo Deep) [Remix],"Focalistic, Davido",Ke Star (Remix) [feat. Virgo Deep] - Single
29,Pronto,"Ajebo Hustlers, Omah Lay",Pronto - Single
30,Felony,CKay,Felony - Single
31,Medicine,Jaywillz,Love or the Word (EP)
32,Need For Speed,Olamide,UY Scuti
33,History,"Cheque, Fireboy DML",History - Single
34,Somebody (feat. Phyno),Olamide,UY Scuti
35,It Ain\'t Me Tiktok (feat. Dj Abux) [Remix],Eduardo XD,It Ain\'t Me Tiktok (feat. Dj Abux) [Remix] - Single
36,Forever (Remix),"Gyakie, Omah Lay",Forever (Remix)
37,La La (feat. CKay),Davido,A Better Time
38,Abu Dhabi,Ruger,PANDEMIC - EP
39,PonPon (feat. Fave),Olamide,UY Scuti
40,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo] - Single"
41,Late At Night,Roddy Ricch,Late At Night - Single
42,Focus,Joeboy,Somewhere Between Beauty & Magic
43,Early Momo (feat. GoodGirl LA),Vector,Early Momo (feat. GoodGirl LA) - Single
44,23,Burna Boy,Twice As Tall
45,Reckless,Wizkid,Made In Lagos
46,Southy Love (feat. Fireboy DML),Peruzzi,Southy Love (feat. Fireboy DML) - Single
47,KOLO (feat. Oxlade),Ice Prince,KOLO (feat. Oxlade) - Single
48,Loved By You (feat. Burna Boy),Justin Bieber,Justice
49,Bank On It,Burna Boy,Twice As Tall
50,Bounce,Rema,Bounce - Single
51,Running (To You),"Chike, Simi",Running (To You) - Single
52,Somebody Baby,"Davido, Peruzzi",Rum & Boogie
53,The Best (feat. Mayorkun),Davido,A Better Time
54,Sweet One,Wizkid,Made In Lagos
55,RAPSTAR,Polo G,Hall of Fame
56,FOR YOU (feat. Davido),Teni,WONDALAND
57,Way Too Big,Burna Boy,Twice As Tall
58,World,"Dangbana Republik, Bella Shmurda",World - Single
59,Rush,"Dangbana Republik, Bella Shmurda",Rush - Single
60,Longtime (feat. Skepta),Wizkid,Made In Lagos
61,Oliver Twist,ArrDee,Oliver Twist - Single
62,Cup of Tea,Olamide,UY Scuti
63,No Stress,Wizkid,Made In Lagos
64,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft,Hallelu (feat. Bella Shmurda & Zlatan) - Single
65,True Love (feat. Tay Iwar & Projexx),Wizkid,Made In Lagos
66,Mighty Wine,Wizkid,Made In Lagos
67,Kilofeshe,Zinoleesky,Kilofeshe - Single
68,INJURE ME,Teni,WONDALAND
69,Kpk (Ko Por Ke),"Rexxie, MohBad",Kpk (Ko Por Ke) - Single
70,Peaches (feat. Daniel Caesar & GIV\xc4\x92ON),Justin Bieber,Justice
71,Real Life (feat. Stormzy),Burna Boy,Twice As Tall
72,Godly,Omah Lay,What Have We Done - EP
73,Piece of Me (feat. Ella Mai),Wizkid,Made In Lagos
74,Jowo,Davido,A Better Time
75,Omo X 100 (feat. Olamide),Reminisce,Omo X 100 (feat. Olamide) - Single
76,High Way,"DJ Kaywise, Phyno",High Way - Single
77,Celebrate Me,Patoranking,Celebrate Me - Single
78,Peaches (Masterkraft Remix) [feat. Alpha P & Omah Lay],Justin Bieber,Peaches (Masterkraft Remix) [feat. Alpha P & Omah Lay] - Single
79,Rough Up (feat. Layydoe),Olamide,UY Scuti
80,Voice of the Heroes,"Lil Baby, Lil Durk",The Voice of the Heroes
81,Hats Off,"Lil Baby, Lil Durk, Travis Scott",The Voice of the Heroes
82,Cash App,"Bella Shmurda, Zlatan, Lincoln",Cash App - Single
83,Smile (feat. H.E.R.),Wizkid,Made In Lagos
84,Too Correct,"Crayon, Rema",Twelve A.M - EP
85,Ayewada,Barry Jhay,Ayewada - Single
86,My Crew (feat. Lil5ive),Kiiwii,My Crew (feat. Lil5ive) - Single
87,Infinity (feat. Omah Lay),Olamide,Carpe Diem
88,Want (feat. Fave),Olamide,UY Scuti
89,Kiss Me More (feat. SZA),Doja Cat,Kiss Me More (feat. SZA) - Single
90,Rich Off Pain,"Lil Baby, Lil Durk, Rod Wave",The Voice of the Heroes
91,Bad Influence,Omah Lay,Get Layd - EP
92,Ruger,Ruger,PANDEMIC - EP
93,Gyrate,Wizkid,Made In Lagos
94,Damages,Tems,For Broken Ears
95,Holy Ground (feat. Nicki Minaj),Davido,A Better Time
96,Commitment Issues,Central Cee,Wild West
97,PEPE,"L.A.X, Davido",PEPE - Single
98,So Much More,Olamide,UY Scuti
99,Survive (feat. Olamide),Jaido P,Shopla - EP
100,Verified (feat. Mayorkun),Laycon,...Shall We Begin...
