Position,song,artist
1,Understand,Omah Lay
2,Bounce,Ruger
3,Yaba Buluku (feat. Preck & Nelson Tivane) [Remix],"DJ Tarico, Burna Boy"
4,Outside,Buju
5,Monalisa,"Lojay, Sarz"
6,Feeling,"LADIPOE, Buju"
7,Rock,Olamide
8,Big Thug Boys,AV
9,Soundgasm,Rema
10,Testimony,Buju
11,Confident,"Savage, Buju"
12,Sinner,"Adekunle Gold, Lucky Daye"
13,Essence (feat. Tems),Wizkid
14,Naira Marley,Zinoleesky
15,Party Next Door,"Dangbana Republik, Bella Shmurda"
16,Tell The Vision (feat. Kanye West & Pusha T),Pop Smoke
17,More Time,Pop Smoke
18,Far Away,"Dangbana Republik, Bella Shmurda"
19,Bling (feat. Amaarae & Buju),Blaqbonez
20,Bout A Million (feat. 21 Savage & 42 Dugg),Pop Smoke
21,Good News,Pop Smoke
22,Dimension (feat. Skepta & Rema),JAE5
23,Manslaughter (feat. Rick Ross & The-Dream),Pop Smoke
24,Out There,"Dangbana Republik, Bella Shmurda"
25,Medicine,Jaywillz
26,Feel Good,MohBad
27,Show Me,Joeboy
28,Tonongo,"Lojay, Sarz"
29,Coming,"Naira Marley, Busiswa"
30,World,"Dangbana Republik, Bella Shmurda"
31,Ginger (feat. Burna Boy),Wizkid
32,Brush Em (feat. Rah Swish),Pop Smoke
33,Rush,"Dangbana Republik, Bella Shmurda"
34,"Top Shotta (feat. Pusha T, TRAVI & Beam)","Pop Smoke, The Neptunes"
35,"Blessed (feat. Damian ""Jr. Gong"" Marley)",Wizkid
36,LV N ATTN feat. Wizkid,"Lojay, Sarz"
37,Mr. Jones (feat. Future),Pop Smoke
38,Genius,"Pop Smoke, Lil Tjay, Swae Lee"
39,Woo Baby (feat. Chris Brown),Pop Smoke
40,What's Crackin (feat. Takeoff),Pop Smoke
41,HUSTLE,Teni
42,Clash,"Dave, Stormzy"
43,It Is What It Is,Adekunle Gold
44,Jailer (feat. Jaywillz),Olamide
45,Kilometre,Burna Boy
46,Felony,CKay
47,30 (feat. Bizzy Banks),Pop Smoke
48,La La (feat. CKay),Davido
49,Soldier Go,"Dangbana Republik, Bella Shmurda"
50,Beat The Speaker,Pop Smoke
51,Pronto,"Ajebo Hustlers, Omah Lay"
52,Forever (Remix),"Gyakie, Omah Lay"
53,Ke Star (feat. Virgo Deep) [Remix],"Focalistic, Davido"
54,It Ain't Me Tiktok (feat. Dj Abux) [Remix],Eduardo XD
55,Lako,"Dangbana Republik, Bella Shmurda"
56,Southy Love (feat. Fireboy DML),Peruzzi
57,Coupe,Pop Smoke
58,Back Door (feat. Quavo & Kodak Black),Pop Smoke
59,Julie,Olamide
60,Abu Dhabi,Ruger
61,Champion,"Dangbana Republik, Bella Shmurda"
62,Demeanor (feat. Dua Lipa),Pop Smoke
63,History,"Cheque, Fireboy DML"
64,Celebrate Me,Patoranking
65,Reckless,Wizkid
66,Early Momo (feat. GoodGirl LA),Vector
67,Bank On It,Burna Boy
68,Woo Baby Interlude,Pop Smoke
69,Late At Night,Roddy Ricch
70,Sweet One,Wizkid
71,Merci Beaucoup,Pop Smoke
72,Longtime (feat. Skepta),Wizkid
73,No Stress,Wizkid
74,Focus,Joeboy
75,Spoiled (feat. Pharrell Williams),Pop Smoke
76,Bounce,Rema
77,23,Burna Boy
78,Mighty Wine,Wizkid
79,The Best (feat. Mayorkun),Davido
80,Somebody Baby,"Davido, Peruzzi"
81,KOLO (feat. Oxlade),Ice Prince
82,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions"
83,Loved By You (feat. Burna Boy),Justin Bieber
84,8-Ball (feat. Kid Cudi),Pop Smoke
85,Somebody (feat. Phyno),Olamide
86,Need For Speed,Olamide
87,True Love (feat. Tay Iwar & Projexx),Wizkid
88,PonPon (feat. Fave),Olamide
89,Way Too Big,Burna Boy
90,All (feat. Davido),Rexxie
91,FOR YOU (feat. Davido),Teni
92,Piece of Me (feat. Ella Mai),Wizkid
93,Smile (feat. H.E.R.),Wizkid
94,Running (To You),"Chike, Simi"
95,Frenemies (feat. Oxlade),Rexxie
96,Godly,Omah Lay
97,Bia,Phyno
98,Money & Laughter,"BOJ, Zamir, Amaarae"
99,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft
100,INJURE ME,Teni
