Position,artist,album
1,Ayra Starr,19 & Dangerous
2,Dave,We're All Alone In This Together
3,Wizkid,Made In Lagos (Deluxe)
4,Lojay & Sarz,LV N ATTN - EP
5,Dangbana Republik & Bella Shmurda,High Tension 2.0
6,Doja Cat,Planet Her (Deluxe)
7,Olamide,UY Scuti
8,Lil Baby & Lil Durk,The Voice of the Heroes
9,Burna Boy,Twice As Tall
10,Pop Smoke,Faith
11,Ruger,PANDEMIC - EP
12,Ajebo Hustlers,"Kpos Lifestyle, Vol. 1"
13,Skepta,All In - EP
14,Nas,King's Disease II
15,YNW Melly,Just A Matter of Slime
16,The Cavemen.,Roots
17,Blaqbonez,Sex Over Love
18,Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version)
19,J. Cole,The Off-Season
20,Migos,Culture III (Deluxe)
21,Yung Bleu,Moon Boy
22,Obongjayar & Sarz,Sweetness - EP
23,Lil Durk,Just Cause Y'all Waited 2 (Deluxe)
24,Burna Boy,African Giant
25,Billie Eilish,Happier Than Ever
26,Victor AD,Nothing To Prove - EP
27,Polo G,Hall of Fame
28,Teni,WONDALAND
29,Davido,A Better Time
30,Chike,Boo of the Booless
31,KCee & Okwesili Eze Group,Cultural Praise
32,Lil Durk,The Voice (Deluxe)
33,J Hus,Big Conspiracy
34,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
35,Lil Baby,My Turn (Deluxe)
36,Wizkid,Superstar
37,Joeboy,Somewhere Between Beauty & Magic
38,Fireboy DML,APOLLO
39,StarBoy,SoundMan Vol. 1 (feat. Wizkid)
40,Judikay,Man of Galilee
41,Roddy Ricch,Please Excuse Me For Being Antisocial
42,Laycon,...Shall We Begin...
43,Rudeboy,Rudykillus
44,Elevation Worship & Maverick City Music,Old Church Basement
45,The Weeknd,After Hours
46,Basketmouth,Yabasi
47,Rod Wave,SoulFly
48,Travis Scott,ASTROWORLD
49,Tems,For Broken Ears
50,Rexxie,A True Champion
51,DJ Khaled,KHALED KHALED
52,Fireboy DML,"Laughter, Tears & Goosebumps"
53,The Kid LAROI,F*CK LOVE 3+: OVER YOU
54,Juice WRLD,Legends Never Die (Video Version)
55,Bella Shmurda,High Tension
56,Davido,A Good Time
57,Olivia Rodrigo,SOUR
58,Dunsin Oyekan,The Gospel of the Kingdom
59,Justin Bieber,Freedom. - EP
60,Show Dem Camp,Clone Wars Vol. 5 - The Algorhythm
61,The Spirituals,Black History Project (Live from London) - EP
62,Juice WRLD,Goodbye & Good Riddance (Anniversary Edition)
63,CKay,Boyfriend
64,Pop Smoke,Meet the Woo 2 (Deluxe)
65,Oxlade,OXYGENE - EP
66,Blxst,No Love Lost (Deluxe)
67,Polo G,THE GOAT
68,Burna Boy,Outside
69,Gunna,WUNNA (Deluxe)
70,Nathaniel Bassey,Hallelujah Again (Revelation 19:3)
71,Toosii,Platinum Heart (Deluxe)
72,Wizkid,Ayo
73,SAINt JHN,Ghetto Lenny's Love Songs
74,Omah Lay,Get Layd - EP
75,Olamide,Carpe Diem
76,Young Thug,BEAUTIFUL THUGGER GIRLS
77,"Young Stoner Life, Young Thug & Gunna",Slime Language 2 (Deluxe)
78,Spinall,"Afromix, Ep. 2 (DJ Mix)"
79,Kida Kudz,TOP MEMBA
80,Dave,PSYCHODRAMA
81,Jaywillz,Love or the Word (EP)
82,Post Malone,Hollywood's Bleeding
83,Omah Lay,What Have We Done - EP
84,Mercy Chinwo,SATISFIED
85,6LACK,East Atlanta Love Letter
86,Juice WRLD,Death Race for Love
87,Corizo,Dead Rose
88,Abra Cadabra,Product of My Environment
89,SAINt JHN,While the World Was Burning
90,GIVĒON,When It's All Said And Done... Take Time
91,Sarkodie,No Pressure
92,Future,High Off Life
93,Amaarae,THE ANGEL YOU DON'T KNOW
94,YoungBoy Never Broke Again,Top
95,Wizkid,Sounds From the Other Side
96,Kodak Black,Haitian Boy Kodak
97,Ayra Starr,Ayra Starr - EP
98,Maverick City Music,Jubilee: Juneteenth Edition
99,Young Thug,So Much Fun (Deluxe)
100,Polo G,Die a Legend
101,NSG,Roots
102,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Deluxe)
103,Lil Tjay,Destined 2 Win
104,Toosii,Thank You For Believing (The Manifestation)
105,Isaiah Rashad,The House Is Burning
106,Central Cee,Wild West
107,Roddy Ricch,Feed Tha Streets ll
108,Beyoncé,The Lion King: The Gift [Deluxe Edition]
109,Kanye West,The Life of Pablo
110,Omawumi,Love Deep High Life
111,Adekunle Gold,"Afro Pop, Vol. 1"
112,Jhené Aiko,Chilombo (Deluxe Video Version)
113,Erigga,Before the Chaos-EP
114,Sam Smith,Love Goes
115,Minister GUC,The Message
116,Mannywellz,Mirage
117,Drake,Dark Lane Demo Tapes
118,Peruzzi,Rum & Boogie
119,Sola Allyson,ÌRÌ (The Album Live)
120,Brymo,Yellow
121,J. Cole,2014 Forest Hills Drive
122,Unknown T,Adolescence
123,Offset,FATHER OF 4
124,Drake,Scorpion
125,J Hus,Common Sense
126,Khalid,American Teen
127,AURORA,All My Demons Greeting Me as a Friend
128,Tope Alabi,Yes and Amen
129,Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe)
130,21 Savage & Metro Boomin,SAVAGE MODE II
131,Sarz & WurlD,I LOVE GIRLS WITH TROBUL
132,Laolu Gbenjo,"Spontaneous Praise, Vol. 1"
133,Nasty C,Zulu Man With Some Power
134,M.I Abaga,MI 2: The Movie
135,Drake,Views
136,"Tyler, The Creator",CALL ME IF YOU GET LOST
137,Post Malone,beerbongs & bentleys
138,Khalid,Free Spirit
139,Kodak Black,Dying to Live
140,Tribl & Maverick City Music,Tribl I
141,KDDO,TOO LATE TOO LIT (EP)
142,The Weeknd,Starboy
143,Nathaniel Bassey,The King Is Coming
144,Show Dem Camp,The Palmwine Express
145,Drake,Nothing Was the Same (Deluxe)
146,Don Toliver,Heaven Or Hell
147,Fredo,Independence Day
148,Justin Bieber,Purpose (Deluxe)
149,Jon Bellion,The Human Condition
150,Various Artists,Budweiser (Remix)
