Position,song,artist
1,Understand,Omah Lay
2,Bounce,Ruger
3,Yaba Buluku (feat. Preck & Nelson Tivane) [Remix],"DJ Tarico, Burna Boy"
4,Monalisa,"Lojay, Sarz"
5,Outside,Buju
6,Feeling,"LADIPOE, Buju"
7,Big Thug Boys,AV
8,Rock,Olamide
9,Testimony,Buju
10,Soundgasm,Rema
11,Confident,"Savage, Buju"
12,Sinner,"Adekunle Gold, Lucky Daye"
13,Naira Marley,Zinoleesky
14,Feel Good,MohBad
15,Essence (feat. Tems),Wizkid
16,Party Next Door,"Dangbana Republik, Bella Shmurda"
17,Bling (feat. Amaarae & Buju),Blaqbonez
18,Tell The Vision (feat. Kanye West & Pusha T),Pop Smoke
19,Far Away,"Dangbana Republik, Bella Shmurda"
20,Medicine,Jaywillz
21,Dimension (feat. Skepta & Rema),JAE5
22,Bout A Million (feat. 21 Savage & 42 Dugg),Pop Smoke
23,More Time,Pop Smoke
24,Tonongo,"Lojay, Sarz"
25,Show Me,Joeboy
26,Coming,"Naira Marley, Busiswa"
27,Out There,"Dangbana Republik, Bella Shmurda"
28,Manslaughter (feat. Rick Ross & The-Dream),Pop Smoke
29,World,"Dangbana Republik, Bella Shmurda"
30,Ginger (feat. Burna Boy),Wizkid
31,LV N ATTN feat. Wizkid,"Lojay, Sarz"
32,Rush,"Dangbana Republik, Bella Shmurda"
33,Good News,Pop Smoke
34,HUSTLE,Teni
35,It Is What It Is,Adekunle Gold
36,"Blessed (feat. Damian ""Jr. Gong"" Marley)",Wizkid
37,Kilometre,Burna Boy
38,La La (feat. CKay),Davido
39,Felony,CKay
40,Woo Baby (feat. Chris Brown),Pop Smoke
41,Mr. Jones (feat. Future),Pop Smoke
42,Ke Star (feat. Virgo Deep) [Remix],"Focalistic, Davido"
43,Jailer (feat. Jaywillz),Olamide
44,Brush Em (feat. Rah Swish),Pop Smoke
45,Forever (Remix),"Gyakie, Omah Lay"
46,Southy Love (feat. Fireboy DML),Peruzzi
47,Clash,"Dave, Stormzy"
48,Abu Dhabi,Ruger
49,Pronto,"Ajebo Hustlers, Omah Lay"
50,It Ain't Me Tiktok (feat. Dj Abux) [Remix],Eduardo XD
51,"Top Shotta (feat. Pusha T, TRAVI & Beam)","Pop Smoke, The Neptunes"
52,History,"Cheque, Fireboy DML"
53,Julie,Olamide
54,Celebrate Me,Patoranking
55,Soldier Go,"Dangbana Republik, Bella Shmurda"
56,Genius,"Pop Smoke, Lil Tjay, Swae Lee"
57,Lako,"Dangbana Republik, Bella Shmurda"
58,Early Momo (feat. GoodGirl LA),Vector
59,Bank On It,Burna Boy
60,What's Crackin (feat. Takeoff),Pop Smoke
61,Champion,"Dangbana Republik, Bella Shmurda"
62,Focus,Joeboy
63,23,Burna Boy
64,Somebody Baby,"Davido, Peruzzi"
65,Bounce,Rema
66,30 (feat. Bizzy Banks),Pop Smoke
67,KOLO (feat. Oxlade),Ice Prince
68,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions"
69,Late At Night,Roddy Ricch
70,The Best (feat. Mayorkun),Davido
71,Reckless,Wizkid
72,Beat The Speaker,Pop Smoke
73,Loved By You (feat. Burna Boy),Justin Bieber
74,Back Door (feat. Quavo & Kodak Black),Pop Smoke
75,Way Too Big,Burna Boy
76,Demeanor (feat. Dua Lipa),Pop Smoke
77,FOR YOU (feat. Davido),Teni
78,PonPon (feat. Fave),Olamide
79,Somebody (feat. Phyno),Olamide
80,Coupe,Pop Smoke
81,Running (To You),"Chike, Simi"
82,All (feat. Davido),Rexxie
83,Sweet One,Wizkid
84,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft
85,Frenemies (feat. Oxlade),Rexxie
86,Merci Beaucoup,Pop Smoke
87,No Stress,Wizkid
88,Longtime (feat. Skepta),Wizkid
89,Need For Speed,Olamide
90,INJURE ME,Teni
91,Godly,Omah Lay
92,High Way,"DJ Kaywise, Phyno"
93,Mighty Wine,Wizkid
94,Yafun Yafun,Ajebo Hustlers
95,Money & Laughter,"BOJ, Zamir, Amaarae"
96,True Love (feat. Tay Iwar & Projexx),Wizkid
97,Spoiled (feat. Pharrell Williams),Pop Smoke
98,Piece of Me (feat. Ella Mai),Wizkid
99,Oliver Twist,ArrDee
100,Shopping Spree (feat. Chris Brown & Young Thug),Davido
