Position,song,artist,album
1,Omo X 100 (feat. Olamide),Reminisce,Omo X 100 (feat. Olamide) - Single
2,Rise of the Underdogs 2 (feat. Tomi Thomas),Show Dem Camp,Clone Wars Vol. 5 - The Algorhythm
3,Jack,Nasty C,Jack - Single
4,Survive (feat. Olamide),Jaido P,Shopla - EP
5,Question For the Gods (feat. M.anifest),M3NSA,Question For the Gods (feat. M.anifest) - Single
6,Loyal,Acebergtm,Far from Home - EP
7,Somebody (feat. Phyno),Olamide,UY Scuti
8,Feeling,"LADIPOE, Buju",Feeling - Single
9,Ye X 4,"Blxckie, Nasty C",B4now
10,Makola Dreams (feat. M.anifest),Omar Sterling,Same Earth Different Worlds
11,Decisions (feat. Sean Lifer),Jay Bahd,RETURN OF OKOMFO ANOKYE
12,"Akata Gang Gang (feat. O\'Kenneth, Pappy Kojo, Skyface SDW, Kawabanga & Jay Bahd)",Reggie,2 TIMES A GUY
13,Missing You,Dead Peepol,Missing You - Single
14,PUBLIC ENEMY (Kwesi Arthur Remix),INFAMOUSIZAK,PUBLIC ENEMY (Kwesi Arthur Remix) - Single
15,I Will See What I Can Do Freestyle,Sarkodie,I Will See What I Can Do Freestyle - Single
16,Bigger Picture,Thutmose,Bigger Picture - Single
17,Euphoria,PsychoYP,Euphoria - Single
18,"Dkm (Ma Pa Mi) [feat. PsychoYP, Eeskay & Magna.]",Loti,"Dkm (Ma Pa Mi) [feat. PsychoYP, Eeskay & Magna.] - Single"
19,Korope,"Lil Kesh, Naira Marley",Korope - Single
20,Mofoti 2.0 (feat. Naira Marley & Sarkodie),Rexxie,A True Champion
21,50 Miss Calls (Drill Mix),"Tony Ross, JoeBoy, Layzee Ella",50 Miss Calls (Drill Mix) - Single
22,Yaya Tour\xc3\xa9,Yung Mavu,Heathens / Yaya Tour\xc3\xa9 - Single
23,Confirm Me,Durello,Confirm Me - Single
24,One Time (feat. Lioness),Willy Monfret,One Time (feat. Lioness) - Single
25,I Want (feat. Mutoriah),Chris Kaiga,I Want (feat. Mutoriah) - Single
26,Hustle,Nami,I Am Nami
27,What If I Stumble,Snatcha,What If I Stumble - Single
28,Makaveli,Kida Kudz,TOP MEMBA
29,For Me (feat. deeachi),The Beat-Oven,For Me (feat. deeachi) - Single
30,No Juju (feat. Ecibu),Khofi Images,No Juju (feat. Ecibu) - Single
31,Heartbreaker (feat. Nasty C),Blaqbonez,Sex Over Love
32,Jailer (feat. Jaywillz),Olamide,UY Scuti
33,Stay With Me,Layzee Ella,When The Lights Go Off - EP
34,Gidi Flex,KingJayy,Gidi Flex - Single
