Position,artist,album
1,Wizkid,Made In Lagos: Deluxe Edition
2,Kanye West,Donda
3,Ayra Starr,19 & Dangerous
4,Troniq Music & Oxlade,Eclipse - EP
5,Tiwa Savage,Water & Garri - EP
6,Dave,We're All Alone In This Together
7,Dangbana Republik & Bella Shmurda,High Tension 2.0
8,PsychoYP,Euphoria
9,Lojay & Sarz,LV N ATTN - EP
10,Burna Boy,Twice As Tall
11,Doja Cat,Planet Her (Deluxe)
12,Lil Baby & Lil Durk,The Voice of the Heroes
13,Ruger,PANDEMIC - EP
14,Olamide,UY Scuti
15,Rod Wave,SoulFly (Deluxe Version)
16,Pop Smoke,Faith
17,Ajebo Hustlers,"Kpos Lifestyle, Vol. 1"
18,KCee & Okwesili Eze Group,Cultural Praise
19,Burna Boy,African Giant
20,Laycon,...Shall We Begin...
21,Lil Durk,Just Cause Y'all Waited 2 (Deluxe)
22,Polo G,Hall of Fame
23,Liya,Alari - EP
24,Davido,A Better Time
25,J. Cole,The Off-Season
26,The Cavemen.,Roots
27,Trippie Redd,Trip At Knight (Complete Expanded Edition)
28,Chike,Boo of the Booless
29,Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version)
30,Migos,Culture III (Deluxe)
31,Obongjayar & Sarz,Sweetness - EP
32,Teni,WONDALAND
33,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
34,Skepta,All In - EP
35,Yung Bleu,Moon Boy
36,Blaqbonez,Sex Over Love
37,Lil Durk,The Voice (Deluxe)
38,J Hus,Big Conspiracy
39,Jackboy,Jackboy 2
40,Elevation Worship & Maverick City Music,Old Church Basement
41,Judikay,Man of Galilee
42,Nas,King's Disease II
43,Roddy Ricch,Please Excuse Me For Being Antisocial
44,Lil Baby,My Turn (Deluxe)
45,Rotimi,All or Nothing
46,Bella Shmurda,High Tension
47,Billie Eilish,Happier Than Ever
48,Fireboy DML,APOLLO
49,The Weeknd,After Hours
50,Victor AD,Nothing To Prove - EP
51,Wizkid,Superstar
52,Joeboy,Somewhere Between Beauty & Magic
53,Lil Tecca,We Love You Tecca 2
54,Not3s,3 Th3 Album
55,Fireboy DML,"Laughter, Tears & Goosebumps"
