Position,artist,album
1,Lojay & Sarz,LV N ATTN - EP
2,Lil Baby & Lil Durk,The Voice of the Heroes
3,Wizkid,Made In Lagos
4,J. Cole,The Off-Season
5,Ruger,PANDEMIC - EP
6,Blaqbonez,Sex Over Love
7,Burna Boy,Twice As Tall
8,The Cavemen.,Roots
9,Joeboy,Somewhere Between Beauty & Magic
10,Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version)
11,Elevation Worship & Maverick City Music,Old Church Basement
12,Laycon,...Shall We Begin...
13,DJ Khaled,KHALED KHALED
14,Davido,A Better Time
15,Olivia Rodrigo,SOUR
16,Judikay,Man of Galilee
17,Tomi Thomas,Hopeless Romantic - EP
18,Chike,Boo of the Booless
19,Teni,WONDALAND
20,KCee & Okwesili Eze Group,Cultural Praise
21,Kodak Black,Haitian Boy Kodak
22,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
23,KDDO,TOO LATE TOO LIT (EP)
24,"Young Stoner Life, Young Thug & Gunna",Slime Language 2 (Deluxe)
25,Tems,For Broken Ears
26,Burna Boy,African Giant
27,Lil Durk,Just Cause Y\'all Waited 2 (Deluxe)
28,Lil Durk,The Voice (Deluxe)
29,Fireboy DML,APOLLO
30,J Hus,Big Conspiracy
31,Polo G,Hall of Fame
32,Young M.A,Off the Yak
33,The Weeknd,After Hours (Deluxe Video Album)
34,Basketmouth,Yabasi
35,Rod Wave,SoulFly
36,Peruzzi,Rum & Boogie
37,Nicki Minaj,Beam Me Up Scotty
38,Olamide,Carpe Diem
39,Erigga,Before the Chaos-EP
40,Roddy Ricch,Please Excuse Me For Being Antisocial
41,Dunsin Oyekan,The Gospel of the Kingdom
42,StarBoy,SoundMan Vol. 1 (feat. Wizkid)
43,Bella Shmurda,High Tension
44,Travis Scott,ASTROWORLD
45,Nathaniel Bassey,Hallelujah Again (Revelation 19:3)
46,Central Cee,Wild West
47,Omah Lay,Get Layd - EP
48,Amaarae,THE ANGEL YOU DON\'T KNOW
49,Omah Lay,What Have We Done - EP
50,CKay,Boyfriend
51,Lil Baby,My Turn (Deluxe)
52,Juice WRLD,Legends Never Die (Video Version)
53,Fireboy DML,"Laughter, Tears & Goosebumps"
54,Wizkid,Superstar
55,Polo G,THE GOAT
56,Dremo & Jeriq,Ea$t N We$t - EP
57,SAINt JHN,Ghetto Lenny's Love Songs
58,Jorja Smith,Be Right Back
59,Pop Smoke,Meet the Woo 2 (Deluxe)
60,Gunna,WUNNA (Deluxe)
61,Lil Baby & Lil Durk,The Voice of the Heroes
62,Post Malone,Hollywood's Bleeding
63,Ayra Starr,Ayra Starr - EP
64,Toosii,Platinum Heart (Deluxe)
65,Billie Eilish,Happier Than Ever
66,Juice WRLD,Goodbye & Good Riddance (Anniversary Edition)
67,Moneybagg Yo,A Gangsta's Pain
68,G4 Boyz,Scam - EP
69,GIVĒON,When It's All Said And Done... Take Time
70,SAINt JHN,While the World Was Burning
71,6LACK,East Atlanta Love Letter
72,Abra Cadabra,Product of My Environment
73,Lil Tjay,Destined 2 Win
74,Mercy Chinwo,SATISFIED
75,Davido,A Good Time
76,Wizkid,Ayo
77,Oxlade,OXYGENE - EP
78,Burna Boy,Outside
79,Santi,Mandy & The Jungle
80,Juice WRLD,Death Race for Love
81,Adekunle Gold,"Afro Pop, Vol. 1"
82,21 Savage & Metro Boomin,SAVAGE MODE II
83,Polo G,Die a Legend
84,Minister GUC,The Message
85,The Weeknd,"My Dear Melancholy,"
