Position,artist,album
137,YoungBoy Never Broke Again,"Still Flexin, Still Steppin"
138,Hossein Alizadeh,Radif Navazi: Mahur
139,Upchurch,Same Ol Same Ol
140,JayDaYoungan,23 Is Back
141,Drake,Views
142,KIDZ BOP Kids,KIDZ BOP 2021
143,Future,DS2 (Deluxe)
144,Harry Styles,Fine Line
145,Post Malone,beerbongs & bentleys
146,Morray,Street Sermons (Apple Music Up Next Film Edition)
147,Kid Cudi,Man On the Moon III: The Chosen
148,"Tyler, The Creator",IGOR
149,Tee Grizzley,Built For Whatever
150,Bryson Tiller,A N N I V E R S A R Y (Deluxe)
151,J. Cole,2014 Forest Hills Drive
152,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
153,Bryson Tiller,T R A P S O U L (Deluxe)
154,Rylo Rodriguez,G.I.H.F.
155,YoungBoy Never Broke Again,Realer
156,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe Version)"
157,YoungBoy Never Broke Again,38 Baby 2
158,Koe Wetzel,Sellout
159,Drake,More Life
160,"Kristen Anderson-Lopez & Robert Lopez, Idina Menzel, Kristen Bell & Christophe Beck",Frozen 2 (Original Motion Picture Soundtrack) [Deluxe Edition]
161,Lil Baby,Street Gossip
162,Chris Stapleton,Starting Over
163,Taylor Swift,1989
164,EST Gee,Ion Feel Nun
165,Don Toliver,Heaven Or Hell
166,YN Jay,Coochie Chronicles
167,XXXTENTACION,17
168,Kevin Gates,I'm Him
169,A Boogie wit da Hoodie,Artist 2.0
170,Spa Music,"Spa Music: Calm Music For Spa, Massage, Yoga, Meditation and Relaxation"
171,Drake,If You're Reading This It's Too Late
172,Kanye West,The Life of Pablo
173,Maroon 5,JORDI (Deluxe)
174,Roddy Ricch,Feed Tha Streets ll
175,Playboi Carti,Die Lit
176,DDG & OG Parker,Die 4 Respect
177,Various Artists,F9: The Fast Saga (Original Motion Picture Soundtrack)
178,Taylor Swift,reputation
179,Kanye West,My Beautiful Dark Twisted Fantasy (Deluxe Edition)
180,EBK Jaaybo,Letter 4 the Streets
181,Snoh Aalegra,"- Ugh, those feels again"
182,Sech,42
183,Kanye West,ye
184,Post Malone,Stoney (Deluxe)
185,The Weeknd,"My Dear Melancholy,"
186,Lil Uzi Vert,Luv Is Rage 2 (Deluxe)
187,NoCap,Steel Human
188,Moneybagg Yo,Time Served (Deluxe)
189,Surfaces,Pacifico
190,YoungBoy Never Broke Again,Until Death Call My Name Reloaded
191,Thomas Rhett,Country Again (Side A)
192,Key Glock,Yellow Tape
193,Taylor Swift,Red
194,HARDY,A ROCK
195,"Kristen Anderson-Lopez & Robert Lopez, Idina Menzel, Kristen Bell & Christophe Beck",Frozen (Original Motion Picture Soundtrack)
196,A Boogie wit da Hoodie,Artist
197,Lil Tjay,True 2 Myself
198,Gunna,Drip or Drown 2
199,Frank Ocean,Channel ORANGE
200,The Weeknd,Beauty Behind the Madness
201,King Von,Levon James
