Position,artist,album
1,Wizkid,Made In Lagos: Deluxe Edition
2,Drake,Certified Lover Boy
3,Brymo,9: Èsan
4,Kanye West,Donda
5,Ayra Starr,19 & Dangerous
6,Baby Keem,The Melodic Blue
7,Brymo,9: Harmattan & Winter
8,Dave,We're All Alone In This Together
9,Troniq Music & Oxlade,Eclipse - EP
10,Johnny Drille,Before We Fall Asleep
11,Dangbana Republik & Bella Shmurda,High Tension 2.0
12,Lojay & Sarz,LV N ATTN - EP
13,Tiwa Savage,Water & Garri - EP
14,Doja Cat,Planet Her (Deluxe)
15,Burna Boy,Twice As Tall
16,Lil Baby & Lil Durk,The Voice of the Heroes
17,Ruger,PANDEMIC - EP
18,Rod Wave,SoulFly (Deluxe Version)
19,Olamide,UY Scuti
20,KCee & Okwesili Eze Group,Cultural Praise
21,Pop Smoke,Faith
22,Lil Durk,Just Cause Y'all Waited 2 (Deluxe)
23,PsychoYP,Euphoria
24,Killertunes,KillaXtra
25,Ed Sheeran,=
26,The Cavemen.,Roots
27,Tems,For Broken Ears
28,Judikay,Man of Galilee
29,Ajebo Hustlers,"Kpos Lifestyle, Vol. 1"
30,Burna Boy,African Giant
31,YoungBoy Never Broke Again,"Sincerely, Kentrell"
32,Laime,If Summer Happened - EP
33,Davido,A Better Time
34,Elevation Worship & Maverick City Music,Old Church Basement
35,Migos,Culture III (Deluxe)
36,Wizkid,Superstar
37,Chike,Boo of the Booless
38,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
39,Lil Durk,The Voice (Deluxe)
40,Polo G,Hall of Fame
41,J. Cole,The Off-Season
42,Blaqbonez,Sex Over Love
43,J Hus,Big Conspiracy
44,Fireboy DML,"Laughter, Tears & Goosebumps"
45,Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version)
46,Roddy Ricch,Please Excuse Me For Being Antisocial
47,Yung Bleu,Moon Boy
48,Fireboy DML,APOLLO
49,StarBoy,SoundMan Vol. 1 (feat. Wizkid)
50,Lil Baby,My Turn (Deluxe)
51,Dunsin Oyekan,The Gospel of the Kingdom
52,Bella Shmurda,High Tension
53,Skepta,All In - EP
54,Teni,WONDALAND
55,Mercy Chinwo,SATISFIED
56,Sarz & Obongjayar,Sweetness - EP
57,The Weeknd,After Hours
58,Joeboy,Somewhere Between Beauty & Magic
59,Travis Scott,ASTROWORLD
60,Brymo,Yellow
61,Laycon,...Shall We Begin...
62,Spinall,"Afromix, Ep. 2 (DJ Mix)"
63,Billie Eilish,Happier Than Ever
64,YoungBoy Never Broke Again,Top
65,Basketmouth,Yabasi
66,SAINt JHN,Ghetto Lenny's Love Songs
67,Juice WRLD,Legends Never Die (Video Version)
68,Davido,A Good Time
69,Pop Smoke,Meet the Woo 2 (Deluxe)
70,Nathaniel Bassey,Hallelujah Again (Revelation 19:3)
71,CKay,Boyfriend
72,Nas,King's Disease II
73,Wizkid,Ayo
74,Gunna,WUNNA (Deluxe)
75,Victor AD,Nothing To Prove - EP
76,Ria Sean,Fluid (EP)
77,Young Thug,BEAUTIFUL THUGGER GIRLS
78,Omah Lay,What Have We Done - EP
79,Omah Lay,Get Layd - EP
80,Future,High Off Life
81,Liya,Alari - EP
82,Minister GUC,The Message
83,6LACK,East Atlanta Love Letter
84,Juice WRLD,Goodbye & Good Riddance (Anniversary Edition)
85,Rotimi,All or Nothing
86,Trippie Redd,Trip At Knight (Complete Expanded Edition)
87,Yebba,Dawn
88,Maverick City Music,Jubilee: Juneteenth Edition
89,Tope Alabi,Yes and Amen
90,SAINt JHN,While the World Was Burning
91,Post Malone,Hollywood's Bleeding
92,Olamide,Carpe Diem
93,Toosii,Platinum Heart (Deluxe)
94,Abra Cadabra,Product of My Environment
95,Brymo,Oṣó
96,The Kid LAROI,F*CK LOVE 3+: OVER YOU
97,Sola Allyson,ÌRÌ (The Album Live)
98,Juice WRLD,Death Race for Love
99,Polo G,THE GOAT
100,DJ Khaled,KHALED KHALED
101,Burna Boy,Outside
102,Wizkid,Sounds From the Other Side
103,Amaarae,THE ANGEL YOU DON'T KNOW
104,Olivia Rodrigo,SOUR (Video Version)
105,The Spirituals,Black History Project (Live from London) - EP
106,Jon Bellion,The Human Condition
107,Jaywillz,Love or the Word (EP)
108,Oxlade,OXYGENE - EP
109,Central Cee,Wild West
110,Show Dem Camp,Clone Wars Vol. 5 - The Algorhythm
111,Dave,PSYCHODRAMA
112,Jackboy,Jackboy 2
113,Cheque,Bravo
114,Imagine Dragons,Mercury - Act 1
115,NSG,Roots
116,Ayanfe,All That Matters
117,"Young Stoner Life, Young Thug & Gunna",Slime Language 2 (Deluxe)
118,Roddy Ricch,Feed Tha Streets ll
119,Polo G,Die a Legend
120,Lil Nas X,MONTERO
121,Maverick City Music,Maverick City Vol. 3 Part 1
122,Blxst,No Love Lost (Deluxe)
123,Not3s,3 Th3 Album
124,GIVĒON,When It's All Said And Done... Take Time
125,Lil Tecca,We Love You Tecca 2 (Deluxe)
126,Rexxie,A True Champion
127,Kodak Black,Haitian Boy Kodak
128,Laolu Gbenjo,"Spontaneous Praise, Vol. 1"
129,Kanye West,JESUS IS KING
130,Drake,Scorpion
131,Drake,Dark Lane Demo Tapes
132,21 Savage & Metro Boomin,SAVAGE MODE II
133,Little Simz,Sometimes I Might Be Introvert
134,YKB,Before I Blow
135,Tope Alabi & Ty Bello,The Spirit of Light
136,Show Dem Camp,The Palmwine Express
137,Kida Kudz,TOP MEMBA
138,SAINt JHN,Collection One
139,J Hus,Common Sense
140,Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe)
141,Toosii,Thank You For Believing (The Manifestation)
142,Lil Tjay,Destined 2 Win
143,Kendrick Lamar,DAMN.
144,Niinety9,Bodied Soul - EP
145,42 Dugg,Free Dem Boyz (Deluxe)
146,Ayra Starr,Ayra Starr - EP
147,Mannywellz,Mirage
148,Erigga,Before the Chaos-EP
149,The Weeknd,Starboy
150,Santi,Mandy & The Jungle
