Position,song,artist
1,Salungano (feat. Kabza De Small),Makhadzi
2,Peru,Fireboy DML
3,Understand,Omah Lay
4,Crazy Tings,Tems
5,Mood (feat. Buju),Wizkid
6,Lie,Kizz Daniel
7,Ex,Nikita Keringxe2x80x99
8,Monalisa,Lojay and  Sarz
9,"Izolo (feat. Madumane, Mpura, Daliwonga & Visca)",DJ Maphorisa and  Tyler ICU
10,"Bopha (feat. DJ Maphorisa, Madumane & Young Stunna)",Mellow & Sleazy and  Felo Le Tee
11,High,Adekunle Gold and  Davido
12,love nwantiti (feat. DJ Yo & AX'EL) [Remix],CKay
13,Bloody Samaritan,Ayra Starr
14,Question (feat. Don Jazzy),Burna Boy
15,iStradi (feat. PRO),Big Zulu
16,Big Thug Boys,AV
17,NEED ME,Gyakie
18,Slow Down,King Promise
19,Ojuju,Troniq Music and  Oxlade
20,Fountains (feat. Tems),Drake
21,Bounce,Ruger
22,Fame,Killertunes and  Nissi
23,+234 (Daily Paper),PsychoYP
24,"ungayeki, (feat. Berita)",Amanda Black
25,Let Me Know,Mayorkun
26,Show Me,Joeboy
27,Feel Good,MohBad
28,Ariba,Stonebwoy and  Focalistic
29,Wena (feat. Sino Msolo),Musa Keys and  Lebza TheVillain
30,Osama,Zakes Bantwini and  Kasango
31,Awoa,UNLIMITED SOUL and  DBN Gogo
32,Southy Love (feat. Fireboy DML),Peruzzi
33,Non Living Thing (feat. Oxlade),Sarkodie
34,Rock,Olamide
35,HUSTLE,Teni
36,Indxc3xa9cis ( NDC ),Locko
37,Songi songi (Remix),Maud Elka and  Alikiba
38,Soundgasm,Rema
39,Felony,CKay
40,Somebodyxe2x80x99s Son (feat. Brandy),Tiwa Savage
41,Medicine,Jaywillz
42,Essence (feat. Tems),Wizkid
43,Sinner,Adekunle Gold and  Lucky Daye
44,Outside,Buju
45,Ring My Line (feat. Headie One),King Promise
46,Running (To You),Chike and  Simi
47,Frenemies (feat. Oxlade),Rexxie
48,Hercule,Koffi Olomide and  Ninho
49,Homenagem II,C4 pedro and  ARY
50,Mama Mia (feat. Joeboy),Jaido P
51,Naanzaje,Diamond Platnumz
52,Yalaaaa,Zuchu
53,Fendi (feat. Joeboy),Blaqbonez
54,Feeling,LADIPOE and  Buju
55,Solace,Ajebo Hustlers
56,Cocaine,Dai Verse
57,Joy,Blxckie and  Oxlade
58,Dimension (feat. Skepta & Rema),JAE5
59,Confident,Savage and  Buju
60,Tycoon (feat. Reminisce & MOJO),Show Dem Camp
61,Ntoni Na (feat. Blxckie & 25K),Yanga Chief
62,Emlanjeni (feat. Da Muziqal Chef),De Mthuda and  Sir Trill
63,Falling (feat. Kidi),Nviiri The Storyteller
64,Shopping Spree (feat. Chris Brown & Young Thug),Davido
65,Far Away,Dangbana Republik and  Bella Shmurda
66,Dis moi comment.,Tayc
67,Pololo (feat. Tiakola),MHD
68,Coming,Naira Marley and  Busiswa
69,btb,Una Rams and  Blxckie
70,Sawubona,Nobuhle and  Sun-El Musician
71,Bena,Jinmi Abduls
72,Fine Wine (feat. King Promise & Joeboy),R2Bees
73,Tigini (feat. Franglish) [Remix],Kikimoteleba
74,Real,Tim Lyre
75,Sans moi,Franglish and  Aya Nakamura
76,Bobo,Aya Nakamura
77,Yaba Buluku (feat. Preck & Nelson Tivane) [Remix],DJ Tarico and  Burna Boy
78,Second Sermon,Black Sherif
79,Je veux que toi (feat. Fally Ipupa),Bramsito
80,"Isphithiphithi (feat. Reece Madlisa, Busta 929 & Joocy)",Pabi Cooper
81,Phuze (feat. Zaba),Dlala Thukzin
82,Siyathandana (feat. Abidoza & Boohle),Cassper Nyovest
