Position,song,artist,album
70,Make It Out,"Lil Baby, Lil Durk",The Voice of the Heroes
71,Commitment Issues,Central Cee,Wild West
72,Bruised Up,"Lil Baby, Lil Durk",The Voice of the Heroes
73,Bank on It,Burna Boy,Twice As Tall
74,a m a r i,J. Cole,The Off-Season
75,Infinity (feat. Omah Lay),Olamide,Carpe Diem
76,That\'s Facts,"Lil Baby, Lil Durk",The Voice of the Heroes
77,Cash App,"Bella Shmurda, Zlatan, Lincoln",Cash App - Single
78,Reckless,Wizkid,Made In Lagos
79,Door,"Joeboy, Kwesi Arthur",Door - Single
80,m y . l i f e,"J. Cole, 21 Savage, Morray",The Off-Season
81,If You Want To,"Lil Baby, Lil Durk",The Voice of the Heroes
82,Ayewada,Barry Jhay,Ayewada - Single
83,p r i d e . i s . t h e . d e v i l,"J. Cole, Lil Baby",The Off-Season
84,Okwaraji,Blaqbonez,Sex Over Love
85,Kilofese (feat. Mayorkun & Busiswa) [Remix],Zinoleesky,Kilofeshe (Remix) [feat. Mayorkun & Busiswa] - Single
86,No Stress,Wizkid,Made In Lagos
87,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open - Single
88,Real Life (feat. Stormzy),Burna Boy,Twice as Tall
89,Fendi (feat. Joeboy),Blaqbonez,Sex Over Love
90,HEARTBREAK ANNIVERSARY,GIVON,HEARTBREAK ANNIVERSARY - Single
91,Sweet One,Wizkid,Made In Lagos
92,RAPSTAR,Polo G,RAPSTAR - Single
93,Longtime (feat. Skepta),Wizkid,Made In Lagos
94,Holy Ground (feat. Nicki Minaj),Davido,A Better Time
95,Away,Ayra Starr,Ayra Starr - EP
96,Ruger,Ruger,PANDEMIC - EP
97,Verified (feat. Mayorkun),Laycon,...Shall We Begin...
98,Mighty Wine,Wizkid,Made In Lagos
99,Ordinary People,Tems,Ordinary People - Single
100,True Love (feat. Tay Iwar & Projexx),Wizkid,Made In Lagos
