Position,song,artist
1,Understand,Omah Lay
2,Bounce,Ruger
3,Monalisa,"Lojay, Sarz"
4,Outside,Buju
5,Feeling,"LADIPOE, Buju"
6,Yaba Buluku (feat. Preck & Nelson Tivane) [Remix],"DJ Tarico, Burna Boy"
7,Testimony,Buju
8,Big Thug Boys,AV
9,Rock,Olamide
10,Confident,"Savage, Buju"
11,Soundgasm,Rema
12,Feel Good,MohBad
13,Sinner,"Adekunle Gold, Lucky Daye"
14,Naira Marley,Zinoleesky
15,Essence (feat. Tems),Wizkid
16,Party Next Door,"Dangbana Republik, Bella Shmurda"
17,Bling (feat. Amaarae & Buju),Blaqbonez
18,Medicine,Jaywillz
19,Far Away,"Dangbana Republik, Bella Shmurda"
20,Dimension (feat. Skepta & Rema),JAE5
21,Show Me,Joeboy
22,Coming,"Naira Marley, Busiswa"
23,Tonongo,"Lojay, Sarz"
24,Tell The Vision (feat. Kanye West & Pusha T),Pop Smoke
25,Out There,"Dangbana Republik, Bella Shmurda"
26,Ginger (feat. Burna Boy),Wizkid
27,LV N ATTN feat. Wizkid,"Lojay, Sarz"
28,Bout A Million (feat. 21 Savage & 42 Dugg),Pop Smoke
29,World,"Dangbana Republik, Bella Shmurda"
30,Rush,"Dangbana Republik, Bella Shmurda"
31,HUSTLE,Teni
32,La La (feat. CKay),Davido
33,Kilometre,Burna Boy
34,It Is What It Is,Adekunle Gold
35,Felony,CKay
36,Ke Star (feat. Virgo Deep) [Remix],"Focalistic, Davido"
37,"Blessed (feat. Damian ""Jr. Gong"" Marley)",Wizkid
38,Abu Dhabi,Ruger
39,It Ain't Me Tiktok (feat. Dj Abux) [Remix],Eduardo XD
40,Southy Love (feat. Fireboy DML),Peruzzi
41,Jailer (feat. Jaywillz),Olamide
42,More Time,Pop Smoke
43,Forever (Remix),"Gyakie, Omah Lay"
44,Pronto,"Ajebo Hustlers, Omah Lay"
45,Manslaughter (feat. Rick Ross & The-Dream),Pop Smoke
46,Clash,"Dave, Stormzy"
47,History,"Cheque, Fireboy DML"
48,Celebrate Me,Patoranking
49,Bank On It,Burna Boy
50,Julie,Olamide
51,Early Momo (feat. GoodGirl LA),Vector
52,KOLO (feat. Oxlade),Ice Prince
53,Bounce,Rema
54,Somebody Baby,"Davido, Peruzzi"
55,23,Burna Boy
56,Mr. Jones (feat. Future),Pop Smoke
57,Focus,Joeboy
58,Soldier Go,"Dangbana Republik, Bella Shmurda"
59,The Best (feat. Mayorkun),Davido
60,Good News,Pop Smoke
61,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions"
62,Late At Night,Roddy Ricch
63,Lako,"Dangbana Republik, Bella Shmurda"
64,Champion,"Dangbana Republik, Bella Shmurda"
65,Woo Baby (feat. Chris Brown),Pop Smoke
66,Way Too Big,Burna Boy
67,Reckless,Wizkid
68,Loved By You (feat. Burna Boy),Justin Bieber
69,FOR YOU (feat. Davido),Teni
70,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft
71,Brush Em (feat. Rah Swish),Pop Smoke
72,Running (To You),"Chike, Simi"
73,Somebody (feat. Phyno),Olamide
74,INJURE ME,Teni
75,High Way,"DJ Kaywise, Phyno"
76,PonPon (feat. Fave),Olamide
77,All (feat. Davido),Rexxie
78,No Stress,Wizkid
79,"Top Shotta (feat. Pusha T, TRAVI & Beam)","Pop Smoke, The Neptunes"
80,Sweet One,Wizkid
81,Godly,Omah Lay
82,Frenemies (feat. Oxlade),Rexxie
83,Oliver Twist,ArrDee
84,Shopping Spree (feat. Chris Brown & Young Thug),Davido
85,Longtime (feat. Skepta),Wizkid
86,Yafun Yafun,Ajebo Hustlers
87,Need For Speed,Olamide
88,RAPSTAR,Polo G
89,Real Life (feat. Stormzy),Burna Boy
90,Mighty Wine,Wizkid
91,True Love (feat. Tay Iwar & Projexx),Wizkid
92,What's Crackin (feat. Takeoff),Pop Smoke
93,Money & Laughter,"BOJ, Zamir, Amaarae"
94,Genius,"Pop Smoke, Lil Tjay, Swae Lee"
95,Kilofeshe,Zinoleesky
96,Piece of Me (feat. Ella Mai),Wizkid
97,Cash App,"Bella Shmurda, Zlatan, Lincoln"
98,Kpk (Ko Por Ke),"Rexxie, MohBad"
99,Jowo,Davido
100,Back Door (feat. Quavo & Kodak Black),Pop Smoke
