Position,song,artist,album
57,Peaches (feat. Daniel Caesar & GIV\xc4\x92ON),Justin Bieber,Justice
58,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft,Hallelu (feat. Bella Shmurda & Zlatan) - Single
59,PEPE,"L.A.X, Davido",PEPE - Single
60,Godly,Omah Lay,What Have We Done - EP
61,Voice of the Heroes,"Lil Baby, Lil Durk",The Voice of the Heroes
62,Hats Off,"Lil Baby, Lil Durk, Travis Scott",The Voice of the Heroes
63,High Way,"DJ Kaywise, Phyno",High Way - Single
64,Kilofeshe,Zinoleesky,Kilofeshe - Single
65,Longtime (feat. Skepta),Wizkid,Made In Lagos
66,Sweet One,Wizkid,Made In Lagos
67,No Stress,Wizkid,Made In Lagos
68,Having Our Way (feat. Drake),Migos,Culture III
69,Oliver Twist,ArrDee,Oliver Twist - Single
70,Epidemic,Polo G,Hall of Fame
71,INJURE ME,Teni,WONDALAND
72,Mighty Wine,Wizkid,Made In Lagos
73,Jowo,Davido,A Better Time
74,Infinity (feat. Omah Lay),Olamide,Carpe Diem
75,Too Correct,"Crayon, Rema",Twelve A.M - EP
76,True Love (feat. Tay Iwar & Projexx),Wizkid,Made In Lagos
77,Ayewada,Barry Jhay,Ayewada - Single
78,Cash App,"Bella Shmurda, Zlatan, Lincoln",Cash App - Single
79,Piece of Me (feat. Ella Mai),Wizkid,Made In Lagos
80,Real Life (feat. Stormzy),Burna Boy,Twice As Tall
81,Kpk (Ko Por Ke),"Rexxie, MohBad",Kpk (Ko Por Ke) - Single
82,Ameno,Era,Era I
83,Straightenin,Migos,Culture III
84,Rich Off Pain,"Lil Baby, Lil Durk, Rod Wave",The Voice of the Heroes
85,Commitment Issues,Central Cee,Wild West
86,Smile (feat. H.E.R.),Wizkid,Made In Lagos
87,HEARTBREAK ANNIVERSARY,GIV\xc4\x92ON,HEARTBREAK ANNIVERSARY - Single
88,Bad Influence,Omah Lay,Get Layd - EP
89,Ruger,Ruger,PANDEMIC - EP
90,Damages,Tems,For Broken Ears
91,Okwaraji,Blaqbonez,Sex Over Love
92,Holy Ground (feat. Nicki Minaj),Davido,A Better Time
93,Park O X3,"Lojay, Sarz",LV N ATTN - EP
94,Survive (feat. Olamide),Jaido P,Shopla - EP
95,Calling My Phone,"Lil Tjay, 6LACK",Calling My Phone - Single
96,Panty!,"Lojay, Sarz",LV N ATTN - EP
97,Avalanche,Migos,Culture III
98,Music Messiah,"DJ Neptune, Wande Coal",Music Messiah - Single
99,Gyrate,Wizkid,Made In Lagos
100,Kilofese (feat. Mayorkun & Busiswa) [Remix],Zinoleesky,Kilofeshe (Remix) [feat. Mayorkun & Busiswa] - Single
