Position,song,artist,album
71,Real Life (feat. Stormzy),Burna Boy,Twice as Tall
72,No Stress,Wizkid,Made In Lagos
73,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled,KHALED KHALED
74,Body,"Russ Millions, Tion Wayne",Body - Single
75,Door,"Joeboy, Kwesi Arthur",Door - Single
76,Longtime (feat. Skepta),Wizkid,Made In Lagos
77,Cho Cho (feat. Davido & Mayorkun),Zlatan,Cho Cho (feat. Davido & Mayorkun) - Single
78,Sweet One,Wizkid,Made In Lagos
79,His & Hers (feat. Gunna),"Internet Money, Don Toliver, Lil Uzi Vert",His & Hers (feat. Gunna) - Single
80,Loading (feat. Bad Boy Timz),Olamide,Carpe Diem
81,Away,Ayra Starr,Ayra Starr - EP
82,Mighty Wine,Wizkid,Made In Lagos
83,Beamer Body,"KDDO, Davido",TOO LATE TOO LIT (EP)
84,RAPSTAR,Polo G,RAPSTAR - Single
85,Koleyewon,Naira Marley,Koleyewon - Single
86,Holy Ground (feat. Nicki Minaj),Davido,A Better Time
87,True Love (feat. Tay Iwar & Projexx),Wizkid,Made In Lagos
88,Ruger,Ruger,PANDEMIC - EP
89,Calling My Phone,"Lil Tjay, 6LACK",Calling My Phone - Single
90,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay) - Single"
91,Damages,Tems,For Broken Ears
92,Mood Swings (feat. Lil Tjay),Pop Smoke,Shoot For The Stars Aim For The Moon
93,Piece of Me (feat. Ella Mai),Wizkid,Made In Lagos
94,Sere (Remix),"Spinall, Fireboy DML, 6LACK",Sere (Remix) - Single
95,BBC (feat. Tiwa Savage) [Remix],Blaqbonez,Sex Over Love
96,World (Alternate Cut),"Dangbana Republik, Bella Shmurda",World (Alternate Cut) - Single
97,Bad Influence,Omah Lay,Get Layd - EP
98,Your Body,Mayorkun,Your Body - Single
99,Okay,Adekunle Gold,"Afro Pop, Vol. 1"
100,Onyeka (Baby),Burna Boy,Twice As Tall
