Position,artist,album
1,Wizkid,Made In Lagos (Deluxe)
2,Tiwa Savage,Water & Garri - EP
3,Ayra Starr,19 & Dangerous
4,PsychoYP,Euphoria
5,Troniq Music & Oxlade,Eclipse - EP
6,Dave,We're All Alone In This Together
7,Lojay & Sarz,LV N ATTN - EP
8,Dangbana Republik & Bella Shmurda,High Tension 2.0
9,Rod Wave,SoulFly (Deluxe Version)
10,Doja Cat,Planet Her (Deluxe)
11,Olamide,UY Scuti
12,Burna Boy,Twice As Tall
13,Liya,Alari - EP
14,Lil Baby & Lil Durk,The Voice of the Heroes
15,Pop Smoke,Faith
16,Jaido P,Shopla
17,Trippie Redd,Trip At Knight (Complete Expanded Edition)
18,Ajebo Hustlers,"Kpos Lifestyle, Vol. 1"
19,Ruger,PANDEMIC - EP
20,The Cavemen.,Roots
21,Polo G,Hall of Fame
22,Yung Bleu,Moon Boy
23,Burna Boy,African Giant
24,Obongjayar & Sarz,Sweetness - EP
25,Davido,A Better Time
26,Lil Durk,Just Cause Y'all Waited 2 (Deluxe)
27,Skepta,All In - EP
28,Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version)
29,KCee & Okwesili Eze Group,Cultural Praise
30,Judikay,Man of Galilee
31,Migos,Culture III (Deluxe)
32,J. Cole,The Off-Season
33,Elevation Worship & Maverick City Music,Old Church Basement
34,Blaqbonez,Sex Over Love
35,Teni,WONDALAND
36,Travis Greene,Oil + Water
37,J Hus,Big Conspiracy
38,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
39,Chike,Boo of the Booless
40,StarBoy,SoundMan Vol. 1 (feat. Wizkid)
41,Billie Eilish,Happier Than Ever
42,Dreylo,Mixed Feelings
43,Nas,King's Disease II
44,Wizkid,Superstar
45,Lil Durk,The Voice (Deluxe)
46,Dunsin Oyekan,The Gospel of the Kingdom
47,Laycon,...Shall We Begin...
48,Lil Baby,My Turn (Deluxe)
49,Victor AD,Nothing To Prove - EP
50,The Weeknd,After Hours
