Position,song,artist,album
1,Somebody (feat. Phyno),Olamide,UY Scuti
2,Soundgasm,Rema,Soundgasm - Single
3,Essence (feat. Tems),Wizkid,Made In Lagos
4,Feeling,"LADIPOE, Buju",Feeling - Single
5,Show Me,Joeboy,Somewhere Between Beauty & Magic
6,Outside,Buju,Outside - Single
7,So Long (feat. Tomi Thomas & Larry Gaaga),Sjxy,So Long (feat. Tomi Thomas & Larry Gaaga) - Single
8,Bounce,Ruger,PANDEMIC - EP
9,Rock,Olamide,UY Scuti
10,Bank On It,Burna Boy,Twice As Tall
11,Bling (feat. Amaarae & Buju),Blaqbonez,Sex Over Love
12,LV N ATTN feat. Wizkid,"Lojay, Sarz",LV N ATTN - EP
13,It Is What It Is,Adekunle Gold,It Is What It Is - Single
14,Slow Down,King Promise,Slow Down - Single
15,Do Yourself,"Angelique Kidjo, Burna Boy",Mother Nature
16,PEPE,"L.A.X, Davido",PEPE - Single
17,DKT,Oxlade,DKT - Single
18,Dimension (feat. Skepta & Rema),JAE5,Dimension (feat. Skepta & Rema) - Single
19,PANTIES,Kagwe Mungai,PANTIES - Single
20,Jackpot (feat. Bella Shmurda),Crayon,Jackpot (feat. Bella Shmurda) - Single
21,Kilometre,Burna Boy,Kilometre - Single
22,Sw\xc3\xa9,Mus,Sw\xc3\xa9 - Single
23,PonPon (feat. Fave),Olamide,UY Scuti
24,Juju,Idyl,Juju - Single
25,Coming,"Naira Marley, Busiswa",Coming - Single
26,Ohemaa,Kelvin Black,Mama Stella - EP
27,Melanin,June Freedom,Anchor Baby
28,Kpk (Remix) [feat. Sho Madjozi & MohBad],Rexxie,A True Champion
29,Egbon,"Masterkraft, Phyno",Egbon - Single
30,Chill,KO-C,Chill - Single
31,La La (feat. CKay),Davido,A Better Time
32,Southy Love (feat. Fireboy DML),Peruzzi,Southy Love (feat. Fireboy DML) - Single
33,Kilofeshe,Zinoleesky,Kilofeshe - Single
34,Pronto,"Ajebo Hustlers, Omah Lay",Pronto - Single
35,Let Dem Kno,"Smallgod, Tiwa Savage, Kwesi Arthur",Building Bridges
36,Lifestyle,Fireboy DML,APOLLO
37,Sika (feat. Sarkodie & Kweku Flick) [Remix],Sista Afia,Sika (Remix) [feat. Sarkodie & Kweku Flick] - Single
38,Duro,"Ojayy Wright, Bad Boy Timz",Commander in Chief
39,Yuda,Nandy,Taste - EP
40,World,"Dangbana Republik, Bella Shmurda",World - Single
41,Tropical Breeze,"Magnom, Caine",Tropical Breeze - Single
42,Forever (Remix),"Gyakie, Omah Lay",Forever (Remix)
43,Okay,Adekunle Gold,"Afro Pop, Vol. 1"
44,"Don Dada (feat. Boyymaph, Moudini & LT)",Killer Producer,Mark My Words
45,"Blessed (feat. Damian ""Jr. Gong"" Marley)",Wizkid,Made In Lagos
46,Southside,Delvino,Southside - Single
47,Fendi (feat. Joeboy),Blaqbonez,Sex Over Love
48,KOLO (feat. Oxlade),Ice Prince,KOLO (feat. Oxlade) - Single
49,Door,"Joeboy, Kwesi Arthur",Door - Single
50,Sere (Remix),"Spinall, Fireboy DML, 6LACK",Sere (Remix) - Single
51,Off You,"Young Jonn, KiDi",Off You - Single
52,Loco (feat. Mayorkun),KDDO,TOO LATE TOO LIT (EP)
53,Money,"Terri, Bella Shmurda, MohBad",Money - Single
54,LEGGO,"Serge Ibaka, Tayc",LEGGO - Single
55,Baajo,"Kwesi Arthur, Joeboy",Baajo - Single
56,The Key,Tems,For Broken Ears
57,The Best (feat. Mayorkun),Davido,A Better Time
58,Have Fun,Bad Boy Timz,Have Fun - Single
59,Visa (Remix),"Kelvyn Boy, Joey B, Kwesi Arthur",Visa (Remix) - Single
60,INJURE ME,Teni,WONDALAND
61,This Your Body,"Skales, Davido",This Your Body - Single
62,6AM,Blaq Jerzee,6AM - Single
63,Fever,Yung D3mz,Fever - Single
64,Fine Fine,Korede Bello,Fine Fine - Single
65,Ltf,"Victor Collins, MisterKay",Lust & Emotions - EP
66,Godly,Omah Lay,What Have We Done - EP
67,Somebody Baby,"Davido, Peruzzi",Rum & Boogie
68,Verified (feat. Mayorkun),Laycon,...Shall We Begin...
69,Baby Go,"Otile Brown, Kizz Daniel",Baby Go - Single
70,Chance,"Juls, Projexx, Tay Iwar",Chance - Single
71,Sempe,L.A.X,ZaZa Vibes
72,HUSTLE,Teni,WONDALAND
73,Jowo,Davido,A Better Time
74,Away,Ayra Starr,Ayra Starr - EP
75,Ginger (feat. Burna Boy),Wizkid,Made In Lagos
76,Mama Told Me (feat. Made Kuti),Runtown,Sound God Fest Reloaded
77,Touch It,KiDi,The Golden Boy
78,Squander (feat. Niniola & Sayfar) [Remix],"Falz, Kamo Mphela, Mpura",Squander (feat. Niniola & Sayfar) [Remix] - Single
79,Music Messiah,"DJ Neptune, Wande Coal",Music Messiah - Single
80,Loading (feat. Bad Boy Timz),Olamide,Carpe Diem
81,Danca,Acebergtm,Far from Home - EP
82,Your Body,Mayorkun,Your Body - Single
83,Big Boss,Didi B,Big Boss - Single
