Position,song,artist
1,Understand,Omah Lay
2,Sinner,Adekunle Gold and  Lucky Daye
3,Monalisa,Lojay and  Sarz
4,Peru,Fireboy DML
5,Bounce,Ruger
6,Outside,Buju
7,Feel Good,MohBad
8,Yaba Buluku (feat. Preck & Nelson Tivane) [Remix],DJ Tarico and  Burna Boy
9,Feeling,LADIPOE and  Buju
10,Big Thug Boys,AV
11,System,Dave and  Wizkid
12,Confident,Savage and  Buju
13,Rock,Olamide
14,Essence (feat. Tems),Wizkid
15,Soundgasm,Rema
16,Medicine,Jaywillz
17,Naira Marley,Zinoleesky
18,Testimony,Buju
19,Cocaine,Dai Verse
20,Lazarus,Dave and  Boj
21,Clash,Dave and  Stormzy
22,Party Next Door,Dangbana Republik and  Bella Shmurda
23,Bling (feat. Amaarae & Buju),Blaqbonez
24,Dimension (feat. Skepta & Rema),JAE5
25,Show Me,Joeboy
26,Pray,Victony
27,Bloody Samaritan,Ayra Starr
28,Tonongo,Lojay and  Sarz
29,Coming,Naira Marley and  Busiswa
30,Far Away,Dangbana Republik and  Bella Shmurda
31,Pronto,Ajebo Hustlers and  Omah Lay
32,Mercy,Falz
33,HUSTLE,Teni
34,INDUSTRY BABY,Lil Nas X and  Jack Harlow
35,Abu Dhabi,Ruger
36,Ginger (feat. Burna Boy),Wizkid
37,It Is What It Is,Adekunle Gold
38,LV N ATTN feat. Wizkid,Lojay and  Sarz
39,"Blessed (feat. Damian ""Jr. Gong"" Marley)",Wizkid
40,Felony,CKay
41,Kilometre,Burna Boy
42,La La (feat. CKay),Davido
43,Law Of Attraction,Dave and  Snoh Aalegra
44,We're All Alone,Dave
45,Out There,Dangbana Republik and  Bella Shmurda
46,Rush,Dangbana Republik and  Bella Shmurda
47,Verdansk,Dave
48,Ke Star (feat. Virgo Deep) [Remix],Focalistic and  Davido
49,23,Burna Boy
50,Forever (Remix),Gyakie and  Omah Lay
51,World,Dangbana Republik and  Bella Shmurda
52,In The Fire,Dave
53,Southy Love (feat. Fireboy DML),Peruzzi
54,Dorime,Teni
55,Jailer (feat. Jaywillz),Olamide
56,Need To Know,Doja Cat
57,Way Too Big,Burna Boy
58,Both Sides Of A Smile,Dave and  James Blake
59,Bank On It,Burna Boy
60,History,Cheque and  Fireboy DML
61,Solace,Ajebo Hustlers
62,Non Living Thing (feat. Oxlade),Sarkodie
63,Twenty To One,Dave
64,Somebody Baby,Davido and  Peruzzi
65,Early Momo (feat. GoodGirl LA),Vector
66,Bounce,Rema
67,Celebrate Me,Patoranking
68,Late At Night,Roddy Ricch
69,The Best (feat. Mayorkun),Davido
70,Focus,Joeboy
71,Loved By You (feat. Burna Boy),Justin Bieber
72,Reckless,Wizkid
73,Godly,Omah Lay
74,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft
75,Kilofeshe,Zinoleesky
76,Real Life (feat. Stormzy),Burna Boy
77,KOLO (feat. Oxlade),Ice Prince
78,Running (To You),Chike and  Simi
79,Julie,Olamide
80,FOR YOU (feat. Davido),Teni
81,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne and  Russ Millions
82,Sweet One,Wizkid
83,RAPSTAR,Polo G
84,Three Rivers,Dave
85,Longtime (feat. Skepta),Wizkid
86,No Stress,Wizkid
87,Heart Attack,Dave
88,Black (feat. Mr Eazi),Victor AD
89,Nirvana,Skepta and  J Balvin
90,Peace of Mind (feat. Teezee & Kid Cudi),Skepta
91,Oliver Twist,ArrDee
92,INJURE ME,Teni
93,True Love (feat. Tay Iwar & Projexx),Wizkid
94,Lako,Dangbana Republik and  Bella Shmurda
95,Soldier Go,Dangbana Republik and  Bella Shmurda
96,Colorado,Zugo and  Dai Verse
97,Call Me Baby,Cheque
98,Yafun Yafun,Ajebo Hustlers
99,Survivor's Guilt,Dave
100,Mighty Wine,Wizkid
