Position,song,artist,album
76,Cash App,"Bella Shmurda, Zlatan, Lincoln",Cash App - Single
77,Piece of Me (feat. Ella Mai),Wizkid,Made In Lagos
78,Ayewada,Barry Jhay,Ayewada - Single
79,Infinity (feat. Omah Lay),Olamide,Carpe Diem
80,Real Life (feat. Stormzy),Burna Boy,Twice As Tall
81,Rich Off Pain,"Lil Baby, Lil Durk, Rod Wave",The Voice of the Heroes
82,Kpk (Ko Por Ke),"Rexxie, MohBad",Kpk (Ko Por Ke) - Single
83,Ameno,Era,Era I
84,Survive (feat. Olamide),Jaido P,Shopla - EP
85,Smile (feat. H.E.R.),Wizkid,Made In Lagos
86,Straightenin,Migos,Culture III
87,Having Our Way (feat. Drake),Migos,Culture III
88,Bad Influence,Omah Lay,Get Layd - EP
89,Commitment Issues,Central Cee,Wild West
90,HEARTBREAK ANNIVERSARY,GIV\xc4\x92ON,HEARTBREAK ANNIVERSARY - Single
91,Ruger,Ruger,PANDEMIC - EP
92,Holy Ground (feat. Nicki Minaj),Davido,A Better Time
93,Damages,Tems,For Broken Ears
94,Gyrate,Wizkid,Made In Lagos
95,Calling My Phone,"Lil Tjay, 6LACK",Calling My Phone - Single
96,Park O X3,"Lojay, Sarz",LV N ATTN - EP
97,Okwaraji,Blaqbonez,Sex Over Love
98,Panty!,"Lojay, Sarz",LV N ATTN - EP
99,Music Messiah,"DJ Neptune, Wande Coal",Music Messiah - Single
100,Kilofese (feat. Mayorkun & Busiswa) [Remix],Zinoleesky,Kilofeshe (Remix) [feat. Mayorkun & Busiswa] - Single
