Position,song,artist
1,Crazy Tings,Tems
2,Kini Issue,Niinety9
3,Satisfy My Soul,Ria Sean
4,Peru,Fireboy DML
5,Ojuju,Troniq Music and  Oxlade
6,Show My Side (feat. Amaarae),CKay
7,Peace,Mannywellz and  Tems
8,Checkmate,Elhi
9,Walahi,Faym Official
10,Wildfire (feat. Emk the Genie),LSMK
11,Risk It,Bouff
12,Ginger,Le Ru
13,Free Mind,Tems
14,Mood (feat. Buju),Wizkid
15,Pay Me,Troniq Music and  Oxlade
16,The Way We Grow (feat. Ria Sean),DITEH
17,Denouement (feat. Eisenach),Lil Seyi
18,Understand,Omah Lay
19,Outside,Buju
20,Harmonies (feat. WurlD),Wavy The Creator
21,Showtime (feat. Azanti),Zarion Uti
22,LOML (feat. Olamide),Cheque
23,Pray,Victony
24,Pretend (feat. Tay Iwar),Zamir
25,What I Wanna,Chop Daily and  Tony Jaiye
26,Cocaine,Dai Verse
27,tonight (feat. Freddie Gambini),Ginius
28,Tonight (feat. Rellie),Iguocho
29,Outside (feat. Skillz 8figure & Tomi Agape),P. Montana
30,Testimony,Buju
31,SPUNK,WurlD
32,Sweet As Temptation,Ogranya
33,Sinner,Adekunle Gold and  Lucky Daye
34,W I L D,Lady Donli
35,Julie Juicy,FOURYY
36,MKD,Skillz 8Figure
37,Offend Me (feat. Blaqbonez),Bella Alubo
38,Amnesia,Zamir
39,Confident,Savage and  Buju
40,Money & Laughter (feat. Amaarae & Zamir),BOJ
41,The Key,Tems
42,Lockdown,Mr Vibez
43,911,Dxc3x84BS
44,Firedncr. (feat. Azanti),Jaylon
45,Erima (feat. Terri & Minz),DJ Latitude
46,No Worry (feat. Buju),Valvin
47,Mr Nike (feat. April Maey),Dts
48,Euphoria (feat. Victony),Hoodini
49,Wayo Wayo,Bee-Z
50,I Like Girls,Kola Williams
51,Ltf,Victor Collins and  MisterKay
52,Don't Play,Floyd Miles
53,Unconditionally,Ajebutter 22 and  Oxlade
54,Tornado,chuXchu
55,Frenemies (feat. Oxlade),Rexxie
56,Money Medicine,Laime
57,Wag1 (feat. 60),Activity Club NG
58,All Mine (feat. Buju) [Remix],Kinsolo
59,Down for You (feat. Boybreed),Aramide
60,Bling (feat. Amaarae & Buju),Blaqbonez
61,Soundgasm,Rema
62,Right Back,Skaa and  Buju
63,Gone Girl,Obongjayar and  Sarz
64,Beggie Beggie (feat. Ckay),Ayra Starr
65,Human (feat. Tomi Owxc3xb3),Show Dem Camp
66,Fancy (feat. Africaine),Niinety9
67,Should've Known Better,Sizz The Truth
68,Real,Tim Lyre
69,Sweet Escape,Mizzle
70,Body Language (feat. Buju),Zeezboi
71,Fancy,Uche Malik
72,Snitch (feat. Foushexc3xa9),Ayra Starr
73,Tonongo,Lojay and  Sarz
74,Party Starter,Gabzy
75,Gbese,Ogranya and  Show Dem Camp
76,Money Bag,Ria Sean
77,Wicked Somebody (Refix),Wondamagik and  Ogranya
78,Wicked,Straffitti
79,Sativa (feat. Minz),Runtown
80,PEAKING,Tay Iwar
81,Fever,Yung D3mz
82,Feeling,LADIPOE and  Buju
83,Table for Two,Bella Alubo
84,Rise of the Underdogs 2 (feat. Tomi Thomas),Show Dem Camp
85,Who Talk (feat. Adekunle Gold & Ria Sean),Moelogo
