Position,song,artist,album
1,Soundgasm,Rema,Soundgasm - Single
2,Feeling,"LADIPOE, Buju",Feeling - Single
3,Rock,Olamide,UY Scuti
4,Bounce,Ruger,PANDEMIC - EP
5,Outside,Buju,Outside - Single
6,LV N ATTN feat. Wizkid,"Lojay, Sarz",LV N ATTN - EP
7,Bling (feat. Amaarae & Buju),Blaqbonez,Sex Over Love
8,Having Our Way (feat. Drake),Migos,Culture III
9,Dimension (feat. Skepta & Rema),JAE5,Dimension (feat. Skepta & Rema) - Single
10,Essence (feat. Tems),Wizkid,Made In Lagos
11,Show Me,Joeboy,Somewhere Between Beauty & Magic
12,Coming,"Naira Marley, Busiswa",Coming - Single
13,Avalanche,Migos,Culture III
14,Kilometre,Burna Boy,Kilometre - Single
15,Straightenin,Migos,Culture III
16,RAPSTAR,Polo G,Hall of Fame
17,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo] - Single"
18,It Is What It Is,Adekunle Gold,It Is What It Is - Single
19,Tonongo,"Lojay, Sarz",LV N ATTN - EP
20,History,"Cheque, Fireboy DML",History - Single
21,Felony,CKay,Felony - Single
22,Malibu (feat. Polo G),Migos,Culture III
23,Pronto,"Ajebo Hustlers, Omah Lay",Pronto - Single
24,Type Shit,"Migos, Cardi B",Culture III
25,La La (feat. CKay),Davido,A Better Time
26,Late At Night,Roddy Ricch,Late At Night - Single
27,Forever (Remix),"Gyakie, Omah Lay",Forever (Remix)
28,Ke Star (feat. Virgo Deep) [Remix],"Focalistic, Davido",Ke Star (Remix) [feat. Virgo Deep] - Single
29,Antisocial (feat. Juice WRLD),Migos,Culture III
30,Ginger (feat. Burna Boy),Wizkid,Made In Lagos
31,Focus,Joeboy,Somewhere Between Beauty & Magic
32,Monalisa,"Lojay, Sarz",LV N ATTN - EP
33,Picasso,"Migos, Future",Culture III
34,Epidemic,Polo G,Hall of Fame
