Position,song,artist
1,Too Faithful,Moses Bliss
2,I Bow,Judikay
3,Excess Love (feat. J.J. Hairston & Youthful Praise) [Remix],Mercy Chinwo
4,Oga Jesus,Daniel Mylez
5,Olorun Agbaye - You Are Mighty (feat. Chandler Moore & O/B/A),Nathaniel Bassey
6,Good God,"Limoblaze, Ada Ehi"
7,Onyedikagi (feat. Glowrie),Mercy Chinwo
8,Everything (Amen),Timi Dakolo
9,More Than Gold,Judith Kanayo
10,Covenant Keeping God,Jimmy D Psalmist
11,Amen,Tjsarx
12,Congratulations (feat. Buchi),Ada Ehi
13,Mercy O ! (feat. Ini Adesanya & Pastor Sarah Omakwu),Wale Adenuga
14,Omemma,Judikay
15,We Hail You,Nayaah
16,Billion Words,"Limoblaze, Onos"
17,Ebube Jehovah,Victor Ike
18,Your Name Is Jesus,Eljoe Onoja
19,Song of Victory,Esther Olugbemi
20,No Troubles,Chris Morgan
21,Ye Obua Mi (My Help),Joe Mettle
22,Worship Your Maker,Dunsin Oyekan
23,In This Place,Minister GUC
24,Jehovah Overdo,Chidinma
25,Never Forget Your Love,Anny
26,Capable God,Judikay
27,Everything,Ada Ehi
28,Beautiful (feat. Nathaniel Bassey),Sinach
29,This Love,Chidinma
30,Hallelujah No Go Finish,Freke Umoh
31,Yahweh Yahweh (feat. Sinach),Nathaniel Bassey
32,All in All,CalledOut Music
33,Hosanna (Live),Steve Crown
34,Nothing Missing,Preye Odede
35,Too Much,Chioma Jesus
36,Thank You,"Kobby Mantey, Joe Mettle"
37,Jesu Doh,"EBEN, Jahdiel"
38,All Things New,Tee Worship
39,King of Glory (feat. Darlene Zschech),Sinach
40,Lions,T Sharp
41,Best of Me,Double F
42,Ajibole,"Protek Illasheva, Marizu"
43,Awone (feat. Chris Morgan),naomee
44,Fourthman (feat. Chris Morgan),Caleb Audu
45,Great & Mighty (Awimayehun),Segun John
46,Amazing,Isyrose
47,Most High,Frank Edwards
48,You Fight for Me,Mahalia Buchanan
49,We Prevail (feat. Maranda Curtis),Sinach
50,Faithful God (Live),Onos
51,Ekele,Desai David
52,Oka'ome,Chioma Jesus
53,Perfect Love,Rhema 'Ye
54,Hosanna,TDR
55,I Believe,Jessika Kioja
56,Answer Your Name (feat. Rosemary Chibuogwu),Caleb Audu
57,Iyanu a Sele (feat. Pastor E.A Adeboye & Tope Alabi),Tim Godfrey
58,Konyana,Dr Tumi
59,Chukwu Eze,Melody Gabriel
60,Unastahili,Evelyn Wanjiru
61,Bigger Everyday,"Moses Bliss, Festizie, Membrane, Uwa, Chris Heavens, Temple"
62,Amanamo (feat. Mercy Chinwo),Chris Morgan
63,Battles,Tim Godfrey
64,My Father & My Friend (feat. Stephanie Kome Ita),Elijah Oyelade
65,Grace Is Available,Sammie Okposo
66,Cultural Praise Vol.2,"KCee, Okwesili Eze Group"
67,Do,Austin Hogan
68,Bless Me (feat. Ada Ehi),Mercy Masika
69,Greatest Lord,Sinach
70,Praise Medley (Live in London),Joe Mettle
71,Mma Mma,Frank Edwards
72,Baba Ese (feat. Yoruba Mass Choir),Mike Abdul
73,Okokroko (Remix) [Live],Sonnie Badu
74,We Raise a Sound (feat. 121SELAH),Nosa
75,Holy Ghost (Live),Joe Praize
76,Nothing Is Impossible (feat. Tope Alabi),EBEN
77,Grateful,Sinach
78,Yahweh (feat. Gabriel Eziashi),Ifeoma Okoli
79,We Testify,Deborah Lukalu
80,Cultural Praise Vol. 3,"KCee, Okwesili Eze Group"
81,Awurade,Jayana
82,Now,Ada Ehi
83,I Made It,Gabriel Eziashi
84,Incredible God (Live),Mercy Chinwo
85,We Bow Down,Sinach
86,You Are God (Live),"Chingtok Ishaku, House of Judah"
87,Eze (Radio Edit) [feat. Osby Berry],Dare David
88,Jesus Is Coming,Judikay
89,Nara (feat. Travis Greene),Tim Godfrey
90,Adom Grace,Diana Hamilton
91,Wanibariki,Nandy
92,No One Like You,"Flavour, Semah"
