Position,artist,album
1,Drake,Certified Lover Boy
2,Wizkid,Made In Lagos: Deluxe Edition
3,Brymo,9: Èsan
4,Kanye West,Donda
5,Ayra Starr,19 & Dangerous
6,Brymo,9: Harmattan & Winter
7,Johnny Drille,Before We Fall Asleep
8,Dave,We're All Alone In This Together
9,Troniq Music & Oxlade,Eclipse - EP
10,Dangbana Republik & Bella Shmurda,High Tension 2.0
11,Tiwa Savage,Water & Garri - EP
12,Baby Keem,The Melodic Blue
13,Lojay & Sarz,LV N ATTN - EP
14,Doja Cat,Planet Her (Deluxe)
15,Burna Boy,Twice As Tall
16,Tems,For Broken Ears
17,Lil Baby & Lil Durk,The Voice of the Heroes
18,Killertunes,KillaXtra
19,Olamide,UY Scuti
20,Rod Wave,SoulFly (Deluxe Version)
21,Ruger,PANDEMIC - EP
22,Laime,If Summer Happened - EP
23,Pop Smoke,Faith
24,PsychoYP,Euphoria
25,Wizkid,Ayo
26,Lil Durk,Just Cause Y'all Waited 2 (Deluxe)
27,Ajebo Hustlers,"Kpos Lifestyle, Vol. 1"
28,The Cavemen.,Roots
29,KCee & Okwesili Eze Group,Cultural Praise
30,J. Cole,The Off-Season
31,Burna Boy,African Giant
32,Chike,Boo of the Booless
33,Fireboy DML,"Laughter, Tears & Goosebumps"
34,Migos,Culture III (Deluxe)
35,Judikay,Man of Galilee
36,Davido,A Better Time
37,Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version)
38,Polo G,Hall of Fame
39,Lil Durk,The Voice (Deluxe)
40,Yung Bleu,Moon Boy
41,J Hus,Big Conspiracy
42,Wizkid,Superstar
43,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
44,StarBoy,SoundMan Vol. 1 (feat. Wizkid)
45,Fireboy DML,APOLLO
46,Ed Sheeran,=
47,Travis Scott,ASTROWORLD
48,Lil Baby,My Turn (Deluxe)
49,Elevation Worship & Maverick City Music,Old Church Basement
50,Brymo,Yellow
51,Roddy Ricch,Please Excuse Me For Being Antisocial
52,The Weeknd,After Hours
53,Elevation Worship & Maverick City Music,Old Church Basement
54,Billie Eilish,Happier Than Ever
55,Liya,Alari - EP
56,Nas,King's Disease II
57,Juice WRLD,Legends Never Die (Video Version)
58,Basketmouth,Yabasi
59,Dunsin Oyekan,The Gospel of the Kingdom
60,Ed Sheeran,=
61,Teni,WONDALAND
62,Joeboy,Somewhere Between Beauty & Magic
63,Omah Lay,Get Layd - EP
64,Laycon,...Shall We Begin...
65,Davido,A Good Time
66,Skepta,All In - EP
67,Spinall,"Afromix, Ep. 2 (DJ Mix)"
68,Ayanfe,All That Matters
69,Mercy Chinwo,SATISFIED
70,Nathaniel Bassey,Hallelujah Again (Revelation 19:3)
71,Minister GUC,The Message
72,Ria Sean,Fluid (EP)
73,Imagine Dragons,Mercury - Act 1
74,Victor AD,Nothing To Prove - EP
75,Trippie Redd,Trip At Knight (Complete Expanded Edition)
76,YoungBoy Never Broke Again,Top
77,Dave,PSYCHODRAMA
78,Juice WRLD,Goodbye & Good Riddance (Anniversary Edition)
79,YKB,Before I Blow
80,CKay,Boyfriend
81,The Kid LAROI,F*CK LOVE 3+: OVER YOU
82,Polo G,THE GOAT
83,Pop Smoke,Meet the Woo 2 (Deluxe)
84,Polo G,Die a Legend
85,Abra Cadabra,Product of My Environment
86,Young Thug,BEAUTIFUL THUGGER GIRLS
87,DJ Khaled,KHALED KHALED
88,SAINt JHN,Ghetto Lenny's Love Songs
89,Toosii,Platinum Heart (Deluxe)
90,Rotimi,All or Nothing
91,Olivia Rodrigo,SOUR (Video Version)
92,6LACK,East Atlanta Love Letter
93,Burna Boy,Outside
94,Maverick City Music,Jubilee: Juneteenth Edition
95,Wizkid,Sounds From the Other Side
96,SAINt JHN,While the World Was Burning
97,Brymo,Oṣó
98,Future,High Off Life
99,Jackboy,Jackboy 2
100,Gunna,WUNNA (Deluxe)
101,GIVĒON,When It's All Said And Done... Take Time
102,SAINt JHN,While the World Was Burning
103,Not3s,3 Th3 Album
104,Olivia Rodrigo,SOUR (Video Version)
105,Little Simz,Sometimes I Might Be Introvert
106,Drake,Take Care (Deluxe Version)
107,Jackboy,Jackboy 2
108,Amaarae,THE ANGEL YOU DON'T KNOW
109,Juice WRLD,Death Race for Love
110,Future,High Off Life
111,Roddy Ricch,Feed Tha Streets ll
112,Omah Lay,What Have We Done - EP
113,Lil Nas X,MONTERO
114,"Young Stoner Life, Young Thug & Gunna",Slime Language 2 (Deluxe)
115,42 Dugg,Free Dem Boyz (Deluxe)
116,Jaywillz,Love or the Word (EP)
117,Travis Greene,Oil + Water
118,Cheque,Bravo
119,Rexxie,A True Champion
120,Simi,Simisola (Deluxe)
121,21 Savage & Metro Boomin,SAVAGE MODE II
122,The Spirituals,Black History Project (Live from London) - EP
123,Post Malone,Hollywood's Bleeding
124,Metro Boomin,NOT ALL HEROES WEAR CAPES (Deluxe)
125,Jeriq,Hood Boy Dreams - EP
126,Tope Alabi,Yes and Amen
127,Lorde,Solar Power
128,J. Cole,2014 Forest Hills Drive
129,Drake,Scorpion
130,Sam Smith,Love Goes
131,Drake,Views
132,Kodak Black,Haitian Boy Kodak
133,Oxlade,OXYGENE - EP
134,Show Dem Camp,Clone Wars Vol. 5 - The Algorhythm
135,Niinety9,Bodied Soul - EP
136,Central Cee,Wild West
137,OneRepublic,Human (Deluxe)
138,Lil Durk,Signed to the Streets 3
139,Blxst,No Love Lost (Deluxe)
140,Kanye West,JESUS IS KING
141,Lil Tjay,Destined 2 Win
142,Chris Brown,Indigo (Extended)
143,Beyoncé,The Lion King: The Gift [Deluxe Edition]
144,Sola Allyson,ÌRÌ (The Album Live)
145,Kodak Black,Dying to Live
146,Offset,FATHER OF 4
147,Drake,Dark Lane Demo Tapes
148,XXXTENTACION,?
149,Corizo,Dead Rose
150,Santi,Mandy & The Jungle
