rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Onyedikagi (feat. Glowrie),Mercy Chinwo,1,1,1,1,1,2,2,1.2857142857142858
2,Beautiful (feat. Nathaniel Bassey),Sinach,2,2,2,2,2,1,1,1.7142857142857142
3,Everything (Amen),Timi Dakolo,3,3,3,3,3,3,3,3.0
4,Everything,Ada Ehi,4,4,4,4,4,4,4,4.0
5,INDOMITABLE,Jimmy D Psalmist,5,5,5,5,5,5,5,5.0
6,Imole,Sola Allyson,6,6,6,6,6,6,6,6.0
7,Iyanu a Sele (feat. Pastor E.A Adeboye & Tope Alabi),Tim Godfrey,7,7,7,7,7,7,7,7.0
8,Worship Your Maker,Dunsin Oyekan,8,8,8,8,8,8,8,8.0
9,Worship Medley (feat. Toks Nnamani),Kaydee Numbere,9,9,9,9,9,9,9,9.0
10,Nothing Without You (feat. Kirk Whalum),Dr Tumi,10,10,10,10,10,10,10,10.0
11,Rejoice in the Lord Philippians 4:4,Victoria Orenze,11,11,11,11,11,11,11,11.0
12,One Moment,Freke Umoh,12,12,12,12,12,12,12,12.0
13,Magnify,Dare David,13,13,13,13,13,13,13,13.0
14,Obinasom,Mercy Chinwo,14,14,14,14,14,14,14,14.0
15,Jesus Jehovah,Lara George,15,15,15,15,15,15,15,15.0
16,Way Maker,Sinach,16,16,16,16,16,16,16,16.0
17,You are Yahweh,Steve Crown,17,17,17,17,17,17,17,17.0
18,We Raise a Sound (feat. 121selah),Nosa,18,18,18,18,18,18,18,18.0
19,My Father & My Friend,Elijah Oyelade,19,19,19,19,19,19,19,19.0
20,Too Faithful,Moses Bliss,20,20,20,20,20,20,20,20.0
21,Excess Love (Live) (feat. Mercy Chinwo),J.J. Hairston,21,21,21,21,21,21,21,21.0
22,Nara,Tim Godfrey,22,22,22,22,22,22,22,22.0
23,Jesus Never Fails,MaryJane Nweke,23,23,23,23,23,23,23,23.0
24,Olorun Agbaye: You Are Mighty (feat. Chandler Moore & OBA),Nathaniel Bassey,24,24,24,24,24,24,24,24.0
25,Knowing You,Minister GUC,25,25,25,25,25,25,25,25.0
26,Unchangeable,Joe Praize,26,27,27,27,27,27,27,26.857142857142858
27,Congratulations (feat. Buchi Atuonwu),Ada Ehi,27,28,28,28,28,28,28,27.857142857142858
28,Take Over,1spirit & Theopilus Sunday,28,29,29,29,29,29,29,28.857142857142858
29,Adonai [Live],Elijah Oyelade,29,31,31,31,31,31,31,30.714285714285715
30,God of Vengeance,Minister GUC,30,32,32,32,32,32,32,31.714285714285715
31,In Your Hands,Moses Bliss,31,33,33,33,33,33,33,32.714285714285715
32,Jesus (feat. Mercy Chinwo),Samsong,32,34,34,34,34,34,34,33.714285714285715
33,WE WORSHIP YOU,Frank Edwards,33,35,35,35,35,35,35,34.714285714285715
34,Chinedum,Mercy Chinwo,34,36,36,36,36,36,36,35.714285714285715
35,Your Word Is Truth (Live),CHRIS SHALOM,35,37,37,37,37,37,37,36.714285714285715
36,Show Up,Ema Onyx,36,38,38,38,38,38,38,37.714285714285715
37,Covenant Keeping God,Jimmy D Psalmist,37,39,39,39,39,39,39,38.714285714285715
38,Battles,Tim Godfrey,38,40,40,40,40,40,40,39.714285714285715
