rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Lil Kesh x Naira Marley - Korope (Audio slide),Lil Kesh,1,1,1,1,1,1,1,1.0
2,KPK (Ko Por Ke) (Official Music Video),Rexxie,2,2,2,2,2,2,2,2.0
3,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft,3,3,3,3,3,3,3,3.0
4,Naira Marley,Zinoleesky,4,4,4,4,4,4,4,4.0
5,Coming,Naira Marley,5,5,5,5,5,5,5,5.0
6,Omo X 100 (feat. Olamide),Reminisce,6,6,6,6,6,6,6,6.0
7,Zinoleesky - Kilofeshe (Official Video),MarlianMusic HQ,7,7,7,7,7,7,7,7.0
8,Cash App,Bella Shmurda,8,8,8,8,8,8,8,8.0
9,Chi Chi,Naira Marley,9,9,9,9,9,9,9,9.0
10,Sheydi Balabala (Refix),Dj Baddo,10,10,10,10,10,10,10,10.0
11,KAMBA,Terry Apala,11,11,11,11,11,11,11,11.0
12,Koleyewon,Naira Marley,12,12,12,12,12,12,12,12.0
13,Omo Ologo (Official Video),LilFroshVEVO,13,13,13,13,13,13,13,13.0
14,Mandeman (Remix) (feat. Davido),Small Doctor,14,14,14,14,14,14,14,14.0
15,Bella Shmurda - Vision2020 [Official Video] ft. Olamide,Bella Shmurda,15,15,15,15,15,15,15,15.0
16,Gratitude (feat. Barry Jhay),Superwozzy,16,16,16,16,16,16,16,16.0
17,"Are You Sure (feat. Naira Marley, Zinoleesky & EMO Grae)",LYTA,17,17,17,17,17,17,17,17.0
18,Lagos Anthem,Zlatan,18,18,18,18,18,18,18,18.0
19,World,Bella Shmurda,19,19,19,19,19,19,19,19.0
20,Ayewada,Barry Jhay,20,20,20,20,20,20,20,20.0
21,Happiness,Davolee,21,21,21,21,21,21,21,21.0
22,Rush,Bella Shmurda,22,22,22,22,22,22,22,22.0
23,"Mr Real - Baba Fela Remix (Official Video) ft. Zlatan, Laycon",Mr Real,23,23,23,23,23,23,23,23.0
24,90’S,Seyi Vibez,24,24,24,24,24,24,24,24.0
25,"What Type Of Dance (feat. Naira Marley, Zlatan & Mayorkun)",Dj Kaywise,25,25,25,25,25,25,25,25.0
26,Better Better,Jamopyper,26,26,26,26,26,26,26,26.0
27,Zinoleesky Ft Naira Marley - Caro (Official video),Naira Marley,27,27,27,27,27,27,27,27.0
28,Your Body,Mayorkun,28,28,28,28,28,28,28,28.0
29,Cho Cho (feat. Davido & Mayorkun),Zlatan,29,29,29,29,29,29,29,29.0
30,Lyta - Hold Me Down (Official Video),Naira Marley,30,30,30,30,30,30,30,30.0
31,Zinoleesky - MaPariwo (OFFICIAL VIDEO),Naira Marley,31,31,31,31,31,31,31,31.0
32,As E Dey Go,Naira Marley,32,32,32,32,32,32,32,32.0
33,See Finish (feat. Mayorkun),Dapo Tuburna,33,33,33,33,33,33,33,33.0
34,Baba Nla (feat. Teni),Candy Bleakz,34,34,34,34,34,34,34,34.0
35,Triumphant (feat. Bella Shmurda),Olamide,35,35,35,35,35,35,35,35.0
36,Lesse passe,Bella Shmurda,36,36,36,36,36,36,36,36.0
37,Opor (Remix),Rexxie,37,37,37,37,37,37,37,37.0
38,All The Way,Lil Kesh,38,38,38,38,38,38,38,38.0
39,If No Be You (feat. Mayorkun),Jamopyper,39,39,39,39,39,39,39,39.0
40,Lowo Lowo (Remix) (feat. Davido),May D,40,40,40,40,40,40,40,40.0
41,Caro,Idowest Ft Davido,41,41,41,41,41,41,41,41.0
42,Money,Bella Shmurda,42,42,42,42,42,42,42,42.0
43,Love (Official Video),Davolee,43,43,43,43,43,43,43,43.0
44,Available (feat. Mohbad),C Blvck,44,44,44,44,44,44,44,44.0
45,Lil Kesh & Naira Marley - O Por (Official Audio),Lil Kesh,45,45,45,45,45,45,45,45.0
46,Prayer,HotKid,46,46,46,46,46,46,46,46.0
47,Ori,Barry Jhay,47,47,47,47,47,47,47,47.0
48,Epo,Davido,48,48,48,48,48,48,48,48.0
49,Mad O,Dj Yk Beats,49,49,49,49,49,49,49,49.0
50,God Sent,Seyi Vibez,50,50,50,50,50,50,50,50.0
