Position,song,artist
1,Essence (feat. Tems),Wizkid
2,Peru,Fireboy DML
3,Understand,Omah Lay
4,Question (feat. Don Jazzy),Burna Boy
5,Soundgasm,Rema
6,Lie (Audio),Kizz Daniel
7,Somebody’s Son (Audio),Tiwa Savage
8,Anoti (Audio),Wizkid
9,Monalisa,Lojay
10,Bounce (Official Video),Ruger
11,Bloody Samaritan,Ayra Starr
12,Mood (Audio) (feat. Buju),Wizkid
13,Ke Star (feat. Vigro Deep),Focalistic
14,Let Dem Kno,Kwesi Arthur
15,Let Me Know (Official Music Video),Mayorkun
16,Forever (Remix),Gyakie
17,Door,Kwesi Arthur
18,Yaba Buluku (Remix) (feat. Preck & Nelson Tivane),Dj Tarico
19,Outside,Buju
20,Ojuju,Troniq Music
21,Show Me,Joeboy
22,Godly,Omah Lay
23,Rock (Official Video),Olamide
24,Fendi (feat. Joeboy),Blaqbonez
25,Enjoyment (lyric Video),Yemi Alade
26,Flavour - Berna Reloaded (feat. Fally Ipupa & Diamond Platnumz),Flavour
27,Feeling,Ladipoe
28,FOR YOU (feat. Davido),Teni
29,Infinity (feat. Omah Lay),Olamide
30,Slow Down,King Promise
31,Dimension (Official Video),JAE5
32,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft
33,Enjoy (Remix),Tekno
34,Zinoleesky - Naira Marley (Official Video),Naira Marley
35,Celebrate Me (Official Video),Patoranking
36,Bounce,Rema
37,La La (Official Video) (feat. CKay),Davido
38,Felony,CKay
39,Bling (feat. Buju & Amaarae),Blaqbonez
40,Mercy (Official Music Video),Falz
41,"Juls featuring Niniola - ""Love Me"" (Lyric Video)",Juls
42,Somebody Baby,Davido
43,Kilometre,Burna Boy
44,KOLO (feat. Oxlade),Ice Prince
45,Testimony,Buju
46,PEPE,Davido
47,Southy Love (feat. Fireboy DML),Peruzzi
48,Loco (Official Audio) (feat. Mayorkun),KDDO
49,Non Living Thing,Sarkodie
50,It Is What It Is,Adekunle Gold
