Position,song,artist
1,Somebody’s Son (Audio),Tiwa Savage
2,Sinner (Official Music Video) (feat. Lucky Daye),Adekunle Gold
3,Ojuju,Troniq Music
4,Rotimi - Weapon (Audio) (feat. Fireboy DML),Rotimi
5,Essence (feat. Tems),Wizkid
6,Sweetness,Sarz
7,Johnny Drille - loving is harder (Official Audio),Johnny Drille
8,Hypnotise (feat. Nonso Amadi),Rowlene
9,king,Fireboy DML
10,WURLD - SPUNK (Official Video),Wurld
11,Runaway,Joeboy
12,Wait For You (feat. Oxlade),Melvitto
13,Cina Soul x KiDi -  Feelings (Official Video),Cina Soul
14,Ride Or Die,Basketmouth
15,Piece of Me (feat. Ella Mai),Wizkid
16,Ma Lo,Aramide
17,NEED ME (Official Music Video),Gyakie
18,Someone Else,Olayinka Ehi
19,DKT,Oxlade
20,Snitch (feat. Fousheé),Ayra Starr
21,Somebody,Praiz'
22,Antidote (feat. Adekunle Gold),NAO
23,Promise,Niniola
24,CAN'T COME OUTSIDE,WurlD
25,Tattoo,Fireboy DML
26,Felony,CKay
27,Special Kinda (Audio) (feat. Tay Iwar),Tiwa Savage
28,Running (To You),Chike
29,Sweet As Temptation,Ogranya
30,Questions (Official Audio),Shekhinah
31,Right Now (Official Video),Elaine
32,Down for You (feat. Boybreed),Aramide
33,Forever (Remix),Gyakie
34,Supersonic (feat. Tay Iwar),Le Mav
35,Fixate (Official Lyric Video) (feat. Bey T),Shekhinah
36,Kiss Me Like You Miss Me,CKay
37,Free Mind,Tems
38,Roju,Chike
39,In My Bed,Rotimi
40,With you (feat. Nonso Amadi),Shiz
41,Slow Down,King Promise
42,From Time To Time (Official Video),Takura
43,Damn,Omah Lay
44,Thunder Fire You (Guitar Acoustic),Ric Hassani
45,Early Momo (feat. Good Girl La),Vector
46,Here With Me,Karun
47,Rotimi - What To Do (Official Video),Rotimi
48,The One,Efya
49,Beautiful,Tomi Owó
50,Fine Fine,Korede Bello
