Position,song,artist
1,Bloody Samaritan,Ayra Starr
2,Monalisa,Lojay
3,Anoti (Audio),Wizkid
4,Understand,Omah Lay
5,Bounce (Official Video),Ruger
6,Door,Kwesi Arthur
7,Southy Love (feat. Fireboy DML),Peruzzi
8,Mood (Audio) (feat. Buju),Wizkid
9,Lie (Audio),Kizz Daniel
10,Peru,Fireboy DML
11,Feeling,Ladipoe
12,Somebody’s Son (Audio),Tiwa Savage
13,Essence (feat. Tems),Wizkid
14,Love Like This (feat. Fireboy DML),Lil Kesh
15,Too Correct,Crayon
16,Coming,Naira Marley
17,Rock (Official Video),Olamide
18,KOLO (feat. Oxlade),Ice Prince
19,Godly,Omah Lay
20,Question (feat. Don Jazzy),Burna Boy
21,Somebody Baby,Davido
22,Ke Star (feat. Vigro Deep),Focalistic
23,If You No Love (feat. Mayorkun),Chike
24,Bounce,Rema
25,High Way,Dj Kaywise
26,Kilofeshe,Zinoleesky
27,Ojuju,Troniq Music
28,Baajo,Kwesi Arthur
29,Loading (feat. Bad Boy Timz),Olamide
30,Ogogoro (Official Audio),Yemi Alade
31,Shadé,Fireboy DML
32,Fendi (feat. Joeboy),Blaqbonez
33,My Bebe,Omah Lay
34,Dollar (feat. R2bees),DJ Spinall
35,Let Dem Kno,Kwesi Arthur
36,Make Up Your Mind (feat. Tekno),Ice Prince
37,Mercy (Official Music Video),Falz
38,AG Baby,Nailah Blackman
39,Far Away,Bella Shmurda
40,Ginger (feat. Burna Boy),Wizkid
41,Burna Boy - Onyeka [Official Music Video],Burna Boy
42,All My Life (feat. Oxlade),M.I Abaga
43,Enjoy (Remix),Tekno
44,Zinoleesky - Naira Marley (Official Video),Naira Marley
45,French Kiss,Mr Eazi
46,The Best (feat. Mayorkun),Davido
47,Abule,Patoranking
48,Verified (feat. Mayorkun),Laycon
49,World People,Basketmouth
50,Morenike (feat. Teni),Ejoya
