rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Coachella (feat. Kwesi Arthur),Sarkodie,1,1,1,1,1,4,4,1.8571428571428572
2,TBDK (feat. Erigga & Sinzu),M.I Abaga,4,4,4,4,4,3,3,3.7142857142857144
3,Steve Biko,Nasty C,3,3,3,3,3,8,8,4.428571428571429
4,Breathe (feat. Chike),A-Q,5,5,5,5,5,7,7,5.571428571428571
5,Best I Ever Had,Nasty C,6,6,6,6,6,12,12,7.714285714285714
6,Rap Messiah,Ladipoe,7,7,7,7,7,17,17,9.857142857142858
7,Happy Day (feat. Kuami Eugene),Sarkodie,9,9,9,9,9,20,20,12.142857142857142
8,Heartbreaker (feat. Nasty C),Blaqbonez,10,10,10,10,10,28,28,15.142857142857142
9,Early Momo (feat. Good Girl La),Vector,11,11,11,11,11,29,29,16.142857142857142
10,La Hustle remix ft. Criss Waddle & Joey B [The Truth Album] (Audio Slide),Medikal,12,12,12,12,12,30,30,17.142857142857142
11,"Right Now Reloaded (feat. Emtee, Nasty C, Tellaman & The Big Hash)",Gemini Major,25,25,25,25,25,10,10,20.714285714285715
12,Winning (Official Music Video) (feat. VIC MENSA),Kwesi Arthur,16,16,16,16,16,33,33,20.857142857142858
13,Midf (Money I Dey Find),Ycee,22,22,22,22,22,22,22,22.0
14,Hmm (Remix) (feat. Blaqbonez & Bad Boy Timz),G4 Boyz,14,14,14,14,14,44,44,22.571428571428573
15,Who Be This Guy (feat. FALZ & M.I ABAGA),Kheengz,15,15,15,15,15,42,42,22.714285714285715
16,STFU,Dremo,26,26,26,26,26,15,15,22.857142857142858
17,The Target,Medikal,24,24,24,24,24,21,21,23.142857142857142
18,Shut Up,Blaqbonez,19,19,19,19,19,34,34,23.285714285714285
19,ON MY JOB (feat. PsychoYP),Sipho the Gift,17,17,17,17,17,45,45,25.0
20,A,Jesse Jagz,21,21,21,21,21,40,40,26.428571428571427
21,What You Telling Me,Zilla Oaks,23,23,23,23,23,35,35,26.428571428571427
22,No Fear (feat. Moliy),M.anifest and VIC MENSA,20,20,20,20,20,47,47,27.714285714285715
23,40 Bars (feat. Emtee),Emtee,29,29,29,29,29,31,31,29.571428571428573
24,Sore (Remix),Kwesi Arthur,201,2,2,2,2,5,5,31.285714285714285
25,Rappers (feat. Dremo),Dreylo,32,32,32,32,32,32,32,32.0
26,Truth (feat. Lil Zara),Emtee,39,39,39,39,39,18,18,33.0
27,Blessing ft. Vic Mensa (Official Video),Stonebwoy,36,36,36,36,36,26,26,33.142857142857146
28,That Year (feat. Sir Dauda),Show Dem Camp,28,28,28,28,28,46,46,33.142857142857146
29,1 of 1,Cassper Nyovest,37,37,37,37,37,25,25,33.57142857142857
30,City of Kings,PsychoYP,45,45,45,45,45,9,9,34.714285714285715
31,Emtee,Nasty C,33,33,33,33,33,41,41,35.285714285714285
32,Crown Of Clay (feat. Pheelz),M.I Abaga,201,8,8,8,8,11,11,36.42857142857143
33,Class Clown,TNT Kenya,46,46,46,46,46,14,14,36.857142857142854
34,Glory,Nyashinski,47,47,47,47,47,13,13,37.285714285714285
35,Own Your Throne,Boity,44,44,44,44,44,23,23,38.0
36,BLACK,Shane Eagle,41,41,41,41,41,39,39,40.42857142857143
37,Die There (Hustle),Illbliss,42,42,42,42,42,49,49,44.0
38,Champagne Already?,LADIPOE,201,18,18,18,18,19,19,44.42857142857143
39,Big Brother,Blaqbonez,48,48,48,48,48,36,36,44.57142857142857
40,"Kubo (feat. Bassie, Focalistic & K.O.)",Kwesta,49,49,49,49,49,37,37,45.57142857142857
41,Black And White,Nasty C,201,13,13,13,13,38,38,47.0
42,Casino,Sho Madjozi,201,31,31,31,31,16,16,51.0
43,x SARKODIE,khaligraph jones ria,27,27,27,27,27,24,201,51.42857142857143
44,The Live Report,AQ,201,40,40,40,40,27,27,59.285714285714285
45,Jiggy Bop,Alpha P,201,35,35,35,35,43,43,61.0
46,Once Again Dey Don Dey Vex Me,Ace DJ Xquisite,201,34,34,34,34,48,48,61.857142857142854
47,Mainland to Island,Oladips,201,43,43,43,43,50,50,67.57142857142857
48,Problems,Darkovibes,30,30,30,30,30,201,201,78.85714285714286
49,PARIS (feat. Nasty C),Shane Eagle,38,38,38,38,38,201,201,84.57142857142857
50,Jack (Visualizer),Nasty C,201,201,201,201,201,1,1,143.85714285714286
51,Rise Of The Underdogs 2 (feat. Tomi Thomas),Show Dem Camp,201,201,201,201,201,2,2,144.14285714285714
52,Reminisce,Reminisce,201,201,201,201,201,6,6,145.28571428571428
53,Sore (Remix),"Kwesi Arthur, Yaw Tog & Stormzy",2,201,201,201,201,201,201,172.57142857142858
54,Crown Of Clay (feat. Pheelz),M.I Abaga & Vector,8,201,201,201,201,201,201,173.42857142857142
55,Black And White,Nasty C & Ari Lennox,13,201,201,201,201,201,201,174.14285714285714
56,Champagne Already?,"LADIPOE, Mainland BlockParty & Terry Apala",18,201,201,201,201,201,201,174.85714285714286
57,KHALIGRAPH JONES x SARKODIE,khaligraph jones ria,201,201,201,201,201,201,24,175.71428571428572
58,Casino,"Sho Madjozi, Flvme & AKA",31,201,201,201,201,201,201,176.71428571428572
59,Once Again Dey Don Dey Vex Me,"Ace DJ Xquisite, Blaqbonez & PsychoYP",34,201,201,201,201,201,201,177.14285714285714
60,Jiggy Bop,Alpha P & TMXO,35,201,201,201,201,201,201,177.28571428571428
61,The Live Report,AQ & M.I Abaga,40,201,201,201,201,201,201,178.0
62,Mainland to Island,Oladips & Zlatan,43,201,201,201,201,201,201,178.42857142857142
