Position,song,artist
1,CDQ - Kogbede ft Wande Coal (Official Video) (feat. CDQ),Sossick
2,Feel Good,Mohbad
3,Zinoleesky - Naira Marley (Official Video),Naira Marley
4,Party Next Door,Bella Shmurda
5,Drug Test,Naira Marley
6,Sheydi Balabala (Refix),Dj Baddo
7,Paper,C Blvck
8,FOCUS DANCE BEAT (feat. Hagman & Abati),AJIMOVOIX DRUMS
9,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft
10,Coming,Naira Marley
11,Professor Peller [Feat. Zlatan] (Official Audio),Seyi Vibez
12,Far Away,Bella Shmurda
13,Kilofeshe,Zinoleesky
14,Koleyewon,Naira Marley
15,Bella Shmurda - Vision2020 [Official Video] ft. Olamide,Bella Shmurda
16,Babylon,Picazo
17,Lil Kesh x Naira Marley - Korope (Audio slide),Lil Kesh
18,KPK (Ko Por Ke) (Official Music Video) (feat. Sho Madjozi & Mohbad),Rexxie
19,Denge Pose (feat. MohBad),Lil Frosh
20,Hello Ẹ,Reminisce
21,God Sent,Seyi Vibez
22,Happiness,Davolee
23,Cash App,Bella Shmurda
24,Mandeman (Remix) (feat. Davido),Small Doctor
25,Omo Ologo (Official Video),LilFroshVEVO
26,Gratitude (feat. Barry Jhay),Superwozzy
27,"What Type Of Dance (feat. Naira Marley, Zlatan & Mayorkun)",Dj Kaywise
28,Zinoleesky - MaPariwo (OFFICIAL VIDEO),Naira Marley
29,KAMBA,Terry Apala
30,Better Better,Jamopyper
31,All The Way,Lil Kesh
32,Available (feat. Mohbad),C Blvck
33,Ori,Barry Jhay
34,Your Body,Mayorkun
35,Rihanna,The Kazez
36,Lagos Anthem,Zlatan
37,Lil Kesh & Naira Marley - O Por (Official Audio),Lil Kesh
38,See Finish (feat. Mayorkun),Dapo Tuburna
39,"Mr Real - Baba Fela Remix (Official Video) ft. Zlatan, Laycon",Mr Real
40,Triumphant (feat. Bella Shmurda),Olamide
41,Lyta - Hold Me Down (Official Video),Naira Marley
42,Chi Chi,Naira Marley
43,Ayewada,Barry Jhay
44,Money,Bella Shmurda
45,Prayer,HotKid
46,90’S,Seyi Vibez
47,"Are You Sure (feat. Naira Marley, Zinoleesky & Emo Grae)",LYTA
48,Kilamiti,Fabian Blu
49,Epo,Davido
