Position,song,artist
1,+234 (Daily Paper),PsychoYP
2,Vibration (feat. VIC MENSA),Sarkodie
3,Crown Of Clay (Remix) (feat. Ashs The Best),Dip Doundou Guiss
4,Vipers (feat. Jesse Jagz & Tomi Thomas),Show Dem Camp
5,From Dusk Till Dawn (Official Audio),25K
6,Tempo (feat. Rakpo & Marti),Ogranya
7,Sore (Remix),Yaw Tog
8,A-Q - Breathe [Feat. Chike] (Official Music Video),ThisisAQ
9,"Right Now Reloaded (feat. Emtee, Nasty C, The Big Hash & Aka)",Gemini Major
10,Steve Biko,Nasty C
11,City of Kings,PsychoYP
12,TBDK (feat. Erigga & Sinzu),M.I Abaga
13,Hmm (Remix) (feat. Blaqbonez & Bad Boy Timz),G4 Boyz
14,Class Clown,TNT Kenya
15,La Hustle (Remix),Medikal
16,Best I Ever Had,Nasty C
17,Rap Messiah,LADIPOE
18,Crown Of Clay (feat. Pheelz),M.I Abaga
19,Midf (Money I Dey Find),Ycee
20,Casino,Sho Madjozi
21,Who Be This Guy (feat. M.I Abaga & Falz),Kheengz
22,A,Jesse Jagz
23,Heartbreaker (feat. Nasty C),Blaqbonez
24,Jack (Visualizer),Nasty C
25,"Kubo (Feat. K.O, Focalistic & Bassie) (Official Music Video)",Kwesta
26,40 Bars (feat. Emtee & DJ Capital),Emtee
27,No Fear (feat. Moliy),M.anifest and VIC MENSA
28,Black And White,Nasty C
29,Truth (feat. Lil Zara),Emtee
30,Champagne Already?,LADIPOE
31,KHALIGRAPH JONES x SARKODIE - WAVY (OFFICIAL VIDEO),khaligraph jones ria
32,BLACK,Shane Eagle
33,1 of 1,Cassper Nyovest
34,Early Momo (feat. Good Girl La),Vector
35,Call Me Baby,Cheque
36,Emtee - Ithemba [C-MIX],Nasty C
37,That Year (feat. Sir Dauda),Show Dem Camp
38,Die There (Hustle),Illbliss
39,STFU,Dremo
40,Blessing,VIC MENSA
41,Once Again Dey Don Dey Vex Me,Ace DJ Xquisite
42,What You Telling Me,Zilla Oaks
43,Loyal,Acebergtm
44,Winning (Official Music Video) (feat. VIC MENSA),Kwesi Arthur
45,Rappers (feat. Dremo),Dreylo
46,The Target,Medikal
47,Jiggy Bop,Alpha P
48,M.anifest - La Vida,M.anifest
