Position,song,artist
1,Essence (feat. Tems),Wizkid
2,Somebody’s Son (Audio),Tiwa Savage
3,Sinner (Official Music Video) (feat. Lucky Daye),Adekunle Gold
4,Ojuju,Troniq Music
5,Sweetness,Sarz
6,Hypnotise (feat. Nonso Amadi),Rowlene
7,king,Fireboy DML
8,WURLD - SPUNK (Official Video),Wurld
9,Runaway,Joeboy
10,Wait For You (feat. Oxlade),Melvitto
11,Ride Or Die,Basketmouth
12,Special Kinda (Audio) (feat. Tay Iwar),Tiwa Savage
13,Piece of Me (feat. Ella Mai),Wizkid
14,Ma Lo,Aramide
15,NEED ME (Official Music Video),Gyakie
16,Someone Else,Olayinka Ehi
17,DKT,Oxlade
18,Snitch (feat. Fousheé),Ayra Starr
19,Somebody,Praiz'
20,Antidote (feat. Adekunle Gold),NAO
21,Promise,Niniola
22,Tattoo,Fireboy DML
23,Running,Chike
24,With you (feat. Nonso Amadi),Shiz
25,Sweet As Temptation,Ogranya
26,Questions (Official Audio),Shekhinah
27,Right Now (Official Video),Elaine
28,Down for You (feat. Boybreed),Aramide
29,Felony,CKay
30,Forever (Remix),Gyakie
31,Supersonic (feat. Tay Iwar),Le Mav
32,CAN'T COME OUTSIDE,WurlD
33,Fixate (Official Lyric Video) (feat. Bey T),Shekhinah
34,Kiss Me Like You Miss Me,CKay
35,Free Mind,Tems
36,Roju,Chike
37,From Time To Time (Official Video),Takura
38,Thunder Fire You (Guitar Acoustic),Ric Hassani
39,In My Bed,Rotimi
40,Slow Down,King Promise
41,Damn,Omah Lay
42,Early Momo (feat. Good Girl La),Vector
43,Here With Me,Karun
44,Fine Fine,Korede Bello
45,Rotimi - What To Do (Official Video),Rotimi
46,The One,Efya
47,Cyclone,KiDi
48,Focused,Azanti
49,Nobody (feat. Jeff Akoh & Kuami Eugene),JaySynths
50,Beautiful,Tomi Owó
