Position,song,artist
1,Amazing God,Mercy Chinwo
2,Never Go Down (feat. Limoblaze),Ada Ehi
3,Adom Grace,Diana Hamilton
4,Jehovah Overdo,Chidinma
5,Yahweh,Mercy Chinwo
6,Beautiful (feat. Nathaniel Bassey),Sinach
7,Everything (Amen),Timi Dakolo
8,Everything,Ada Ehi
9,Indomitable,Jimmy D Psalmist
10,Suddenly,Mercy Chinwo
11,Onyedikagi (feat. Glowrie),Mercy Chinwo
12,Imole,Sola Allyson
13,Iyanu a Sele (feat. Pastor E.A Adeboye & Tope Alabi),Tim Godfrey
14,Worship Your Maker,Dunsin Oyekan
15,Worship Medley (feat. Toks Nnamani),Kaydee Numbere
16,Nothing Without You (feat. Kirk Whalum),Dr Tumi
17,Rejoice in the Lord Philippians 4:4,Victoria Orenze
18,One Moment,Freke Umoh
19,Magnify,Dare David
20,Obinasom,Mercy Chinwo
21,Jesus Jehovah,Lara George
22,Way Maker,Sinach
23,You are Yahweh,Steve Crown
24,We Raise a Sound (feat. 121selah),Nosa
25,My Father & My Friend,Elijah Oyelade
26,Too Faithful,Moses Bliss
27,Excess Love (Live) (feat. Mercy Chinwo),J.J. Hairston
28,Nara,Tim Godfrey
29,Jesus Never Fails,MaryJane Nweke
30,Olorun Agbaye: You Are Mighty (feat. Chandler Moore & OBA),Nathaniel Bassey
31,Knowing You,Minister GUC
32,Love My Home,Sinach
33,Unchangeable,Joe Praize
34,Congratulations (feat. Buchi Atuonwu),Ada Ehi
35,You Are Worthy,Tope Alabi
36,Adonai [Live],Elijah Oyelade
37,God of Vengeance,Minister GUC
38,In Your Hands,Moses Bliss
39,Jesus (feat. Mercy Chinwo),Samsong
40,WE WORSHIP YOU,Frank Edwards
41,Chinedum,Mercy Chinwo
42,Your Word Is Truth (Live),CHRIS SHALOM
43,Show Up,Ema Onyx
44,Covenant Keeping God,Jimmy D Psalmist
45,Battles,Tim Godfrey
46,Peace In the Storm,Sinach
47,Now,Ada Ehi
48,At All Cost,Dunsin Oyekan
49,You No Dey Use Me Play,Ema Onyx
50,Yes And Amen,Tope Alabi
51,Na You Dey Reign,Mercy Chinwo
52,You are Great,Steve Crown
53,Rid Me of Those Things,Elijah Oyelade
54,My Praise (feat. Solomon Lange),Norine Mindeyes
55,Great I Am,Dare David
56,SOLA ALLYSON - ÌRÌ VIDEO,Sola Allyson
57,Omemma,Sinach
58,Omeriwo (feat. Henrisoul & Mercy Chinwo),Sammie Okposo
59,Yahweh Be Praised ( Live ),Emmasings
60,NO OTHER NAME,Frank Edwards
61,All That Matters,GUC
62,Halleluyah,Tope Alabi
63,Fragrance to Fire,Dunsin Oyekan
64,More Than Gold (feat. Mercy Chinwo),Judikay
65,I Overcame,Ada Ehi
66,Under The Canopy,Frank Edwards
67,Hallelujah No Go Finish,Freke Umoh
68,Yours (Live),Minister GUC
69,Imela,Steve Crown
70,Bigger Everyday,"Temple, Festizie, Chris heaven, Membrane, Moses Bliss, and Uwa"
71,SOLA ALLYSON - MIMO,Sola Allyson
72,All Things Are Ready,Sinach
73,Mighty God (feat. Nathaniel Bassey),Steve Crown
74,Imole De,Dunsin Oyekan
75,IZURUKEME (more than enough),Promise Benson
76,Gratitude,Tope Alabi
77,Man of Galilee,Judikay
78,Angels Bow (feat. Phil Thompson),Steve Crown
79,Same God,Segun John
80,Idinma,Judikay
81,How Great You Are (feat. Mercy Chinwo & Nosa),JOEPRAIZE
82,You Are Jehovah,Prospa Ochimana
83,Awesome God,SINACH
84,Yes Lord (Live),Judikay
85,Spirit Pray (Live),Elijah Oyelade
86,I Win,Samsong
87,Yahweh,David G
88,Eze Nara Ekele,Steve Crown
89,We Wait on You,Steve Crown
90,Ebe,Sola Allyson
91,Aye Ole,Infinity
92,Iyin,Sola Allyson
93,Iyin Ye O,Tope Alabi
94,E Dey Work,Samsong
95,Nobody Can,Sammie Okposo
96,Bless Me (feat. Ada Ehi),Mercy Masika
97,My Peace,Elijah Oyelade
98,Iro Halleluyah (feat. Tope Alabi),Mike Abdul
99,Jésù Mi Dà (feat. Puffy Tee & Bidemi Olaoba),Mike Abdul
100,God Alone (Live),Joe Praize
