Position,song,artist
1,Essence (feat. Tems),Wizkid
2,Sinner (Official Music Video) (feat. Lucky Daye),Adekunle Gold
3,NEED ME (Official Music Video),Gyakie
4,Ojuju,Oxlade
5,Sweetness,Sarz
6,Hypnotise (feat. Nonso Amadi),Rowlene
7,WURLD - SPUNK (Official video),Wurld
8,Runaway,Joeboy
9,Ma Lo,Aramide
10,Somebody,Praiz'
11,Snitch (feat. Fousheé),Ayra Starr
12,Tattoo,Fireboy DML
13,Antidote (feat. Adekunle Gold),NAO
14,Piece of Me (feat. Ella Mai),Wizkid
15,Promise,Niniola
16,Chiké & Simi – Running (To You) [Official Video],Chike
17,Wait For You (feat. Oxlade),Melvitto
18,Sweet As Temptation,Ogranya
19,Questions (Official Audio),Shekhinah
20,king,Fireboy DML
21,Someone Else,Olayinka Ehi
22,Right Now (Official Video),Elaine
23,Down for You (feat. Boybreed),Aramide
24,DKT,Oxlade
25,Felony,CKay
26,Forever,Gyakie
27,Ride Or Die,Basketmouth
28,In My Bed,Rotimi
29,Damn,Omah Lay
30,Supersonic (feat. Tay Iwar),Le Mav
31,From Time To Time (Official Video),Takura
32,Cyclone,KiDi
33,CAN'T COME OUTSIDE,Wurld
34,Yebo/Sema (Visualizer),Masego
35,Fixate (Official Lyric Video) (feat. Bey T),Shekhinah
36,Dangerous Love,Tiwa Savage
37,Kiss Me Like You Miss Me,CKay
38,Free Mind,Tems
39,Roju,Chike
40,Rotimi - What To Do (Official Video),Rotimi
41,Thunder Fire You (Guitar Acoustic),Ric Hassani
42,Slow Down,King Promise
43,Early Momo (feat. Good Girl La),Vector
44,Here With Me,Karun
45,Fine Fine,Korede Bello
46,The One,Efya
47,Focused,Azanti
48,Nobody (feat. Jeff Akoh & Kuami Eugene),JaySynths
49,Beautiful,Tomi Owó
50,With you (feat. Nonso Amadi),Shiz
