Position,song,artist
1,Johnny Drille - loving is harder (Official Audio),Johnny Drille
2,Essence (feat. Tems),Wizkid
3,Sinner (Official Music Video) (feat. Lucky Daye),Adekunle Gold
4,Somebody’s Son (Audio),Tiwa Savage
5,Oxlade - Ojuju (Official Video),Oxlade
6,Falling (feat. Kidi),Nviiri The Storyteller
7,Sweetness,Sarz
8,Hypnotise (feat. Nonso Amadi),Rowlene
9,WURLD - SPUNK (Official Video),Wurld
10,Runaway,Joeboy
11,Rotimi - Weapon (Audio) (feat. Fireboy DML),Rotimi
12,Wait For You (feat. Oxlade),Melvitto
13,Piece of Me (feat. Ella Mai),Wizkid
14,Ma Lo,Aramide
15,NEED ME (Official Music Video),Gyakie
16,Running (To You),Chike
17,Someone Else,Olayinka Ehi
18,king,Fireboy DML
19,Slow Down,King Promise
20,Beautiful,Tomi Owó
21,DKT,Oxlade
22,Snitch (feat. Fousheé),Ayra Starr
23,Thunder Fire You (Guitar Acoustic),Ric Hassani
24,Somebody,Praiz'
25,Antidote (feat. Adekunle Gold),NAO
26,Tattoo,Fireboy DML
27,Felony,CKay
28,Special Kinda (Audio) (feat. Tay Iwar),Tiwa Savage
29,Sweet As Temptation,Ogranya
30,Questions (Official Audio),Shekhinah
31,Fine Fine,Korede Bello
32,Right Now (Official Video),Elaine
33,Down for You (feat. Boybreed),Aramide
34,Forever (Remix),Gyakie
35,Early Momo (feat. Good Girl La),Vector
36,Ride Or Die,Basketmouth
37,Damn,Omah Lay
38,Supersonic (feat. Tay Iwar),Le Mav
39,Fixate (Official Lyric Video) (feat. Bey T),Shekhinah
40,Kiss Me Like You Miss Me,CKay
41,Roju (Lord Sky Remix),Chike
42,In My Bed,Rotimi
43,With you (feat. Nonso Amadi),Shiz
44,CAN'T COME OUTSIDE,WurlD
45,Promise,Niniola
46,From Time To Time (Official Video),Takura
47,Here With Me,Karun
48,The One,Efya
49,Free Mind,Tems
50,Cina Soul x KiDi -  Feelings (Official Video),Cina Soul
