Position,song,artist
1,Jack (Visualizer),Nasty C
2,Rise Of The Underdogs 2 (feat. Tomi Thomas),Show Dem Camp
3,TBDK (feat. Erigga & Sinzu),M.I Abaga
4,Coachella (feat. Kwesi Arthur),Sarkodie
5,Sore (Remix),Kwesi Arthur
6,Omo X 100 (feat. Olamide),Reminisce
7,Breathe (feat. Chike),A-Q
8,Steve Biko,Nasty C
9,City of Kings,PsychoYP
10,"Right Now Reloaded (feat. Emtee, Nasty C, Aka & Tellaman)",Gemini Major
11,Crown Of Clay (feat. Pheelz),M.I Abaga
12,Best I Ever Had,Nasty C
13,Glory,Nyashinski
14,Class Clown,TNT Kenya
15,STFU,Dremo
16,Casino,Sho Madjozi
17,Rap Messiah,Ladipoe
18,Truth (feat. Lil Zara),Emtee
19,Champagne Already?,LADIPOE
20,Happy Day (feat. Kuami Eugene),Sarkodie
21,The Target,Medikal
22,Midf (Money I Dey Find),Ycee
23,Own Your Throne,Boity
24,KHALIGRAPH JONES x SARKODIE - WAVY (OFFICIAL VIDEO),khaligraph jones ria
25,1 of 1,Cassper Nyovest
26,Blessing,VIC MENSA
27,The Live Report,AQ
28,Heartbreaker (feat. Nasty C),Blaqbonez
29,Early Momo (feat. Good Girl La),Vector
30,La Hustle remix ft. Criss Wadde & Joey B (Official Video),Medikal
31,40 Bars (feat. Emtee),Emtee
32,Rappers (feat. Dremo),Dreylo
33,Winning (Official Music Video) (feat. VIC MENSA),Kwesi Arthur
34,Shut Up,Blaqbonez
35,What You Telling Me,Zilla Oaks
36,Big Brother,Blaqbonez
37,"Kubo (feat. Bassie, Focalistic & K.O.)",Kwesta
38,Black And White,Nasty C
39,BLACK,Shane Eagle
40,A,Jesse Jagz
41,Emtee - Ithemba [C-MIX],Nasty C
42,Who Be This Guy (feat. FALZ & M.I ABAGA),Kheengz
43,Jiggy Bop,Alpha P
44,Hmm (Remix) (feat. Blaqbonez & Bad Boy Timz),G4 Boyz
45,ON MY JOB (feat. PsychoYP),Sipho the Gift
46,That Year (feat. Sir Dauda),Show Dem Camp
47,No Fear (feat. Moliy),M.anifest and VIC MENSA
48,Once Again Dey Don Dey Vex Me,Ace DJ Xquisite
49,Die There (Hustle),Illbliss
50,Mainland to Island,Oladips
