rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Essence (feat. Tems),Wizkid,1,1,1,1,1,2,2,1.2857142857142858
2,Understand (Lyric Video),Omah Lay,2,2,2,2,2,1,1,1.7142857142857142
3,Soundgasm,Rema,3,3,3,3,3,4,4,3.2857142857142856
4,Bounce (Official Video),Ruger,5,5,5,5,5,3,3,4.428571428571429
5,Feeling,Ladipoe,4,4,4,4,4,9,9,5.428571428571429
6,Outside,Buju,7,7,7,7,7,5,5,6.428571428571429
7,Rock (Official Video),Olamide,6,6,6,6,6,12,12,7.714285714285714
8,Yaba Buluku (Remix) (feat. Preck & Nelson Tivane),Dj Tarico,8,8,8,8,8,7,7,7.714285714285714
9,Ke Star (feat. Vigro Deep),Focalistic,9,9,9,9,9,8,8,8.714285714285714
10,Monalisa,Lojay,10,10,10,10,10,6,6,8.857142857142858
11,Coming,Naira Marley,11,11,11,11,11,15,15,12.142857142857142
12,Naira Marley,Zinoleesky,12,12,12,12,12,16,16,13.142857142857142
13,Dimension (Official Video),JAE5,13,13,13,13,13,17,17,14.142857142857142
14,Show Me,Joeboy,19,19,19,19,19,10,10,16.428571428571427
15,La La (Official Video) (feat. CKay),Davido,16,16,16,16,16,18,18,16.571428571428573
16,Enjoy (Remix),Tekno,17,17,17,17,17,22,22,18.428571428571427
17,Celebrate Me (Official Video),Patoranking,20,20,20,20,20,23,23,20.857142857142858
18,Kilometre,Burna Boy,21,21,21,21,21,24,24,21.857142857142858
19,Bling (feat. Buju & Amaarae),Blaqbonez,27,27,27,27,27,11,11,22.428571428571427
20,Ayra Starr,MavinRecords,24,24,24,24,24,31,31,26.0
21,It Is What It Is,Adekunle Gold,25,25,25,25,25,30,30,26.428571428571427
22,FOR YOU (feat. Davido),Teni,22,22,22,22,22,39,39,26.857142857142858
23,Bounce,Rema,23,23,23,23,23,38,38,27.285714285714285
24,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft,30,30,30,30,30,25,25,28.571428571428573
25,23,Burna Boy,28,28,28,28,28,32,32,29.142857142857142
26,Ginger (feat. Burna Boy),Wizkid,31,31,31,31,31,28,28,30.142857142857142
27,Godly,Omah Lay,32,32,32,32,32,29,29,31.142857142857142
28,Somebody Baby,Davido,29,29,29,29,29,42,42,32.714285714285715
29,Southy Love (feat. Fireboy DML),Peruzzi,34,34,34,34,34,35,35,34.285714285714285
30,History (feat. Fireboy DML),Cheque,33,33,33,33,33,40,40,35.0
31,Infinity (feat. Omah Lay),Olamide,41,41,41,41,41,20,20,35.0
32,Slow Down,King Promise,37,37,37,37,37,33,33,35.857142857142854
33,Loco (Official Audio) (feat. Mayorkun),KDDO,35,35,35,35,35,44,44,37.57142857142857
34,KOLO (feat. Oxlade),Ice Prince,36,36,36,36,36,43,43,38.0
35,The Best (feat. Mayorkun),Davido,40,40,40,40,40,34,34,38.285714285714285
36,Pronto,Ajebo Hustlers,38,38,38,38,38,41,41,38.857142857142854
37,Squander,Niniola,42,42,42,42,42,36,36,40.285714285714285
38,High Way,Dj Kaywise,39,39,39,39,39,46,46,41.0
39,Kilofeshe,Zinoleesky,43,43,43,43,43,37,37,41.285714285714285
40,KPK (Ko Por Ke) (Remix) (Official Audio) (feat. Sho Madjozi),Sho Madjozi,44,44,44,44,44,45,45,44.285714285714285
41,PEPE,Davido,45,45,45,45,45,47,47,45.57142857142857
42,Fine Fine,Korede Bello,46,46,46,46,46,49,49,46.857142857142854
43,Off You (Audio),Kidi,47,47,47,47,47,50,50,47.857142857142854
44,All My Life (feat. Oxlade),M.I Abaga,49,49,49,49,49,48,48,48.714285714285715
45,Door,Joeboy,15,15,15,15,15,201,201,68.14285714285714
46,Berna Reloaded,Fally Ipupa,18,18,18,18,18,201,201,70.28571428571429
47,Felony,CKay,26,26,26,26,26,201,201,76.0
48,Send Me Nudes (feat. Joey B),KiDi,48,48,48,48,48,201,201,91.71428571428571
49,Pempe,Yemi Alade,50,50,50,50,50,201,201,93.14285714285714
50,Forever (Remix),Gyakie,14,201,14,14,14,201,201,94.14285714285714
51,Forever,Gyakie,201,14,201,201,201,13,13,120.57142857142857
52,Flavour,Flavour,201,201,201,201,201,14,14,147.57142857142858
53,Buju,Buju,201,201,201,201,201,19,19,149.0
54,Door,Kwesi Arthur,201,201,201,201,201,21,21,149.57142857142858
55,Enjoyment,Yemi Alade,201,201,201,201,201,26,26,151.0
56,CKay,CKay,201,201,201,201,201,27,27,151.28571428571428
