Position,song,artist
1,Feel Good,Mohbad
2,Zinoleesky - Naira Marley (Official Video),Naira Marley
3,Shako,Barry Jhay
4,Party Next Door,Bella Shmurda
5,KPK (Ko Por Ke) (Official Music Video) (feat. Mohbad & Sho Madjozi),Rexxie
6,Coming,Naira Marley
7,Denge Pose (feat. MohBad),Lil Frosh
8,Mandeman (Remix) (feat. Davido),Small Doctor
9,CDQ - Kogbede ft Wande Coal (Official Video) (feat. CDQ),Sossick
10,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft
11,Omo Ologo (Official Video),LilFroshVEVO
12,Far Away,Bella Shmurda
13,Last Last (Lyric Video),Jaywon
14,Drug Test,Naira Marley
15,Ayewada,Barry Jhay
16,Kilofeshe,Zinoleesky
17,Professor Peller [Feat. Zlatan] (Official Music Video),Seyi Vibez
18,Sheydi Balabala (Refix),Dj Baddo
19,Prayer,HotKid
20,Koleyewon,Naira Marley
21,Bella Shmurda - Vision2020 [Official Video] ft. Olamide,Bella Shmurda
22,FOCUS DANCE BEAT (feat. Hagman & Abati),AJIMOVOIX DRUMS
23,God sent,Seyi Vibez
24,Happiness,Davolee
25,Gratitude (feat. Barry Jhay),Superwozzy
26,"What Type Of Dance (feat. Naira Marley, Zlatan & Mayorkun)",Dj Kaywise
27,KAMBA,Terry Apala
28,Better Better,Jamopyper
29,All The Way,Lil Kesh
30,"Are You Sure (feat. Naira Marley, Zinoleesky & Emo Grae)",LYTA
31,MAKAVELI (Official Audio),T-Classic
32,Paper,C Blvck
33,Epo,Davido
34,Zinoleesky - MaPariwo (OFFICIAL VIDEO),Naira Marley
35,Cash App,Bella Shmurda
36,Lil Kesh & Naira Marley - O Por (Official Audio),Lil Kesh
37,Hello Ẹ,Reminisce
38,Available (feat. Mohbad),C Blvck
39,See Finish (feat. Mayorkun),Dapo Tuburna
40,Babylon,Picazo
41,"Mr Real - Baba Fela Remix (Official Video) ft. Zlatan, Laycon",Mr Real
42,Your Body,Mayorkun
43,Money,Bella Shmurda
44,Ori,Barry Jhay
45,Lyta - Hold Me Down (Official Video),Naira Marley
46,Chi Chi,Naira Marley
47,Triumphant (feat. Bella Shmurda),Olamide
48,90’S,Seyi Vibez
49,Lil Kesh x Naira Marley - Korope (Audio slide),Lil Kesh
50,Lagos Anthem,Zlatan
