Position,song,artist
1,Understand,Omah Lay
2,Essence (feat. Tems),Wizkid
3,Fireboy DML - Peru,Fireboy DML
4,Monalisa,Lojay
5,Yaba Buluku (Remix) (feat. Preck & Nelson Tivane),Dj Tarico
6,Ke Star (feat. Vigro Deep),Focalistic
7,Bounce (Official Video),Ruger
8,Mercy (Official Audio),FalzVEVO
9,Feeling,Ladipoe
10,Soundgasm,Rema
11,Outside,Buju
12,Rock (Official Video),Olamide
13,Bloody Samaritan,Ayra Starr
14,Show Me,Joeboy
15,Forever,Gyakie
16,Testimony,Buju
17,Dimension (Official Video),JAE5
18,Flavour - Berna Reloaded (feat. Fally Ipupa & Diamond Platnumz),Flavour
19,Infinity (feat. Omah Lay),Olamide
20,Door,Joeboy
21,Let Dem Kno,Smallgod
22,Enjoy (Remix),Tekno
23,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft
24,Bounce,Rema
25,Godly,Omah Lay
26,Slow Down,King Promise
27,Bling ft. Amaarae & Buju (Official Video),Blaqbonez
28,La La (Official Video) (feat. CKay),Davido
29,Coming,Naira Marley
30,FOR YOU (feat. Davido),Teni
31,Kilometre,Burna Boy
32,Celebrate Me (Official Video),Patoranking
33,CKay - Felony (Official Music Video),CKay
34,Ginger (feat. Burna Boy),Wizkid
35,Enjoyment (lyric Video),Yemi Alade
36,Southy Love (feat. Fireboy DML),Peruzzi
37,23,Burna Boy
38,History (feat. Fireboy DML),Cheque
39,It Is What It Is,Adekunle Gold
40,Naira Marley,Zinoleesky
41,KOLO (feat. Oxlade),Ice Prince
42,The Best (feat. Mayorkun),Davido
43,Pronto,Ajebo Hustlers
44,Somebody Baby,Davido
45,Squander,Niniola
46,Kilofeshe,Zinoleesky
47,Loco (Official Audio) (feat. Mayorkun),KDDO
48,KPK (Ko Por Ke) (Remix) (Official Audio) (feat. Sho Madjozi),Sho Madjozi
49,PEPE,Davido
50,Off You (Audio),Young Jonn
