Position,song,artist
1,Naira Marley,Zinoleesky
2,Party Next Door,Bella Shmurda
3,Coming,Naira Marley
4,Feel Good,Mohbad
5,FOCUS DANCE BEAT (feat. Hagman & Abati),AJIMOVOIX DRUMS
6,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft
7,Lil Kesh x Naira Marley - Korope (Audio slide),Lil Kesh
8,Far Away,Bella Shmurda
9,KPK (Ko Por Ke) (Official Music Video) (feat. Sho Madjozi & Mohbad),Rexxie
10,Hello Ẹ,Reminisce
11,Zinoleesky - Kilofeshe (Official Video),MarlianMusic HQ
12,Chi Chi,Naira Marley
13,God Sent,Seyi Vibez
14,Sheydi Balabala (Refix),Dj Baddo
15,KAMBA,Terry Apala
16,Happiness,Davolee
17,Cash App,Bella Shmurda
18,Mandeman (Remix) (feat. Davido),Small Doctor
19,Koleyewon,Naira Marley
20,Omo Ologo (Official Video),LilFroshVEVO
21,Bella Shmurda - Vision2020 [Official Video] ft. Olamide,Bella Shmurda
22,Gratitude (feat. Barry Jhay),Superwozzy
23,"Are You Sure (feat. Naira Marley, Zinoleesky & EMO Grae)",LYTA
24,Lagos Anthem,Zlatan
25,Ayewada,Barry Jhay
26,"Mr Real - Baba Fela Remix (Official Video) ft. Zlatan, Laycon",Mr Real
27,90’S,Seyi Vibez
28,"What Type Of Dance (feat. Naira Marley, Zlatan & Mayorkun)",Dj Kaywise
29,Better Better,Jamopyper
30,Your Body,Mayorkun
31,Zinoleesky - MaPariwo (OFFICIAL VIDEO),Naira Marley
32,As E Dey Go,Naira Marley
33,See Finish (feat. Mayorkun),Dapo Tuburna
34,Triumphant (feat. Bella Shmurda),Olamide
35,Lesse passe,Bella Shmurda
36,Opor (Remix),Rexxie
37,All The Way,Lil Kesh
38,Lowo Lowo (Remix) (feat. Davido),May D
39,Money,Bella Shmurda
40,Love (Official Video),Davolee
41,Available (feat. Mohbad),C Blvck
42,Baba Nla (feat. Teni),Candy Bleakz
43,Caro,Idowest Ft Davido
44,Lil Kesh & Naira Marley - O Por (Official Audio),Lil Kesh
45,Cho Cho (feat. Davido & Mayorkun),Zlatan
46,Lyta - Hold Me Down (Official Video),Naira Marley
47,Prayer,HotKid
48,Ori,Barry Jhay
49,Epo,Davido
50,If No Be You (feat. Mayorkun),Jamopyper
