Position,song,artist
1,Vibration (feat. VIC MENSA),Sarkodie
2,Crown Of Clay (Remix) (feat. Ashs The Best),Dip Doundou Guiss
3,Vipers (feat. Jesse Jagz & Tomi Thomas),Show Dem Camp
4,Jack (Visualizer),Nasty C
5,From Dusk Till Dawn (Official Audio),25K
6,Sore (Remix),Yaw Tog
7,Crown Of Clay (feat. Pheelz),M.I Abaga
8,Breathe (feat. Chike),A-Q
9,TBDK (feat. Erigga & Sinzu),M.I Abaga
10,"Right Now Reloaded (feat. Emtee, Nasty C, The Big Hash & Aka)",Gemini Major
11,Steve Biko,Nasty C
12,City of Kings,PsychoYP
13,Hmm (Remix) (feat. Blaqbonez & Bad Boy Timz),G4 Boyz
14,Class Clown,TNT Kenya
15,Rappers (feat. Dremo),Dreylo
16,Best I Ever Had,Nasty C
17,Rap Messiah,LADIPOE
18,Die There (Hustle),Illbliss
19,Midf (Money I Dey Find),Ycee
20,Casino,Sho Madjozi
21,A,Jesse Jagz
22,Heartbreaker (feat. Nasty C),Blaqbonez
23,"Kubo (Feat. K.O, Focalistic & Bassie) (Official Music Video)",Kwesta
24,No Fear (feat. Moliy),M.anifest and VIC MENSA
25,Truth (feat. Lil Zara),Emtee
26,Champagne Already?,LADIPOE
27,KHALIGRAPH JONES x SARKODIE - WAVY (OFFICIAL VIDEO),khaligraph jones ria
28,BLACK,Shane Eagle
29,The Live Report,AQ
30,1 of 1,Cassper Nyovest
31,Once Again Dey Don Dey Vex Me,Ace DJ Xquisite
32,40 Bars (feat. Emtee),Emtee
33,Early Momo (feat. Good Girl La),Vector
34,Call Me Baby,Cheque
35,Shut Up,Blaqbonez
36,Black And White,Nasty C
37,La Hustle remix ft. Criss Wadde & Joey B (Official Video),Medikal
38,Emtee - Ithemba [C-MIX],Nasty C
39,The Target,Medikal
40,That Year (feat. Sir Dauda),Show Dem Camp
41,Glory,Nyashinski
42,STFU,Dremo
43,Blessing,VIC MENSA
44,Who Be This Guy (feat. M.I Abaga & Falz),Kheengz
45,What You Telling Me,Zilla Oaks
46,Big Brother,Blaqbonez
47,AcebergTM - Loyal (Official Lyrics Visualizer),Acebergtm
48,Jiggy Bop,Alpha P
49,Winning (Official Music Video) (feat. VIC MENSA),Kwesi Arthur
