Position,song,artist
1,Understand,Omah Lay
2,Peru,Fireboy DML
3,Somebody’s Son (Audio),Tiwa Savage
4,Monalisa,Lojay
5,Bounce (Official Video),Ruger
6,Lie (Audio),Kizz Daniel
7,Let Me Know (Official Music Video),Mayorkun
8,Essence (feat. Tems),Wizkid
9,Bloody Samaritan,Ayra Starr
10,Soundgasm,Rema
11,Feeling,Ladipoe
12,Ojuju,Troniq Music
13,Forever (Remix),Gyakie
14,Let Dem Kno,Kwesi Arthur
15,Yaba Buluku (Remix) (feat. Preck & Nelson Tivane),Dj Tarico
16,Ke Star (feat. Vigro Deep),Focalistic
17,"Juls featuring Niniola - ""Love Me"" (Lyric Video)",Juls
18,Ogogoro (Official Audio),Yemi Alade
19,Outside,Buju
20,Fendi (feat. Joeboy),Blaqbonez
21,Infinity (feat. Omah Lay),Olamide
22,Door,Joeboy
23,Dimension (Official Video),JAE5
24,Rock (Official Video),Olamide
25,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft
26,Timaya - Eff All Day feat. Phyno (Official Video),Timaya
27,Somebody Baby,Davido
28,Enjoy (Remix),Tekno
29,Bounce,Rema
30,Kilometre,Burna Boy
31,Zinoleesky - Naira Marley (Official Video),Naira Marley
32,Southy Love (feat. Fireboy DML),Peruzzi
33,It Is What It Is,Adekunle Gold
34,Show Me,Joeboy
35,Blaqbonez - Bling ft. Amaarae & Buju  (Official Video) (feat. Oxlade),Blaqbonez
36,Slow Down,King Promise
37,Ginger (feat. Burna Boy),Wizkid
38,La La (Official Video) (feat. CKay),Davido
39,Godly,Omah Lay
40,Flavour - Berna Reloaded (feat. Fally Ipupa & Diamond Platnumz),Flavour
41,Celebrate Me (Official Video),Patoranking
42,FOR YOU (feat. Davido),Teni
43,Felony,CKay
44,Non Living Thing,Sarkodie
45,Testimony,Buju
46,Mercy (Official Music Video),Falz
47,PEPE,Davido
48,23,Burna Boy
49,KOLO (feat. Oxlade),Ice Prince
50,Loco (Official Audio) (feat. Mayorkun),KDDO
