Position,song,artist
1,Feeling,Ladipoe
2,Bounce (Official Video),Ruger
3,All (Official Audio) (feat. Davido),Rexxie
4,Southy Love (feat. Fireboy DML),Peruzzi
5,Rock (Official Video),Olamide
6,KOLO (feat. Oxlade),Ice Prince
7,Kilometre,Burna Boy
8,Ke Star (feat. Vigro Deep),Focalistic
9,Ginger (feat. Burna Boy),Wizkid
10,Too Correct,Crayon
11,INJURE ME,Teni
12,Coming,Naira Marley
13,High Way,Dj Kaywise
14,Zinoleesky - Kilofeshe (Official Video),MarlianMusic HQ
15,Bounce,Rema
16,All My Life (feat. Oxlade),M.I Abaga
17,Somebody Baby,Davido
18,Koroba,Tiwa Savage
19,Make Up Your Mind (feat. Tekno),Ice Prince
20,Your Body,Mayorkun
21,Godly,Omah Lay
22,Coachella (feat. Kwesi Arthur),Sarkodie
23,Constantly (feat. Mayorkun & Peruzzi),Speroachbeatz
24,Loading (feat. Bad Boy Timz),Olamide
25,The Best (feat. Mayorkun),Davido
26,Door,Kwesi Arthur
27,Tonongo,Sarz
28,Verified (feat. Mayorkun),Laycon
29,Baajo,Joeboy
30,Shadé,Fireboy DML
31,Suzanna,Sauti Sol
32,Onyeka (Baby),Burna Boy
33,Abule,Patoranking
34,Woman,Rema
35,AG Baby,Nailah Blackman
36,Enjoy (Remix),Tekno
37,World People,Basketmouth
38,My Bebe,Omah Lay
39,If You No Love (feat. Mayorkun),Chike
40,Spiritual (feat. Patoranking & Kuami Eugene),KiDi
41,See Love,Peruzzi
42,MONEY DANCE,Dice Ailes
43,Fendi (feat. Joeboy),Blaqbonez
44,Dollar (feat. R2bees),DJ Spinall
45,African Sugar (feat. Tiwa Savage),Tayc
46,French Kiss,Mr Eazi
47,TBDK (feat. Erigga & Sinzu),M.I Abaga
48,Dollar On You,Kuami Eugene
49,Roma (feat. Terri),Wizkid
50,Kilode (feat. WES7AR 22),Drvmroll
