rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Feeling,"LADIPOE, Buju",2,2,1,2,1,1,2,1.5714285714285714
2,Bounce,Ruger,1,1,3,1,2,2,1,1.5714285714285714
3,Rock,Olamide,3,3,2,3,3,3,3,2.857142857142857
4,Soundgasm,Rema,4,4,4,4,4,4,4,4.0
5,Outside,Buju,5,5,5,5,5,5,5,5.0
6,Dimension (feat. Skepta & Rema),"Jae5, Skepta, Rema",6,6,6,8,9,6,7,6.857142857142857
7,Essence (feat. Tems),"Wizkid, Tems",8,7,8,7,7,7,6,7.142857142857143
8,Bling (feat. Amaarae & Buju),"Blaqbonez, amaarae, Buju",7,8,7,6,8,9,11,8.0
9,Coming,"Naira Marley, Busiswa",10,10,9,11,10,8,10,9.714285714285714
10,Felony,CKay,9,11,11,10,12,11,8,10.285714285714286
11,Confident,"Savage, Buju",22,9,12,9,6,10,12,11.428571428571429
12,Forever (Remix),"Gyakie, Omah lay",12,13,13,14,13,12,9,12.285714285714286
13,PonPon,"Olamide, FAVE",11,12,10,12,11,15,17,12.571428571428571
14,It Is What It Is,Adekunle Gold,13,14,14,13,15,14,14,13.857142857142858
15,LV N ATTN feat. Wizkid,"Lojay, Sarz, Wizkid",14,15,15,15,14,13,13,14.142857142857142
16,Ke Star (Remix),"Focalistic, DaVido, Virgo Deep",16,16,20,17,16,17,15,16.714285714285715
17,Kilometre,Burna Boy,19,19,16,16,21,16,18,17.857142857142858
18,Bounce,Rema,18,17,17,18,23,21,20,19.142857142857142
19,Somebody Baby,"Peruzzi, DaVido",17,18,31,23,27,24,21,23.0
20,Show Me,Joeboy,26,23,30,19,18,20,30,23.714285714285715
21,History,"Cheque, Fireboy Dml",30,28,19,36,17,18,22,24.285714285714285
22,Oliver Twist,ArrDee,34,27,23,20,19,19,29,24.428571428571427
23,Pronto,"Ajebo Hustlers, Omah lay",25,26,24,25,25,27,28,25.714285714285715
24,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo",27,24,33,21,22,28,25,25.714285714285715
25,Hallelu,"Masterkraft, Bella Shmurda, Zlatan",31,29,25,22,26,25,23,25.857142857142858
26,Infinity,"Olamide, Omah lay",24,33,28,26,31,22,24,26.857142857142858
27,FOR YOU,"Teni, DaVido",29,25,32,30,24,23,26,27.0
28,Jailer,"Olamide, Jaywillz",21,21,18,24,29,43,39,27.857142857142858
29,Naira Marley,Zinoleesky,20,31,21,32,47,29,27,29.571428571428573
