Position,artist,album
1,Rexxie,A True Champion
2,Olamide,UY Scuti
3,Doja Cat,Planet Her (Deluxe)
4,Lil Baby,The Voice of the Heroes
5,Maroon 5,JORDI (Deluxe)
6,Logic,YS Collection Vol. 1
7,Burna Boy,Twice As Tall
8,Wizkid,Made In Lagos
9,"Tyler, The Creator",CALL ME IF YOU GET LOST
10,Lojay,LV N ATTN
11,POLO G,Hall of Fame
12,Doja Cat,Planet Her
13,Ruger,PANDEMIC
14,Migos,Culture III (Deluxe)
15,Central Cee,Wild West
16,G4 Boyz,Scam
17,Erigga,Before the Chaos-EP
18,J. Cole,The Off-Season
19,Migos,Culture III
20,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack)
21,The Cavemen.,ROOTS
22,Pop Smoke,Meet The Woo 2 (Deluxe)
23,Lil Durk,Just Cause Y'all Waited 2 (Deluxe)
24,DaVido,Best Of Davido
25,Blaqbonez,Sex Over Love
26,Corizo,Chronicles of CORIZO
27,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
28,Lil Wayne,Tha Carter III
29,Juice Wrld,Legends Never Die
30,Juice Wrld,Goodbye & Good Riddance
31,Cardi B,Invasion of Privacy
32,Meek Mill,Championships
33,NF,The Search
34,Peruzzi,Rum & Boogie
35,Nasty C,Strings And Bling
36,Show Dem Camp,Palmwine Music 2
37,Dave,PSYCHODRAMA
38,Khalid,Free Spirit
39,Roddy Ricch,Please Excuse Me for Being Antisocial
40,Jon Bellion,The Definition
41,Don Moen,Don Moen Collection
42,Lin-Manuel Miranda,Hamilton (Original Broadway Cast Recording)
43,Kendrick Lamar,DAMN.
44,24kgoldn,El Dorado
45,NF,CLOUDS (THE MIXTAPE)
46,KCee,Cultural Praise
47,Lucky Dube,Prisoner (Remastered)
48,Lil Tjay,Destined 2 Win
49,Jorja Smith,Be Right Back
50,Joyner Lucas,ADHD
51,Healy,Tungsten
52,Jazmine Sullivan,Heaux Tales
53,Teni,WONDALAND
54,Olivia Rodrigo,SOUR
55,Tomi Thomas,Hopeless Romantic
56,Juice Wrld,Goodbye & Good Riddance (Anniversary Edition)
57,Ski Mask the Slump God,Sin City The Mixtape
58,Laycon,...Shall We Begin...
59,Justin Bieber,Justice
60,Victony,Saturn
61,Drake,Scorpion
62,Travis Scott,ASTROWORLD
63,Fireboy Dml,APOLLO
64,Juice Wrld,Death Race For Love
65,Labrinth,Euphoria (Original Score from the HBO Series)
66,Ajebutter22,Make E No Cause Fight 2
67,SAINt JHN,While The World Was Burning
68,POLO G,THE GOAT
69,Michael Jackson,Bad 25th Anniversary
70,Duncan Mighty,Legacy (Ahamefuna)
71,Barry Jhay,Barry Back
72,Tatiana Manaois,Love Diaries of an Introvert
73,1spirit & Theophilus Sunday,Prayer (Live)
74,Show Dem Camp,The Palmwine Express
75,Show Dem Camp,Palmwine Music
76,Zilla Oaks,NO ZZZZ 2
77,Nura M. Inuwa,Ni Da Ku
78,Nasty C,Zulu Man With Some Power
79,Luh Kel,Mixed Emotions
80,Kanye West,The Life Of Pablo
81,Young Thug,Beautiful Thugger Girls
82,Tay-K,Santana World
83,1spirit & Theophilus Sunday,"Love, Death & Glory"
84,Tiara Imani,Cycles
85,Tom Grennan,Evering Road
86,Various Artists,Amapiano Mix
87,Westlife,Greatest Hits
88,Yung L,Juice & Zimm
89,PARTYNEXTDOOR,PARTYNEXTDOOR TWO
90,Chris Morgan,Another Revolution (Timeless Worship)
91,Hai-Kyung Suh,Mozart Piano Concertos 19\u221920\u221921\u221923
92,Future,FUTURE
93,SZA,Ctrl
94,"Tyler, The Creator",Flower Boy
95,Dremo,Ea$t N We$t
96,DJ Khaled,KHALED KHALED
97,Quando Rondo,Still Taking Risks
98,Nami,I AM NAMI
99,Otis Kane,Purple BLUE
100,Various Artists,Gully (Original Motion Picture Soundtrack)
