,Position,song,artist
0,1,Peru,Fireboy Dml
1,2,Lie,Kizz Daniel
2,3,Understand,Omah lay
3,4,Bloody Samaritan,Ayra Starr
4,5,Sinner,Adekunle Gold
5,6,Essence (feat. Justin Bieber & Tems),Wizkid
6,7,Monalisa,Lojay
7,8,Bounce,Ruger
8,9,Feel Good,MohBad
9,10,Outside,Buju
10,11,Big Thug Boys,AV
11,12,Let Me Know,Mayorkun
12,13,Feeling,LADIPOE
13,14,Soundgasm,Rema
14,15,Naira Marley,Zinoleesky
15,16,INDUSTRY BABY,Lil Nas X
16,17,Rock,Olamide
17,18,Fashion Killer,Ayra Starr
18,19,Yaba Buluku (Remix),DJ Tárico
19,20,Medicine,Jaywillz
20,21,STAY,The Kid Laroi
21,22,Confident,Savage
22,23,Clash,Dave
23,24,Cocaine,Dai Verse
24,25,Party Next Door,Dangbana Republik
25,31,Felony,CKay
26,32,Dimension (feat. Skepta & Rema),Jae5
27,33,HUSTLE,Teni
28,34,Coming,Naira Marley
29,35,Oliver Twist,ArrDee
30,36,It Is What It Is,Adekunle Gold
31,37,LV N ATTN feat. Wizkid,Lojay
32,38,Cast (Gen Z Anthem),Ayra Starr
33,39,Drug Test,Naira Marley
34,40,Far Away,Dangbana Republik
35,41,Mercy,Falz
36,42,Forever (Remix),Gyakie
37,43,Kilometre,Burna Boy
38,44,Beggie Beggie,Ayra Starr
39,45,Abu Dhabi,Ruger
40,46,Loved By You,Justin Bieber
41,47,Hallelu,Masterkraft
42,48,Bounce,Rema
43,49,Work Fada,Tiwa Savage
44,50,Wid It,Tion Wayne
45,51,RAPSTAR,POLO G
46,52,Alubarika,Zlatan
47,53,Ke Star (Remix),Focalistic
48,54,Tales By Moonlight,Tiwa Savage
49,55,Lazarus,Dave
50,56,Kilofeshe,Zinoleesky
51,57,Wade In The Water (Live),The Spirituals
52,58,Show Me,Joeboy
53,59,MONTERO (Call Me By Your Name),Lil Nas X
54,60,Need To Know,Doja Cat
55,61,Bad Habits,Ed Sheeran
56,62,Somebody Baby,Peruzzi
57,63,History,Cheque
58,64,Special Kinda,Tiwa Savage
59,65,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne
60,66,Motley Crew,Post Malone
61,67,Infinity,Olamide
62,68,Tonongo,Lojay
63,69,Ade Ori,Tiwa Savage
64,70,Call Me Baby,Cheque
65,71,Ginger (feat. Burna Boy),Wizkid
66,72,Lonely,Ayra Starr
67,73,Late At Night,Roddy Ricch
68,74,All,Rexxie
69,75,La La (feat. Ckay),DaVido
70,76,23,Burna Boy
71,77,FOR YOU,Teni
72,78,Early Momo,Vector
73,79,Pronto,Ajebo Hustlers
74,80,Snitch,Ayra Starr
75,81,Bridgertn,Ayra Starr
76,82,Celebrate Me,Patoranking
77,83,Focus,Joeboy
78,84,Damages,Tems
79,85,KOLO (feat. Oxlade),Ice Prince
80,86,Peaches,Justin Bieber
81,87,PonPon,Olamide
82,88,KPK (Ko Por Ke),Rexxie
83,89,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled
84,90,Heartbreak Anniversary,Giveon
85,91,Godly,Omah lay
86,92,Dior,Pop Smoke
87,93,Yafun Yafun,Ajebo Hustlers
