Position,artist,album
1,Dangbana Republik,High Tension 2.0
2,Show Dem Camp,Clone Wars Vol. 5 - The Algorhythm
3,Rexxie,A True Champion
4,J. Cole,The Off-Season
5,Ruger,PANDEMIC
6,Wizkid,Made In Lagos
7,Burna Boy,Twice As Tall
8,Lojay,LV N ATTN
9,Olamide,UY Scuti
10,POLO G,Hall of Fame
11,IDK,USEE4YOURSELF
12,Doja Cat,Planet Her (Deluxe)
13,Blaqbonez,Sex Over Love
14,Tems,For Broken Ears
15,Show Dem Camp,The Palmwine Express
16,Various Artists,Space Jam: A New Legacy (Original Motion Picture Soundtrack)
17,Central Cee,Wild West
18,Lil Durk,Just Cause Y'all Waited 2 (Deluxe)
19,NSG,Roots
20,Omah lay,Get Layd
21,Pop Smoke,Meet The Woo 2 (Deluxe)
22,Dave,PSYCHODRAMA
23,Mariah the Scientist,RY RY WORLD
24,Snoh Aalegra,TEMPORARY HIGHS IN THE VIOLET SKIES
25,"Tyler, The Creator",CALL ME IF YOU GET LOST
26,Limoblaze,God's Favourite Baby
27,Maverick City Music,Jubilee: Juneteenth Edition
28,Runtown,"Soundgod Fest, Vol. 1"
29,Teni,WONDALAND
30,Joeboy,Somewhere Between Beauty & Magic
31,Omah lay,What Have We Done
32,Wizkid,Ayo
33,Fireboy Dml,APOLLO
34,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
35,Skepta,Ignorance is Bliss
36,Bella Shmurda,High Tension
37,DaVido,A Good Time
38,LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD (feat. Sia, Diplo & Labrinth)"
39,Juice Wrld,Death Race For Love
40,The Flowolf,Full Moon
41,Burna Boy,Outside
42,Powfu,drinking under the streetlights
43,Cardi B,Invasion of Privacy
44,JACKBOYS,JACKBOYS
45,Burna Boy,African Giant
46,Kehlani,While We Wait
47,KIDS SEE GHOSTS,KIDS SEE GHOSTS
48,Show Dem Camp,Palmwine Music
49,Oxlade,OXYGENE
50,Awilo Longomba,Coup\u00e9 bibamba
51,Erigga,The Erigma II
52,Lady Donli,Enjoy Your Life
53,Simi,Omo Charlie Champagne Vol. 1
54,Drake,Take Care (Deluxe)
55,Imagine Dragons,Origins (Deluxe)
56,Drake,Scorpion
57,Jaden,SYRE
58,21 Savage,Issa Album
59,The Weeknd,Starboy
60,Vince Staples,Vince Staples
61,MiZZle,In The Dark
62,Doja Cat,Planet Her
63,Maverick City Music,"Maverick City Music, Vol. 3: Pt. 1"
64,Tone Stith,FWM
65,Lil Baby,The Voice of the Heroes
66,Olivia Rodrigo,SOUR
67,BadboyMarz,Mars
68,Rejjie Snow,Baw Baw Black Sheep
69,Young M.A,Off the Yak
70,DJ Khaled,KHALED KHALED
71,Moneybagg Yo,A Gangsta\u2019s Pain
72,Dremo,Ea$t N We$t
73,Young Stoner Life,Slime Language 2
74,Justin Bieber,Justice
75,AJ Tracey,Flu Game
76,Rod Wave,SoulFly
77,The Weeknd,The Highlights
78,Fredo,Money Can't Buy Happiness
79,Ric Hassani,The Prince I Became
80,Basketmouth,Yabasi
81,SL,Different Dude
82,Timaya,Gratitude
83,Adekunle Gold,"Afro Pop, Vol. 1"
84,Don Toliver,Heaven Or Hell
85,The Kid Laroi,F*CK LOVE
86,Judikay,Man Of Galilee
87,Korede Bello,Table For Two
88,Cheque,Razor
89,A Boogie Wit da Hoodie,Artist 2.0 (Deluxe)
90,Fireboy Dml,"Laughter, Tears & Goosebumps"
91,Post Malone,Hollywood's Bleeding
92,Victor AD,RED EYE
93,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
94,Eminem,The Slim Shady LP (Expanded Edition)
95,21 Savage,i am > i was (Deluxe)
96,BTS,Love Yourself \u7d50 'Answer'
97,Travis Scott,ASTROWORLD
98,Ski Mask the Slump God,Sin City The Mixtape
99,XXXTentacion,?
100,Dave,Game Over
