Position,artist,album
1,Dave,We're All Alone In This Together
2,Dangbana Republik,High Tension 2.0
3,Ajebo Hustlers,"Kpos Lifestyle, Vol. 1"
4,Wizkid,Made In Lagos
5,Obongjayar,Sweetness
6,Lojay,LV N ATTN
7,Billie Eilish,Happier Than Ever
8,The Kid Laroi,F*CK LOVE 3+: OVER YOU
9,Ruger,PANDEMIC
10,Kida Kudz,TOP MEMBA
11,Yung Bleu,Moon Boy
12,Pop Smoke,Faith (Deluxe)
13,Skepta,All In
14,Tory Lanez,We Outside
15,Doja Cat,Planet Her
16,Olamide,UY Scuti
17,POLO G,Die A Legend
18,Blaqbonez,Sex Over Love
19,KSI,All Over The Place (Platinum VIP Edition)
20,Anne-Marie,Therapy
21,Willow,lately I feel EVERYTHING
22,Jaywillz,Love or the Word (EP)
23,Teni,WONDALAND
24,SAINt JHN,While The World Was Burning
25,Pop Smoke,Faith
26,Starboy,SoundMan Vol. 1
27,The Kid Laroi,F*CK LOVE 3: OVER YOU
28,Drake,Take Care (Deluxe)
29,NF,Therapy Session
30,Stormzy,Gang Signs & Prayer
31,Wizkid,Sounds From The Other Side
32,XXXTentacion,?
33,Kanye West,Graduation
34,Dave,PSYCHODRAMA
35,Burna Boy,African Giant
36,KCee,Cultural Praise
37,J Hus,Big Conspiracy
38,The Cavemen.,ROOTS
39,Rod Wave,SoulFly
40,DaVido,A Better Time
41,Blxst,No Love Lost (Deluxe)
42,Central Cee,Wild West
43,The Weeknd,The Highlights
44,Abra Cadabra,Product of My Environment
45,Lil Durk,The Voice (Deluxe)
46,Lil Baby,The Voice of the Heroes
47,Kizz Daniel,King Of Love
48,Rema,Rema
49,Jeriq,Hood Boy Dreams
50,Alpha P,"Wolves & Mustangs, Vol. 1"
51,Morray ,Street Sermons
52,Post Malone,Hollywood's Bleeding
53,Kanye West,JESUS IS KING
54,Joyner Lucas,ADHD
55,Joeboy,Love & Light
56,Lil Baby,My Turn (Deluxe)
57,AURORA,MUSIC FOR THE FREE SPIRITS
58,Bruno Mars,Unorthodox Jukebox
59,42 Dugg,Free Dem Boyz
60,Justin Bieber,Justice
61,Beyonc\u00e9,Lemonade
62,Avicii,TIM
63,DaVido,A Good Time
64,Chike,Boo of the Booless
65,Giveon,TAKE TIME
66,Cheque,Razor
67,Burna Boy,Twice As Tall
68,Nasty C,Zulu Man With Some Power
69,Timaya,Gratitude
70,Joeboy,Somewhere Between Beauty & Magic
71,Sia,Music (Songs From And Inspired By The Motion Picture)
72,Migos,Culture III (Deluxe)
73,Passenger,Songs for the Drunk and Broken Hearted
74,Sarkodie,No Pressure
75,King Sunny Ade,Seven Degrees North
76,Boyz II Men,Twenty
77,A\u1e63a,Asa (Asha)
78,Lil Wayne,I Am Not A Human Being II
79,Nas,Stillmatic
80,P-Square,Best Of P-Square
81,J. Cole,2014 Forest Hills Drive
82,Various Artists,Budweiser (Remix)
83,Travis Greene,The Hill
84,Rihanna,ANTI
85,Jon Bellion,The Human Condition
86,Boyz II Men,Under the Streetlight
87,Kiss Daniel,New Era
88,J. Cole,KOD
89,Travis Scott,ASTROWORLD
90,A Boogie Wit da Hoodie,Hoodie SZN
91,2baba,Unstoppable International
92,Khalid,Free Spirit
93,Lil Tjay,Destined 2 Win
94,Roddy Ricch,Please Excuse Me for Being Antisocial
95,Bella Shmurda,High Tension
96,Pop Smoke,Shoot For The Stars Aim For The Moon
97,Juice Wrld,Legends Never Die
98,Joji,Nectar
99,21 Savage,SAVAGE MODE II
100,Kenah,3:05 Musing
