Position,artist,album
1,Lil Baby,The Voice of the Heroes
2,Lojay,LV N ATTN
3,Ruger,PANDEMIC
4,G4 Boyz,Scam
5,Central Cee,Wild West
6,The Cavemen.,ROOTS
7,Olivia Rodrigo,SOUR
8,Justin Bieber,Justice
9,J. Cole,The Off-Season
10,Kendrick Lamar,DAMN.
11,Wizkid,Made In Lagos
12,Elevation Worship,Old Church Basement
13,Teni,WONDALAND
14,Jon Bellion,The Human Condition
15,Drake,More Life
16,NF,The Search
17,Juice Wrld,Goodbye & Good Riddance (Anniversary Edition)
18,Odumodublvck,Time & Chance (Deluxe)
19,Basketmouth,Yabasi
20,Omah lay,What Have We Done
21,Abra Cadabra,Product of My Environment
22,NF,CLOUDS (THE MIXTAPE)
23,Dremo,Ea$t N We$t
24,J. Cole,2014 Forest Hills Drive
25,Corizo,Chronicles of CORIZO
26,Tomi Thomas,Hopeless Romantic
27,DMX,Exodus
28,Jon Bellion,Glory Sound Prep
29,Omah lay,Get Layd
30,Fireboy Dml,APOLLO
31,Fireboy Dml,"Laughter, Tears & Goosebumps"
32,Sleepy Hallow,Still Sleep?
33,Burna Boy,African Giant
34,21 Savage,Spiral: From The Book of Saw Soundtrack
35,Lloyd Banks,The Course of the Inevitable
36,Show Dem Camp,Palmwine Music 2
37,POLO G,THE GOAT
38,Ayra Starr,Ayra Starr
39,Sam Smith,Love Goes
40,Lil Durk,The Voice
41,Joeboy,Somewhere Between Beauty & Magic
42,Sia,Music (Songs From And Inspired By The Motion Picture)
43,KCee,Cultural Praise
44,Blaqbonez,Sex Over Love
45,KDDO,TOO LATE TOO LIT (EP)
46,A-Q,GOLDEN
47,Rema,Bad Commando
48,AURORA,All My Demons Greeting Me As A Friend (Deluxe)
49,B\u00d8RNS,Dopamine
50,DaVido,Best Of Davido
51,Jon Bellion,The Definition
52,Wizkid,Superstar
53,Juice Wrld,Goodbye & Good Riddance
54,Drake,Dark Lane Demo Tapes
55,Post Malone,beerbongs & bentleys
56,Olamide,YBNL
57,Burna Boy,Outside
58,Oxlade,OXYGENE
59,Dax,I'll Say It For You
60,Lil Baby,My Turn
61,Burna Boy,Twice As Tall
62,Bella Shmurda,High Tension
63,Roddy Ricch,Please Excuse Me for Being Antisocial
64,Starboy,SoundMan Vol. 1
65,DaVido,A Good Time
66,Ella Mai,Ella Mai
67,Guns N' Roses,Use Your Illusion II
68,Various Artists,Most wanted
69,Rae Sremmurd,SR3MM
70,Shadow Sage,Sage Tales
71,Meghan Trainor,Title (Expanded Edition)
72,Daniel Caesar,Freudian
73,KIDS SEE GHOSTS,KIDS SEE GHOSTS
74,Moneybagg Yo,Time Served (Deluxe)
75,Abra Cadabra,Mixed Emotions - EP
76,Emtee,LOGAN
77,Krept & Konan,Revenge Is Sweet
78,August Alsina,This Thing Called Life
79,Two Steps from Hell,Archangel
80,Olu Maintain,Olu Maintain
81,Playboi Carti,Die Lit
82,Justin Bieber,Changes
83,MadeinTYO,"Sincerely, Tokyo"
84,NLE Choppa,From Dark to Light
85,Jack Harlow,Thats What They All Say
86,Piff Marti,Songs From The Internet: RELOADED
87,Trevor Jackson,The Love Language
88,Nathaniel Bassey,Hallelujah Again (Revelation 19:3)
89,Deno,Boy Meets World
90,Anoyd,Blame It On Jay Z
91,Post Malone,Hollywood's Bleeding
92,Years & Years,Communion (Deluxe)
93,Nicki Minaj,The Pinkprint
94,Imagine Dragons,Night Visions
95,Freddie Mcgregor,Big Ship
96,XXXTentacion,17
97,Juice Wrld,Legends Never Die
98,Giveon,TAKE TIME
99,Flavour,Blessed
100,FLETCHER,THE S(EX) TAPES
