,Position,song,artist
0,1,Mood (feat. Buju),Wizkid
1,2,Peru,Fireboy Dml
2,3,Bloody Samaritan,Ayra Starr
3,4,Understand,Omah lay
4,5,Lie,Kizz Daniel
5,6,High,Adekunle Gold
6,7,Anoti,Wizkid
7,8,Feel Good,MohBad
8,9,Monalisa,Lojay
9,10,Question,Burna Boy
10,11,Essence (feat. Justin Bieber & Tems),Wizkid
11,12,Sinner,Adekunle Gold
12,13,Bounce,Ruger
13,14,Girls Want Girls,Drake
14,15,Cocaine,Dai Verse
15,16,Outside,Buju
16,17,Fountains,Drake
17,18,Big Thug Boys,AV
18,19,Fashion Killer,Ayra Starr
19,20,Feeling,LADIPOE
20,21,Ojuju,Troniq Music
21,22,Let Me Know,Mayorkun
22,23,Fair Trade,Drake
23,24,Soundgasm,Rema
24,25,Naira Marley,Zinoleesky
25,31,STAY,The Kid Laroi
26,32,Steady,Wizkid
27,33,Confident,Savage
28,34,Champagne Poetry,Drake
29,35,Hurricane,Kanye West
30,36,Yaba Buluku (Remix),DJ Tárico
31,37,In The Bible,Drake
32,38,Clash,Dave
33,39,Love All,Drake
34,40,Party Next Door,Dangbana Republik
35,41,Felony,CKay
36,42,Bling (feat. Amaarae & Buju),Blaqbonez
37,43,So Cold,Bella Shmurda
38,44,Testimony,Buju
39,45,System,Dave
40,46,Dimension (feat. Skepta & Rema),Jae5
41,47,TSU,Drake
42,48,Jail,Kanye West
43,49,Oliver Twist,ArrDee
44,50,It Is What It Is,Adekunle Gold
45,51,Papi’s Home,Drake
46,52,Cast (Gen Z Anthem),Ayra Starr
47,53,Essence (feat. Tems),Wizkid
48,54,N 2 Deep,Drake
49,55,Coming,Naira Marley
50,56,Kilometre,Burna Boy
51,57,7am On Bridle Path,Drake
52,58,Forever (Remix),Gyakie
53,59,Knife Talk,Drake
54,60,Mercy,Falz
55,61,Hallelu,Masterkraft
56,62,Beggie Beggie,Ayra Starr
57,63,Ginger (feat. Burna Boy),Wizkid
58,64,Abu Dhabi,Ruger
59,65,HUSTLE,Teni
60,66,Far Away,Dangbana Republik
61,67,Bounce,Rema
62,68,No Friends In The Industry,Drake
63,69,Drug Test,Naira Marley
64,70,LV N ATTN feat. Wizkid,Lojay
65,71,Show Me,Joeboy
66,72,RAPSTAR,POLO G
67,73,Need To Know,Doja Cat
68,74,Alubarika,Zlatan
69,75,Wid It,Tion Wayne
70,76,Loved By You,Justin Bieber
71,77,Pipe Down,Drake
72,78,Alone,Oladapo
73,79,Colorado,Zugo
74,80,MY KIND OF BROWN,Johnny Drille
75,81,Reckless,Wizkid
76,82,Blessed (feat. Damian Marley),Wizkid
77,83,Lonely,Ayra Starr
78,84,Race My Mind,Drake
79,85,Yebba’s Heartbreak,Drake
80,86,Get Along Better,Drake
81,87,Lazarus,Dave
82,88,Praise God,Kanye West
83,89,Bridgertn,Ayra Starr
84,90,IMY2,Drake
85,91,Moon,Kanye West
86,92,ova,Johnny Drille
87,93,Kilofeshe,Zinoleesky
