,Position,song,artist
0,1,Mood (feat. Buju),Wizkid
1,2,Anoti,Wizkid
2,3,Steady,Wizkid
3,4,Peru,Fireboy Dml
4,5,Essence (feat. Justin Bieber & Tems),Wizkid
5,6,Lie,Kizz Daniel
6,7,Question,Burna Boy
7,8,Bloody Samaritan,Ayra Starr
8,9,Understand,Omah lay
9,10,Jail,Kanye West
10,11,Sinner,Adekunle Gold
11,12,Monalisa,Lojay
12,13,Feel Good,MohBad
13,14,Bounce,Ruger
14,15,Outside,Buju
15,16,Let Me Know,Mayorkun
16,17,Big Thug Boys,AV
17,18,Fashion Killer,Ayra Starr
18,19,Naira Marley,Zinoleesky
19,20,Hurricane,Kanye West
20,21,Feeling,LADIPOE
21,22,Off The Grid,Kanye West
22,23,God Breathed,Kanye West
23,24,Donda Chant,Kanye West
24,25,Praise God,Kanye West
25,31,STAY,The Kid Laroi
26,32,INDUSTRY BABY,Lil Nas X
27,33,Yaba Buluku (Remix),DJ Tárico
28,34,Ile Aye (This Life),Josseyan-tizzy
29,35,Jonah,Kanye West
30,36,Somebody’s Son,Tiwa Savage
31,37,Cocaine,Dai Verse
32,38,Ginger (feat. Burna Boy),Wizkid
33,39,Reckless,Wizkid
34,40,Confident,Savage
35,41,Ok Ok,Kanye West
36,42,Party Next Door,Dangbana Republik
37,43,Junya,Kanye West
38,44,Clash,Dave
39,45,Testimony,Buju
40,46,Believe What I Say,Kanye West
41,47,Blessed (feat. Damian Marley),Wizkid
42,48,Bling (feat. Amaarae & Buju),Blaqbonez
43,49,Dimension (feat. Skepta & Rema),Jae5
44,50,Moon,Kanye West
45,51,System,Dave
46,52,It Is What It Is,Adekunle Gold
47,53,Felony,CKay
48,54,HUSTLE,Teni
49,55,Remote Control,Kanye West
50,56,Colorado,Zugo
51,57,Longtime (feat. Skepta),Wizkid
52,58,Donda,Kanye West
53,59,24,Kanye West
54,60,Beggie Beggie,Ayra Starr
55,61,No Child Left Behind,Kanye West
56,62,Cast (Gen Z Anthem),Ayra Starr
57,63,family ties,Baby Keem
58,64,Oliver Twist,ArrDee
59,65,LV N ATTN feat. Wizkid,Lojay
60,66,Heaven and Hell,Kanye West
61,67,Drug Test,Naira Marley
62,68,Kilometre,Burna Boy
63,69,Keep My Spirit Alive,Kanye West
64,70,Coming,Naira Marley
65,71,Far Away,Dangbana Republik
66,72,Jesus Lord,Kanye West
67,73,Mighty Wine,Wizkid
68,74,Bounce,Rema
69,75,Fire Fighter,Kashcoming
70,76,No Stress,Wizkid
71,77,Forever (Remix),Gyakie
72,78,Mercy,Falz
73,79,True Love (feat. Tay Iwar & Projexx),Wizkid
74,80,Need To Know,Doja Cat
75,81,Smile (feat. H.E.R.),Wizkid
76,82,So Cold,Bella Shmurda
77,83,Sweet One,Wizkid
78,84,Hallelu,Masterkraft
79,85,Lazarus,Dave
80,86,Piece of Me (feat. Ella Mai),Wizkid
81,87,Pure Souls,Kanye West
82,88,Lord I Need You,Kanye West
83,89,Wid It,Tion Wayne
84,90,Abu Dhabi,Ruger
85,91,RAPSTAR,POLO G
86,92,Loved By You,Justin Bieber
87,93,New Again,Kanye West
