Position,song,artist,album
1,Understand,Omah lay,Understand
2,Bounce,Ruger,PANDEMIC
3,Feeling,"LADIPOE, Buju",Feeling
4,Soundgasm,Rema,Soundgasm
5,Rock,Olamide,Rock
6,Outside,Buju,Outside
7,Testimony,Buju,Testimony
8,Essence (feat. Tems),"Wizkid, Tems",Made In Lagos
9,Confident,"Savage, Buju",Confident
10,Big Thug Boys,AV,Big Thug Boys
11,Naira Marley,Zinoleesky,Naira Marley
12,Sinner,"Adekunle Gold, Lucky Daye",Sinner
13,Dimension (feat. Skepta & Rema),"Jae5, Skepta, Rema",Dimension (feat. Skepta & Rema)
14,Bling (feat. Amaarae & Buju),"Blaqbonez, amaarae, Buju",Bling (feat. Amaarae & Buju)
15,Yaba Buluku (Remix),"DJ TÃ¡rico, Burna Boy, Preck, Nelson Tivane",Yaba Buluku (feat. Preck & Nelson Tivane) [Remix]
16,Clash,"Dave, Stormzy",Clash
17,Party Next Door,"Dangbana Republik, Bella Shmurda",High Tension 2.0
18,Coming,"Naira Marley, Busiswa",Coming
19,It Is What It Is,Adekunle Gold,It Is What It Is
20,Forever (Remix),"Gyakie, Omah lay",Forever (Remix)
21,Oliver Twist,ArrDee,Oliver Twist
22,Felony,CKay,Boyfriend
23,Stay,"The Kid Laroi, Justin Bieber",Stay
24,LV N ATTN feat. Wizkid,"Lojay, Sarz, Wizkid",LV N ATTN
25,Far Away,"Dangbana Republik, Bella Shmurda",High Tension 2.0
26,Kilometre,Burna Boy,Kilometre
27,Monalisa,"Lojay, Sarz",LV N ATTN
28,Ke Star (Remix),"Focalistic, DaVido, Virgo Deep",Ke Star (Remix)
29,Bounce,Rema,Bounce
30,Out There,"Dangbana Republik, Bella Shmurda",High Tension 2.0
31,Infinity,"Olamide, Omah lay",Carpe Diem
32,Show Me,Joeboy,Somewhere Between Beauty & Magic
33,Somebody Baby,"Peruzzi, DaVido",Somebody Baby
34,Hallelu,"Masterkraft, Bella Shmurda, Zlatan",Hallelu
35,Pronto,"Ajebo Hustlers, Omah lay",Pronto
36,History,"Cheque, Fireboy Dml",History
37,PonPon,"Olamide, FAVE",UY Scuti
38,World,"Dangbana Republik, Bella Shmurda",High Tension 2.0
39,Loved By You,"Justin Bieber, Burna Boy",Justice
40,Abu Dhabi,Ruger,PANDEMIC
41,FOR YOU,"Teni, DaVido",FOR YOU
42,Ginger (feat. Burna Boy),"Wizkid, Burna Boy",Made In Lagos
43,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
44,Running (To You),"Chike, Simi",Running (To You)
45,All,"Rexxie, DaVido",A True Champion
46,Kilofeshe,Zinoleesky,Chrome
47,Blessed (feat. Damian Marley),"Wizkid, Damian Marley",Made In Lagos
48,RAPSTAR,POLO G,Hall of Fame
49,KPK (Ko Por Ke),"Rexxie, MohBad",KPK (Ko Por Ke)
50,23,Burna Boy,Twice As Tall
51,Rush,"Dangbana Republik, Bella Shmurda",High Tension 2.0
52,Lako,"Dangbana Republik, Bella Shmurda",High Tension 2.0
53,Motley Crew,Post Malone,Motley Crew
54,Medicine,Jaywillz,Love or the Word (EP)
55,Peaches,"Justin Bieber, Daniel Caesar, Giveon",Justice
56,Soldier Go,"Dangbana Republik, Bella Shmurda",High Tension 2.0
57,MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name)
58,Godly,Omah lay,What Have We Done
59,Focus,Joeboy,Somewhere Between Beauty & Magic
60,Late At Night,Roddy Ricch,Late At Night
61,The Best (feat. Mayorkun),"DaVido, Mayorkun",A Better Time
62,HUSTLE,Teni,WONDALAND
63,LET IT GO (feat. Justin Bieber & 21 Savage),"DJ Khaled, 21 Savage, Justin Bieber",KHALED KHALED
64,Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean
65,Tonongo,"Lojay, Sarz",LV N ATTN
66,Jailer,"Olamide, Jaywillz",UY Scuti
67,Omo X 100,"Reminisce, Olamide",Omo X 100
68,Blinding Lights,The Weeknd,After Hours
69,KOLO (feat. Oxlade),"Ice Prince, Oxlade",KOLO (feat. Oxlade)
70,La La (feat. Ckay),"DaVido, CKay",A Better Time
71,Julie,Olamide,UY Scuti
72,Celebrate Me,Patoranking,Celebrate Me
73,Bad Habits,Ed Sheeran,Bad Habits
74,Runaway,AURORA,All My Demons Greeting Me As A Friend (Deluxe)
75,Real Shiii,Graimmy Thesoh,SOH : The arrival
76,Commitment Issues,Central Cee,Commitment Issues
77,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open
78,Damages,Tems,Damages
79,Bad Influence,Omah lay,Bad Influence
80,Early Momo,"Vector, Good girl LA",Early Momo
81,Heartbreak Anniversary,Giveon,TAKE TIME
82,ROCKSTAR,"DaBaby, Roddy Ricch",BLAME IT ON BABY
83,Champion,"Dangbana Republik, Bella Shmurda",High Tension 2.0
84,Real Life,"Burna Boy, Stormzy",Twice As Tall
85,All In,"Nasty C, T.I.",Zulu Man With Some Power
86,Lemonade,"Internet money, Gunna, Don Toliver, NAV",Lemonade
87,Need For Speed,Olamide,UY Scuti
88,Bia,Phyno,Bia
89,Calling My Phone,"Lil Tjay, 6lack",Calling My Phone
90,Kiss Me More (feat. SZA),"Doja Cat, SZA",Kiss Me More (feat. SZA)
91,a m a r i,J. Cole,The Off-Season
92,Dior,Pop Smoke,Meet The Woo
93,Southy Love,"Peruzzi, Fireboy Dml",Southy Love
94,Peaches (Masterkraft Remix),"Justin Bieber, Alpha P, Omah lay",Peaches (Masterkraft Remix)
95,Ruger,Ruger,PANDEMIC
96,Cash App,"Bella Shmurda, Zlatan, Lincoln",Cash App
97,Straightenin,Migos,Culture III
98,PEPE,"L.A.X, DaVido",PEPE
99,Reckless,Wizkid,Made In Lagos
100,Way Too Big,Burna Boy,Twice As Tall
