Position,artist,album
1,Tiwa Savage,Water & Garri
2,Ayra Starr,19 & Dangerous
3,Liya,Alari
4,Rod Wave,SoulFly (Deluxe Version)
5,Trippie Redd,Trip At Knight
6,Trippie Redd,Trip At Knight (Complete Edition)
7,Lorde,Solar Power
8,Dave,We're All Alone In This Together
9,Travis Greene,Oil + Water
10,Wizkid,Made In Lagos
11,The Spirituals,Black History Project (Live from London)
12,Pop Smoke,Faith
13,POLO G,Hall of Fame
14,Victor AD,Nothing To Prove
15,DaVido,A Better Time
16,Travis Scott,ASTROWORLD
17,Billie Eilish,Happier Than Ever
18,Rudeboy,Rudykillus
19,Doja Cat,Planet Her
20,DaBlixx Osha,Country Boy
21,KCee,Cultural Praise
22,Justin Bieber,Justice
23,Sia,Music (Songs From And Inspired By The Motion Picture)
24,Skepta,All In
25,Chike,Boo of the Booless
26,Post Malone,Hollywood's Bleeding
27,Bob Marley & The Wailers,Legend - The Best Of Bob Marley And The Wailers
28,Jon Bellion,The Human Condition
29,blackbear,misery lake
30,YNW Melly,Just A Matter of Slime
31,Kizz Daniel,No Bad Songz
32,Trippie Redd,A Love Letter To You 4
33,Juice Wrld,Goodbye & Good Riddance
34,Olamide,Baddest Guy Ever Liveth
35,Nas,King's Disease II
36,Chidinma,New Season
37,Lil Durk,The Voice (Deluxe)
38,Show Dem Camp,The Palmwine Express
39,Starboy,SoundMan Vol. 1
40,NF,The Search
41,Kirk Franklin,LONG LIVE LOVE
42,6lack,East Atlanta Love Letter
43,Post Malone,beerbongs & bentleys
44,Isaiah Rashad,The House Is Burning
45,Dan + Shay,Good Things
46,Dangbana Republik,High Tension 2.0
47,Akintoye,Centrepiece
48,Omah lay,Get Layd
49,Lil Durk,Just Cause Y'all Waited 2 (Deluxe)
50,Darkoo,2 in 1
51,21 Savage,Issa Album
52,H.E.R.,Back of My Mind
53,Maroon 5,JORDI (Deluxe)
54,Kida Kudz,TOP MEMBA
55,Lojay,LV N ATTN
56,Olamide,UY Scuti
57,Justin Bieber,Freedom.
58,Laolu Gbenjo,"Spontaneous Praise, Vol. 1"
59,Lorde,Melodrama
60,Teni,WONDALAND
61,Ruger,PANDEMIC
62,CKay,Boyfriend
63,Jack Harlow,Thats What They All Say
64,SAINt JHN,While The World Was Burning
65,Ayra Starr,Ayra Starr
66,Chioma Jesus,Chiomalized
67,Nasty C,Zulu Man With Some Power
68,Adekunle Gold,"Afro Pop, Vol. 1"
69,Jeriq,Hood Boy Dreams
70,J Hus,Big Conspiracy
71,Fireboy Dml,"Laughter, Tears & Goosebumps"
72,Beyoncé,The Lion King: The Gift
73,Burna Boy,African Giant
74,Jon Bellion,Glory Sound Prep
75,Mr Eazi,"Life is Eazi, Vol. 2 - Lagos To London"
76,Hillsong Worship,let there be light.
77,Various Artists,Songs 4 Worship: My Redeemer Lives
78,Kanye West,The Life Of Pablo
79,Wizkid,Superstar
80,Trippie Redd,Trip At Knight
81,Aaliyah,One In A Million
82,Nas,NASIR
83,Aṣa,Asa (Asha)
84,Sola Allyson,ÌRÌ (The Album Live) (Live)
85,Seddy Hendrinx,Death B4 Dishoner Loyalty over Everything
86,Benjiszzy Zaakii,Son Of The Lion
87,Abra Cadabra,Product of My Environment
88,Sleepy Hallow,Sleepy Hallow Presents: Sleepy For President
89,Travis Greene,The Hill
90,XXXTentacion,?
91,Oluwateemzy,SOMBRAS (SHADES)
92,21 Savage,Spiral: From The Book of Saw Soundtrack
93,DDG,Die 4 Respect
94,DaBlixx Osha,Sick Six
95,Tory Lanez,DAYSTAR
96,Travis Greene,Love Playlist
97,Tasha Cobbs Leonard,Heart. Passion. Pursuit.
98,Brandy,Human
99,Tope Alabi,Yes And Amen
100,Unknown T,Adolescence
