,Position,song,artist
0,1,Peru,Fireboy Dml
1,2,Lie,Kizz Daniel
2,3,Understand,Omah lay
3,4,Bloody Samaritan,Ayra Starr
4,5,Essence (feat. Justin Bieber & Tems),Wizkid
5,6,Sinner,Adekunle Gold
6,7,Question,Burna Boy
7,8,Monalisa,Lojay
8,9,Bounce,Ruger
9,10,Feel Good,MohBad
10,11,Outside,Buju
11,12,Big Thug Boys,AV
12,13,Feeling,LADIPOE
13,14,Let Me Know,Mayorkun
14,15,Naira Marley,Zinoleesky
15,16,Fashion Killer,Ayra Starr
16,17,Rock,Olamide
17,18,Soundgasm,Rema
18,19,Ojuju,Troniq Music
19,20,Medicine,Jaywillz
20,21,INDUSTRY BABY,Lil Nas X
21,22,Yaba Buluku (Remix),DJ Tárico
22,23,Cocaine,Dai Verse
23,24,Clash,Dave
24,25,STAY,The Kid Laroi
25,31,Bling (feat. Amaarae & Buju),Blaqbonez
26,32,Dimension (feat. Skepta & Rema),Jae5
27,33,Felony,CKay
28,34,System,Dave
29,35,It Is What It Is,Adekunle Gold
30,36,LV N ATTN feat. Wizkid,Lojay
31,37,Drug Test,Naira Marley
32,38,Coming,Naira Marley
33,39,Sisi,Geminigh
34,40,Oliver Twist,ArrDee
35,41,Mercy,Falz
36,42,Cast (Gen Z Anthem),Ayra Starr
37,43,Kilometre,Burna Boy
38,44,HUSTLE,Teni
39,45,Forever (Remix),Gyakie
40,46,Hallelu,Masterkraft
41,47,Bounce,Rema
42,48,Abu Dhabi,Ruger
43,49,Alubarika,Zlatan
44,50,Far Away,Dangbana Republik
45,51,More,Troniq Music
46,52,Loved By You,Justin Bieber
47,53,Beggie Beggie,Ayra Starr
48,54,Pay Me,Troniq Music
49,55,Ke Star (Remix),Focalistic
50,56,Wid It,Tion Wayne
51,57,RAPSTAR,POLO G
52,58,Lazarus,Dave
53,59,Kilofeshe,Zinoleesky
54,60,My Advice,Vik dash
55,61,Need To Know,Doja Cat
56,62,All,Rexxie
57,63,Early Momo,Vector
58,64,Bad Habits,Ed Sheeran
59,65,Show Me,Joeboy
60,66,Work Fada,Tiwa Savage
61,67,Call Me Baby,Cheque
62,68,Ginger (feat. Burna Boy),Wizkid
63,69,Infinity,Olamide
64,70,Somebody Baby,Peruzzi
65,71,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne
66,72,Lonely,Ayra Starr
67,73,Shameful,King Ot
68,74,PonPon,Olamide
69,75,MONTERO (Call Me By Your Name),Lil Nas X
70,76,Tonongo,Lojay
71,77,Fire Fighter,Kashcoming
72,78,Tales By Moonlight,Tiwa Savage
73,79,Peaches,Justin Bieber
74,80,KPK (Ko Por Ke),Rexxie
75,81,Colorado,Zugo
76,82,23,Burna Boy
77,83,FOR YOU,Teni
78,84,La La (feat. Ckay),DaVido
79,85,KOLO (feat. Oxlade),Ice Prince
80,86,Late At Night,Roddy Ricch
81,87,Godly,Omah lay
82,88,Pronto,Ajebo Hustlers
83,89,History,Cheque
84,90,Snitch,Ayra Starr
85,91,Celebrate Me,Patoranking
86,92,Yafun Yafun,Ajebo Hustlers
87,93,Heartbreak Anniversary,Giveon
