Position,song,artist,album
60,PEPE,"L.A.X, DaVido",PEPE
61,Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean
62,Bad Habits,Ed Sheeran,Bad Habits
63,All,"Rexxie, DaVido",A True Champion
64,Celebrate Me,Patoranking,Celebrate Me
65,Red Light Green Light,DaBaby,Red Light Green Light
66,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open
67,World,"Dangbana Republik, Bella Shmurda",World
68,Koleyewon,Naira Marley,Koleyewon
69,La La (feat. Ckay),"DaVido, CKay",A Better Time
70,Ruger,Ruger,PANDEMIC
71,Cup of Tea,Olamide,UY Scuti
72,Damages,Tems,Damages
73,Korope,"Lil Kesh, Naira Marley",Korope
74,Heartbreak Anniversary,Giveon,TAKE TIME
75,Verified,"Laycon, Mayorkun",...Shall We Begin...
76,Bad Influence,Omah lay,Bad Influence
77,a m a r i,J. Cole,The Off-Season
78,Cash App,"Bella Shmurda, Zlatan, Lincoln",Cash App
79,Money,"Terri, Bella Shmurda, MohBad",Money
80,Southy Love,"Peruzzi, Fireboy Dml",Southy Love
81,Calling My Phone,"Lil Tjay, 6lack",Calling My Phone
82,Fendi (feat. Joeboy),"Blaqbonez, Joeboy",Sex Over Love
83,6am in Brighton,ArrDee,6am in Brighton
84,Peaches (Masterkraft Remix),"Justin Bieber, Alpha P, Omah lay",Peaches (Masterkraft Remix)
85,Anyone,Justin Bieber,Justice
86,Rough Up,"Olamide, LaYYdoe",UY Scuti
87,Somebody,"Olamide, Phyno",UY Scuti
88,Reckless,Wizkid,Made In Lagos
89,ROCKSTAR,"DaBaby, Roddy Ricch",BLAME IT ON BABY
90,Blinding Lights,The Weeknd,After Hours
91,Lemonade,"Internet money, Gunna, Don Toliver, NAV",Lemonade
92,All My Life (feat. Oxlade),"M.I Abaga, Oxlade",All My Life (feat. Oxlade)
93,Want,"Olamide, FAVE",UY Scuti
94,Music Messiah,"DJ Neptune, Wande Coal",Music Messiah
95,Voice of the Heroes,"Lil Baby, Lil Durk",The Voice of the Heroes
96,No Stress,Wizkid,Made In Lagos
97,Rush,"Dangbana Rebublik, Bella Shmurda",Rush
98,TGF Pussy,Blaqbonez,Sex Over Love
99,At My Worst (feat. Kehlani),"Pink Sweat$, Kehlani",At My Worst (feat. Kehlani)
100,Way Too Big,Burna Boy,Twice As Tall
