Position,artist,album
1,Billie Eilish,Happier Than Ever
2,Skepta,All In
3,Logic,Bobby Tarantino III
4,Dave,We're All Alone In This Together
5,Victor AD,Nothing To Prove
6,Isaiah Rashad,The House Is Burning
7,Sarkodie,No Pressure
8,Unknown T,Adolescence
9,Lady Donli,W I L D
10,Moelogo,Itheep
11,Dangbana Republik,High Tension 2.0
12,Ajebo Hustlers,"Kpos Lifestyle, Vol. 1"
13,Lojay,LV N ATTN
14,The Kid Laroi,F*CK LOVE 3+: OVER YOU
15,Toosii,Thank You For Believing (The Manifestation)
16,Fireboy Dml,APOLLO
17,Post Malone,Hollywood's Bleeding
18,Kida Kudz,TOP MEMBA
19,Dave East,HOFFA
20,Pop Smoke,Faith
21,Ruger,PANDEMIC
22,POLO G,Hall of Fame
23,Obongjayar,Sweetness
24,Anne-Marie,Therapy
25,Tink,Heat Of The Moment
26,Victony,Saturn
27,Burna Boy,Twice As Tall
28,The Cavemen.,ROOTS
29,Skepta,Ignorance is Bliss
30,Dave,PSYCHODRAMA
31,Tory Lanez,We Outside
32,Juice Wrld,Legends Never Die
33,Juice Wrld,Death Race For Love
34,Erigga,Before the Chaos-EP
35,Show Dem Camp,Clone Wars Vol. 5 - The Algorhythm
36,Dax,I'll Say It For You
37,Doja Cat,Planet Her
38,The Kid Laroi,F*CK LOVE 3: OVER YOU
39,Young Dolph,PAPER ROUTE iLLUMINATi
40,Pop Smoke,Faith (Deluxe)
41,YTB Trench,Versatalien
42,Joeboy,Somewhere Between Beauty & Magic
43,Jaywillz,Love or the Word (EP)
44,Travis Scott,ASTROWORLD
45,A\u1e63a,Lucid
46,Drake,Scorpion
47,Kanye West,The Life Of Pablo
48,DaVido,Best Of Davido
49,Stormzy,Heavy Is The Head
50,Erigga,The Erigma II
51,Future,High Off Life
52,B Young,Differences
53,Lil Baby,The Voice of the Heroes
54,Dave,Game Over
55,Kizz Daniel,No Bad Songz
56,Bella Shmurda,High Tension
57,Juice Wrld,Goodbye & Good Riddance
58,Billie Eilish,dont smile at me
59,Future,DS2 (Deluxe)
60,J. Cole,2014 Forest Hills Drive
61,Various Artists,Space Jam: A New Legacy (Original Motion Picture Soundtrack)
62,Leon Bridges,Gold-Diggers Sound
63,Ayra Starr,Ayra Starr
64,Coi Leray,Better Things
65,Meek Mill,Championships
66,Beautiful Nubia and the Roots Renaissance Band,Live Concert Series V
67,XXXTentacion,?
68,Burna Boy,Best of Burna Boy
69,Jon Bellion,The Human Condition
70,Young M.A,Herstory in the Making
71,Ajebutter22,Make E No Cause Fight 2
72,Olamide,UY Scuti
73,Various Artists,Fast & Furious 9: The Fast Saga (Original Motion Picture Soundtrack)
74,Benjiszzy Zaakii,Son Of The Lion
75,Yung Bleu,Moon Boy
76,Hillsong Young & Free,Out Here On A Friday Where It Began
77,Omah lay,Get Layd
78,Drik Marley,Love & Afrobeats
79,Brymo,Yellow
80,Elaine,Elements
81,Nasty C,Zulu Man With Some Power
82,21 Savage,SAVAGE MODE II
83,Don Toliver,Heaven Or Hell
84,Wizkid,Made In Lagos
85,King Von,Welcome to O'Block
86,Dagrin,C.E.O
87,Oxlade,OXYGENE
88,Westlife,Greatest Hits
89,Lil Durk,The Voice (Deluxe)
90,CKay,Boyfriend
91,Ariana Grande,Positions (Deluxe)
92,Elevation Worship,Old Church Basement
93,Rod Wave,SoulFly
94,Justin Bieber,Justice
95,Lil Tjay,Destined 2 Win
96,Nasty C,Strings And Bling
97,J. Cole,KOD
98,Burna Boy,Outside
99,Future,FUTURE
100,Chris Brown,Royalty (Deluxe Version)
