Position,artist,album
1,Lil Baby,The Voice of the Heroes
2,Lojay,LV N ATTN
3,Ruger,PANDEMIC
4,G4 Boyz,Scam
5,J. Cole,The Off-Season
6,The Cavemen.,ROOTS
7,Elevation Worship,Old Church Basement
8,Joeboy,Somewhere Between Beauty & Magic
9,Judikay,Man Of Galilee
10,Central Cee,Wild West
11,Wizkid,Made In Lagos
12,Tomi Thomas,Hopeless Romantic
13,Jorja Smith,Be Right Back
14,Post Malone,Hollywood's Bleeding
15,Burna Boy,African Giant
16,Post Malone,beerbongs & bentleys
17,Olivia Rodrigo,SOUR
18,Twenty One Pilots,Scaled And Icy
19,Justin Bieber,Justice
20,Omah lay,Get Layd
21,Show Dem Camp,The Palmwine Express
22,JACKBOYS,JACKBOYS
23,Sarz,I LOVE GIRLS WITH TROBUL
24,Drake,Views
25,DJ Khaled,KHALED KHALED
26,Kodak Black,Haitian Boy Kodak
27,Young Stoner Life,Slime Language 2
28,Blaqbonez,Sex Over Love
29,KCee,Cultural Praise
30,Rod Wave,SoulFly
31,Jon Bellion,The Human Condition
32,J. Cole,KOD
33,Post Malone,Stoney
34,Rihanna,ANTI
35,Sleepy Hallow,Still Sleep?
36,21 Savage,Spiral: From The Book of Saw Soundtrack
37,indie tribe,U P P E R H A N D
38,Pooh Shiesty,Shiesty Season
39,CKay,Boyfriend
40,Dunsin Oyekan,The Gospel of the Kingdom
41,Playboi Carti,Whole Lotta Red
42,Zinoleesky,Chrome
43,Dua Lipa,Future Nostalgia
44,The Kid Laroi,F*CK LOVE (SAVAGE)
45,Ayra Starr,Ayra Starr
46,Nasty C,Zulu Man With Some Power
47,Burna Boy,Twice As Tall
48,Fireboy Dml,APOLLO
49,Mannywellz,Mirage
50,Powfu,poems of the past
51,Joyner Lucas,ADHD
52,J Hus,Big Conspiracy
53,Brymo,Yellow
54,Kaptain,Kapacity
55,A\u1e63a,Lucid
56,Bella Shmurda,High Tension
57,Hopsin,No Shame
58,Roddy Ricch,Please Excuse Me for Being Antisocial
59,Runtown,Tradition
60,Rema,Bad Commando
61,Dave,PSYCHODRAMA
62,Offset,FATHER OF 4
63,Corizo,Chronicles of CORIZO
64,Michael W. Smith,Worship
65,Wizkid,Sounds From The Other Side
66,A\u1e63a,Asa (Asha)
67,J. Cole,2014 Forest Hills Drive
68,Sam Smith,In The Lonely Hour
69,Young Stoner Life,Slime Language 2 (Deluxe)
70,Juice Wrld,Goodbye & Good Riddance (Anniversary Edition)
71,DMX,Exodus
72,Nathaniel Bassey,Hallelujah Again (Revelation 19:3)
73,DaBlixx Osha,Country Boy
74,Lil Tjay,Destined 2 Win
75,Jacob Banks,For My Friends
76,Peruzzi,Rum & Boogie
77,Sarkodie,Sarkology
78,Morgan,Nigerian Gospel Music
79,Jon Bellion,Glory Sound Prep
80,Jim Reeves,20 Songs of Inspiration
81,Hillsong Young & Free,All Of My Best Friends
82,D Smoke,Black Habits
83,Mayorkun,The Mayor of Lagos
84,Michael Jackson,The Essential Michael Jackson
85,M83,Midnight City (Remix EP)
86,Zubi,next chapter
87,Bethel Music,Reckless Love
88,Dr. Dre,The Chronic
89,Dax,I'll Say It For You
90,Victor AD,RED EYE
91,Alan Walker,Different World
92,Coldplay,Mylo Xyloto
93,42 Dugg,Free Dem Boyz
94,James Arthur,James Arthur (Deluxe)
95,Callista Clark,Real To Me
96,Passenger,Songs for the Drunk and Broken Hearted (Deluxe)
97,Bring Me the Horizon,POST HUMAN: SURVIVAL HORROR
98,Lil Wayne,Tha Carter V (Deluxe)
99,Yung Bleu,Bleu Vandross 3
100,prettyboydo,Wildfire
