,Position,song,artist
0,1,Understand,Omah lay
1,2,Lie,Kizz Daniel
2,3,Peru,Fireboy Dml
3,4,Bloody Samaritan,Ayra Starr
4,5,Sinner,Adekunle Gold
5,6,Essence (feat. Justin Bieber & Tems),Wizkid
6,7,Bounce,Ruger
7,8,Monalisa,Lojay
8,9,Big Thug Boys,AV
9,10,Feeling,LADIPOE
10,11,Outside,Buju
11,12,Naira Marley,Zinoleesky
12,13,Feel Good,MohBad
13,14,Soundgasm,Rema
14,15,INDUSTRY BABY,Lil Nas X
15,16,Rock,Olamide
16,17,Ojuju,Troniq Music
17,18,Fashion Killer,Ayra Starr
18,19,Medicine,Jaywillz
19,20,Yaba Buluku (Remix),DJ Tárico
20,21,STAY,The Kid Laroi
21,22,Essence (feat. Tems),Wizkid
22,23,Clash,Dave
23,24,Cocaine,Dai Verse
24,25,Party Next Door,Dangbana Republik
25,31,System,Dave
26,32,It Is What It Is,Adekunle Gold
27,33,LV N ATTN feat. Wizkid,Lojay
28,34,Oliver Twist,ArrDee
29,35,Drug Test,Naira Marley
30,36,HUSTLE,Teni
31,37,Coming,Naira Marley
32,38,Beggie Beggie,Ayra Starr
33,39,Cast (Gen Z Anthem),Ayra Starr
34,40,Forever (Remix),Gyakie
35,41,Mercy,Falz
36,42,Kilometre,Burna Boy
37,43,Ke Star (Remix),Focalistic
38,44,Bounce,Rema
39,45,Abu Dhabi,Ruger
40,46,Alubarika,Zlatan
41,47,Far Away,Dangbana Republik
42,48,Hallelu,Masterkraft
43,49,RAPSTAR,POLO G
44,50,Loved By You,Justin Bieber
45,51,Lazarus,Dave
46,52,Show Me,Joeboy
47,53,All,Rexxie
48,54,Kilofeshe,Zinoleesky
49,55,Tonongo,Lojay
50,56,Lonely,Ayra Starr
51,57,Infinity,Olamide
52,58,Somebody Baby,Peruzzi
53,59,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne
54,60,Ginger (feat. Burna Boy),Wizkid
55,61,MONTERO (Call Me By Your Name),Lil Nas X
56,62,Call Me Baby,Cheque
57,63,Bad Habits,Ed Sheeran
58,64,PonPon,Olamide
59,65,History,Cheque
60,66,Snitch,Ayra Starr
61,67,Bridgertn,Ayra Starr
62,68,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled
63,69,FOR YOU,Teni
64,70,La La (feat. Ckay),DaVido
65,71,Yafun Yafun,Ajebo Hustlers
66,72,23,Burna Boy
67,73,Godly,Omah lay
68,74,Celebrate Me,Patoranking
69,75,Commitment Issues,Central Cee
70,76,Pronto,Ajebo Hustlers
71,77,Late At Night,Roddy Ricch
72,78,Need To Know,Doja Cat
73,79,Toxic,Ayra Starr
74,80,Motley Crew,Post Malone
75,81,Heartbreak Anniversary,Giveon
76,82,Damages,Tems
77,83,KOLO (feat. Oxlade),Ice Prince
78,84,Karma,Ayra Starr
79,85,Early Momo,Vector
80,86,Wade In The Water (Live),The Spirituals
81,87,Blessed (feat. Damian Marley),Wizkid
82,88,Dior,Pop Smoke
83,89,Running (To You),Chike
84,90,Focus,Joeboy
85,91,Bad Influence,Omah lay
86,92,KPK (Ko Por Ke),Rexxie
87,93,Peaches,Justin Bieber
