Position,song,artist,album
80,ROCKSTAR,"DaBaby, Roddy Ricch",BLAME IT ON BABY
81,Late At Night,Roddy Ricch,Late At Night
82,Sere (Remix),"Spinall, Fireboy Dml, 6lack",Sere (Remix)
83,Away,Ayra Starr,Ayra Starr
84,Lemonade,"Internet money, Gunna, Don Toliver, NAV",Lemonade
85,Money,"Terri, Bella Shmurda, MohBad",Money
86,Dior,Pop Smoke,Meet The Woo
87,Kiss Me More (feat. SZA),"Doja Cat, SZA",Kiss Me More (feat. SZA)
88,Reckless,Wizkid,Made In Lagos
89,Way Too Big,Burna Boy,Twice As Tall
90,Cho Cho,"Zlatan, DaVido, Mayorkun",Cho Cho
91,GANG GANG,"POLO G, Lil Wayne",Hall of Fame
92,p r i d e . i s . t h e . d e v i l,"J. Cole, Lil Baby",The Off-Season
93,Epidemic,POLO G,Hall of Fame
94,Don Dada,Timaya,Don Dada
95,Voice of the Heroes,"Lil Baby, Lil Durk",The Voice of the Heroes
96,Southy Love,"Peruzzi, Fireboy Dml",Southy Love
97,Blinding Lights,The Weeknd,After Hours
98,This Your Body,"Skales, DaVido",This Your Body
99,Arcade,Duncan Laurence,Arcade
100,6am in Brighton,ArrDee,6am in Brighton
