Position,song,artist,album
1,Feeling,"LADIPOE, Buju",Feeling
2,Bounce,Ruger,PANDEMIC
3,Rock,Olamide,Rock
4,Soundgasm,Rema,Soundgasm
5,Outside,Buju,Outside
6,Dimension (feat. Skepta & Rema),"Jae5, Skepta, Rema",Dimension (feat. Skepta & Rema)
7,Essence (feat. Tems),"Wizkid, Tems",Made In Lagos
8,Coming,"Naira Marley, Busiswa",Coming
9,Bling (feat. Amaarae & Buju),"Blaqbonez, amaarae, Buju",Bling (feat. Amaarae & Buju)
10,Confident,"Savage, Buju",Confident
11,Felony,CKay,Boyfriend
12,Forever (Remix),"Gyakie, Omah lay",Forever (Remix)
13,LV N ATTN feat. Wizkid,"Lojay, Sarz, Wizkid",LV N ATTN
14,It Is What It Is,Adekunle Gold,It Is What It Is
15,PonPon,"Olamide, FAVE",UY Scuti
16,Kilometre,Burna Boy,Kilometre
17,Ke Star (Remix),"Focalistic, DaVido, Virgo Deep",Ke Star (Remix)
18,History,"Cheque, Fireboy Dml",History
19,Oliver Twist,ArrDee,Oliver Twist
20,Show Me,Joeboy,Somewhere Between Beauty & Magic
21,Bounce,Rema,Bounce
22,Infinity,"Olamide, Omah lay",Carpe Diem
23,FOR YOU,"Teni, DaVido",FOR YOU
24,Somebody Baby,"Peruzzi, DaVido",Somebody Baby
25,Hallelu,"Masterkraft, Bella Shmurda, Zlatan",Hallelu
26,Big Thug Boys,AV,Big Thug Boys
27,Pronto,"Ajebo Hustlers, Omah lay",Pronto
28,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
29,Naira Marley,Zinoleesky,Naira Marley
30,KPK (Ko Por Ke),"Rexxie, MohBad",KPK (Ko Por Ke)
31,Kilofeshe,Zinoleesky,Chrome
32,Running (To You),"Chike, Simi",Running (To You)
33,Loved By You,"Justin Bieber, Burna Boy",Justice
34,RAPSTAR,POLO G,Hall of Fame
35,Peaches,"Justin Bieber, Daniel Caesar, Giveon",Justice
36,23,Burna Boy,Twice As Tall
37,Godly,Omah lay,What Have We Done
38,Need For Speed,Olamide,UY Scuti
39,Focus,Joeboy,Somewhere Between Beauty & Magic
