Position,song,artist,album
1,Feeling,"LADIPOE, Buju",Feeling
2,Bounce,Ruger,PANDEMIC
3,Rock,Olamide,Rock
4,Outside,Buju,Outside
5,Bling (feat. Amaarae & Buju),"Blaqbonez, amaarae, Buju",Bling (feat. Amaarae & Buju)
6,Coming,"Naira Marley, Busiswa",Coming
7,Dimension (feat. Skepta & Rema),"Jae5, Skepta, Rema",Dimension (feat. Skepta & Rema)
8,Felony,CKay,Boyfriend
9,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
10,It Is What It Is,Adekunle Gold,It Is What It Is
11,Essence (feat. Tems),"Wizkid, Tems",Made In Lagos
12,Forever (Remix),"Gyakie, Omah lay",Forever (Remix)
13,Ke Star (Remix),"Focalistic, DaVido, Virgo Deep",Ke Star (Remix)
14,Kilometre,Burna Boy,Kilometre
15,Bounce,Rema,Bounce
16,History,"Cheque, Fireboy Dml",History
17,Pronto,"Ajebo Hustlers, Omah lay",Pronto
18,Loved By You,"Justin Bieber, Burna Boy",Justice
19,Somebody Baby,"Peruzzi, DaVido",Somebody Baby
20,Hallelu,"Masterkraft, Bella Shmurda, Zlatan",Hallelu
21,FOR YOU,"Teni, DaVido",FOR YOU
22,Running (To You),"Chike, Simi",Running (To You)
23,a m a r i,J. Cole,The Off-Season
24,Show Me,Joeboy,Somewhere Between Beauty & Magic
25,Infinity,"Olamide, Omah lay",Carpe Diem
26,Peaches,"Justin Bieber, Daniel Caesar, Giveon",Justice
27,MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name)
28,Focus,Joeboy,Somewhere Between Beauty & Magic
29,Kilofeshe,Zinoleesky,Chrome
30,LET IT GO (feat. Justin Bieber & 21 Savage),"DJ Khaled, 21 Savage, Justin Bieber",KHALED KHALED
31,KPK (Ko Por Ke),"Rexxie, MohBad",KPK (Ko Por Ke)
32,Runaway,AURORA,All My Demons Greeting Me As A Friend (Deluxe)
33,World,"Dangbana Republik, Bella Shmurda",World
34,Heartbreak Anniversary,Giveon,TAKE TIME
35,KOLO (feat. Oxlade),"Ice Prince, Oxlade",KOLO (feat. Oxlade)
