Position,artist,album
1,Troniq Music,Eclipse
2,Tiwa Savage,Water & Garri
3,Ayra Starr,19 & Dangerous
4,Rod Wave,SoulFly (Deluxe Version)
5,Trippie Redd,Trip At Knight (Complete Edition)
6,Travis Greene,Oil + Water
7,Trippie Redd,Trip At Knight
8,Lojay,LV N ATTN
9,Lil Yachty,BIRTHDAY MIX 6
10,Stray Kids,NOEASY
11,blackbear,misery lake
12,Nasty C,Strings And Bling
13,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
14,Burna Boy,Twice As Tall
15,Central Cee,Wild West
16,The Spirituals,Black History Project (Live from London)
17,J. Cole,The Off-Season
18,Dave,We're All Alone In This Together
19,Liya,Alari
20,Lorde,Solar Power
21,Sarkodie,No Pressure
22,Olamide,Street OT
23,Roddy Ricch,Please Excuse Me for Being Antisocial
24,Chike,Boo of the Booless
25,Jeriq,Hood Boy Dreams
26,Olamide,UY Scuti
27,YNW Melly,Just A Matter of Slime
28,Fredo,Independence Day
29,Nas,King's Disease II
30,Olivia Rodrigo,SOUR
31,Doja Cat,Planet Her (Deluxe)
32,Pop Smoke,Faith (Deluxe)
33,Justin Bieber,Freedom.
34,DJ Khaled,KHALED KHALED
35,Migos,Culture III
36,DennyB,Confirmation
37,Billie Eilish,Happier Than Ever
38,The Weeknd,Starboy
39,XXXTentacion,?
40,M.I Abaga,The Chairman
41,Justin Bieber,Justice (Triple Chucks Deluxe)
42,J. Cole,2014 Forest Hills Drive
43,Kodak Black,Haitian Boy Kodak
44,Rexxie,A True Champion
45,Obongjayar,Sweetness
46,Various Artists,Budweiser (Remix)
47,Omah lay,What Have We Done
48,Lin-Manuel Miranda,Vivo (Original Motion Picture Soundtrack)
49,Kendrick Lamar,Black Panther The Album Music From And Inspired By
50,Kendrick Lamar,DAMN. COLLECTORS EDITION.
51,Summer Walker,CLEAR
52,Alan Walker,Different World
53,Skepta,Ignorance is Bliss
54,Burna Boy,African Giant
55,NF,The Search
56,Post Malone,Hollywood's Bleeding
57,Labrinth,Euphoria (Original Score from the HBO Series)
58,Sola Allyson,ÌRÌ (The Album Live) (Live)
59,NSG,Roots
60,Unknown T,Rise Above Hate
61,K1 De Ultimate,Fuji The Sound
62,Jaden,CTV3: Cool Tape Vol. 3
63,Juice Wrld,Legends Never Die
64,Fireboy Dml,APOLLO
65,Big Sean,Detroit 2
66,21 Savage,SAVAGE MODE II
67,Wizkid,Made In Lagos
68,SAINt JHN,While The World Was Burning
69,King Perryy,CITIZEN OF THE WORLD
70,Quando Rondo,Still Taking Risks
71,POLO G,Hall of Fame
72,Ajebo Hustlers,"Kpos Lifestyle, Vol. 1"
73,Doja Cat,Planet Her
74,Lil Durk,The Voice (Deluxe)
75,Yung Bleu,Moon Boy
76,Frank Ocean,Blonde
77,Kendrick Lamar,"good kid, m.A.A.d city"
78,NF,Perception
79,Justin Bieber,My Worlds
80,Au Pro,Lifestyle The Ep
81,Ava Max,Heaven & Hell
82,Ne-Yo,In My Own Words
83,AJ Mitchell,Slow Dance
84,Lil Peep,crybaby
85,Minister GUC,The Message
86,J Hus,Common Sense
87,CeCe Winans,Alabaster Box
88,M.Fasol,"Neo Soul Beats, Vol. 1 (Relax Session)"
89,Young Thug,So Much Fun
90,Obongjayar,Which Way is Forward?
91,Smiley,YYZ-LAX
92,Tiwa Savage,Celia
93,Pa Salieu,Send Them To Coventry
94,Khalid,American Teen
95,fun.,Some Nights
96,Desiigner,L.O.D.
97,Future,Future & Juice WRLD Present... WRLD ON DRUGS
98,Alessia Cara,The Pains Of Growing
99,Passenger,"Sometimes It's Something, Sometimes It's Nothing at All"
100,Musiliu Haruna Ishola,Soyoyo
