Position,song,artist,album
76,Don Dada,Timaya,Don Dada
77,SUN GOES DOWN,Lil Nas X,SUN GOES DOWN
78,Ruger,Ruger,PANDEMIC
79,Flex,Kizz Daniel,Flex
80,2040,"Lil Baby, Lil Durk",The Voice of the Heroes
81,Wow,Tion Wayne,Wow
82,Rich Off Pain,"Lil Baby, Lil Durk, Rod Wave",The Voice of the Heroes
83,Anyone,Justin Bieber,Justice
84,Blinding Lights,The Weeknd,After Hours
85,6am in Brighton,ArrDee,6am in Brighton
86,Way Too Big,Burna Boy,Twice As Tall
87,Who I Want,"Lil Baby, Lil Durk",The Voice of the Heroes
88,Too Correct,"Crayon, Rema",Twelve A.M
89,This Your Body,"Skales, DaVido",This Your Body
90,Straightenin,Migos,Straightenin
91,Loco (feat. Mayorkun),"KDDO, Mayorkun",TOO LATE TOO LIT (EP)
92,Reckless,Wizkid,Made In Lagos
93,Kiss Me More (feat. SZA),"Doja Cat, SZA",Kiss Me More (feat. SZA)
94,All My Life (feat. Oxlade),"M.I Abaga, Oxlade",All My Life (feat. Oxlade)
95,All In,"Nasty C, T.I.",Zulu Man With Some Power
96,Bad Influence,Omah lay,Bad Influence
97,9 5 . s o u t h,J. Cole,The Off-Season
98,Fall for Me,"Laycon, YKB",Fall for Me
99,Egbon,"Masterkraft, Phyno",Egbon
100,His & Hers,"Internet money, Gunna, Don Toliver, Lil Uzi Vert",His & Hers
